time_s,p_fault,fault_bin
0.3082,0.995810,1
0.3181,0.999982,1
0.3276,1.000000,1
0.3376,1.000000,1
0.3477,1.000000,1
0.3576,1.000000,1
0.3676,1.000000,1
0.3777,1.000000,1
0.3876,1.000000,1
0.3977,1.000000,1
0.4076,1.000000,1
0.4176,1.000000,1
0.4276,1.000000,1
0.4377,1.000000,1
0.4476,1.000000,1
0.4577,1.000000,1
0.4676,1.000000,1
0.4776,1.000000,1
0.4876,1.000000,1
0.4976,1.000000,1
0.5077,1.000000,1
0.5176,1.000000,1
0.5277,1.000000,1
0.5378,1.000000,1
0.5477,1.000000,1
0.5578,1.000000,1
0.5677,1.000000,1
0.5777,1.000000,1
0.5877,1.000000,1
0.5977,1.000000,1
0.6077,1.000000,1
0.6177,1.000000,1
0.6277,1.000000,1
0.6377,1.000000,1
0.6477,1.000000,1
0.6578,1.000000,1
0.6677,1.000000,1
0.6778,1.000000,1
0.6878,1.000000,1
0.6977,1.000000,1
0.7077,1.000000,1
0.7177,1.000000,1
0.7277,1.000000,1
0.7376,1.000000,1
0.7477,1.000000,1
0.7577,1.000000,1
0.7677,1.000000,1
0.7777,1.000000,1
0.7877,1.000000,1
0.7977,1.000000,1
