time_s,label,confidence,p_fault
0.8493,fault,1.000000,1.000000
0.9512,normal,0.572123,0.427877
1.0583,normal,0.572123,0.427877
1.1570,normal,0.572123,0.427877
1.2563,normal,0.572123,0.427877
1.3562,normal,1.000000,0.000000
1.4564,normal,1.000000,0.000000
1.5563,normal,1.000000,0.000000
1.6559,normal,1.000000,0.000000
1.7564,normal,1.000000,0.000000
1.8567,normal,1.000000,0.000000
1.9559,normal,1.000000,0.000000
2.0566,normal,1.000000,0.000000
2.1561,normal,1.000000,0.000000
2.2560,normal,1.000000,0.000000
2.3571,normal,1.000000,0.000000
2.4569,normal,1.000000,0.000000
2.5559,normal,1.000000,0.000000
2.6567,normal,1.000000,0.000000
2.7561,normal,0.572123,0.427877
2.8562,normal,1.000000,0.000000
2.9567,fault,1.000000,1.000000
3.0579,normal,1.000000,0.000000
3.1560,normal,1.000000,0.000000
3.2572,normal,1.000000,0.000000
3.3568,normal,1.000000,0.000000
3.4563,normal,0.572123,0.427877
3.5564,normal,1.000000,0.000000
3.6567,normal,1.000000,0.000000
3.7556,normal,1.000000,0.000000
3.8564,normal,1.000000,0.000000
3.9560,normal,1.000000,0.000000
4.0562,normal,1.000000,0.000000
4.1568,normal,1.000000,0.000000
4.2573,normal,1.000000,0.000000
4.3560,normal,1.000000,0.000000
4.4562,normal,1.000000,0.000000
4.5556,normal,1.000000,0.000000
4.6553,normal,1.000000,0.000000
4.7559,normal,1.000000,0.000000
4.8562,normal,1.000000,0.000000
4.9552,normal,1.000000,0.000000
5.0558,normal,1.000000,0.000000
5.1555,normal,1.000000,0.000000
5.2553,normal,1.000000,0.000000
5.3553,normal,1.000000,0.000000
5.4551,normal,1.000000,0.000000
5.5545,fault,1.000000,1.000000
5.6553,fault,1.000000,1.000000
5.7559,normal,0.572123,0.427877
5.8558,normal,1.000000,0.000000
5.9550,normal,1.000000,0.000000
6.0556,normal,1.000000,0.000000
6.1563,normal,1.000000,0.000000
6.2556,normal,1.000000,0.000000
6.3565,normal,1.000000,0.000000
6.4565,normal,1.000000,0.000000
6.5562,normal,1.000000,0.000000
6.6553,normal,1.000000,0.000000
6.7564,normal,1.000000,0.000000
6.8552,normal,1.000000,0.000000
6.9550,normal,1.000000,0.000000
7.0554,normal,1.000000,0.000000
7.1547,normal,1.000000,0.000000
7.2558,normal,1.000000,0.000000
7.3557,normal,1.000000,0.000000
7.4554,normal,1.000000,0.000000
7.5562,normal,1.000000,0.000000
7.6552,normal,1.000000,0.000000
7.7558,normal,1.000000,0.000000
7.8556,normal,1.000000,0.000000
7.9544,normal,1.000000,0.000000
8.0558,normal,1.000000,0.000000
8.1562,normal,1.000000,0.000000
8.2559,normal,1.000000,0.000000
8.3556,normal,1.000000,0.000000
8.4549,normal,1.000000,0.000000
8.5549,normal,1.000000,0.000000
8.6561,normal,1.000000,0.000000
8.7548,normal,1.000000,0.000000
8.8557,normal,1.000000,0.000000
8.9556,normal,1.000000,0.000000
9.0555,normal,1.000000,0.000000
9.1556,normal,1.000000,0.000000
9.2548,normal,1.000000,0.000000
9.3552,normal,1.000000,0.000000
9.4538,normal,1.000000,0.000000
9.5550,normal,1.000000,0.000000
9.6557,normal,1.000000,0.000000
9.7550,normal,1.000000,0.000000
9.8557,normal,1.000000,0.000000
9.9554,normal,1.000000,0.000000
10.0566,normal,1.000000,0.000000
10.1554,normal,1.000000,0.000000
10.2558,normal,1.000000,0.000000
10.3556,normal,1.000000,0.000000
10.4555,normal,1.000000,0.000000
10.5559,normal,1.000000,0.000000
10.6558,normal,1.000000,0.000000
10.7556,normal,1.000000,0.000000
10.8551,normal,1.000000,0.000000
10.9558,normal,1.000000,0.000000
11.0558,normal,1.000000,0.000000
11.1566,normal,1.000000,0.000000
11.2553,normal,1.000000,0.000000
11.3555,normal,1.000000,0.000000
11.4553,normal,1.000000,0.000000
11.5559,normal,1.000000,0.000000
11.6550,normal,1.000000,0.000000
11.7553,normal,1.000000,0.000000
11.8551,normal,1.000000,0.000000
11.9555,normal,1.000000,0.000000
12.0565,normal,1.000000,0.000000
12.1557,normal,1.000000,0.000000
12.2559,normal,1.000000,0.000000
12.3553,normal,0.572123,0.427877
12.4562,fault,1.000000,1.000000
12.5558,fault,1.000000,1.000000
12.6562,normal,1.000000,0.000000
12.7558,normal,1.000000,0.000000
12.8565,normal,1.000000,0.000000
12.9557,normal,1.000000,0.000000
13.0558,fault,1.000000,1.000000
13.1562,fault,1.000000,1.000000
13.2556,fault,1.000000,1.000000
13.3559,normal,0.572123,0.427877
13.4558,normal,0.572123,0.427877
13.5555,normal,1.000000,0.000000
13.6574,normal,1.000000,0.000000
13.7561,normal,1.000000,0.000000
13.8557,normal,1.000000,0.000000
13.9545,normal,0.572123,0.427877
14.0549,normal,1.000000,0.000000
14.1541,normal,0.572123,0.427877
14.2547,normal,1.000000,0.000000
14.3554,normal,1.000000,0.000000
14.4550,normal,1.000000,0.000000
14.5550,normal,1.000000,0.000000
14.6542,normal,1.000000,0.000000
14.7549,normal,1.000000,0.000000
14.8555,normal,1.000000,0.000000
14.9549,normal,1.000000,0.000000
15.0552,normal,1.000000,0.000000
15.1540,normal,1.000000,0.000000
15.2554,normal,0.572123,0.427877
15.3542,normal,0.572123,0.427877
15.4550,normal,1.000000,0.000000
