time_s,p_fault,fault_bin
0.3088,0.125821,0
0.3187,0.311142,0
0.3283,0.465389,0
0.3381,0.577957,1
0.3482,0.655811,1
0.3583,0.708466,1
0.3683,0.744728,1
0.3782,0.769700,1
0.3883,0.788977,1
0.3983,0.801826,1
0.4083,0.811423,1
0.4183,0.817338,1
0.4283,0.820517,1
0.4383,0.821543,1
0.4482,0.821191,1
0.4583,0.821014,1
0.4683,0.820126,1
0.4784,0.819184,1
0.4883,0.820574,1
0.4983,0.826155,1
0.5082,0.832130,1
0.5181,0.822829,1
0.5283,0.814343,1
0.5383,0.806208,1
0.5483,0.796500,1
0.5583,0.785102,1
0.5683,0.774436,1
0.5783,0.764282,1
0.5883,0.752498,1
0.5983,0.738178,1
0.6082,0.724023,1
0.6183,0.709456,1
0.6283,0.691285,1
0.6383,0.672336,1
0.6483,0.654534,1
0.6584,0.638936,1
0.6683,0.625639,1
0.6783,0.614624,1
0.6884,0.606168,1
0.6983,0.598476,1
0.7083,0.590066,1
0.7183,0.580267,1
0.7284,0.566726,1
0.7383,0.550877,1
0.7483,0.535475,1
0.7583,0.521731,1
0.7682,0.509749,1
0.7784,0.499532,0
0.7883,0.493823,0
0.7983,0.488309,0
