time_s,label,confidence,p_fault
0.8493,fault,0.702500,0.702500
0.9512,fault,0.662500,0.662500
1.0583,normal,0.612500,0.387500
1.1570,normal,0.685000,0.315000
1.2563,normal,0.842500,0.157500
1.3562,normal,0.932500,0.067500
1.4564,normal,0.960000,0.040000
1.5563,normal,0.960000,0.040000
1.6559,normal,0.967500,0.032500
1.7564,normal,0.990000,0.010000
1.8567,normal,0.950000,0.050000
1.9559,normal,0.962500,0.037500
2.0566,normal,0.950000,0.050000
2.1561,normal,0.965000,0.035000
2.2560,normal,0.982500,0.017500
2.3571,normal,0.982500,0.017500
2.4569,normal,0.990000,0.010000
2.5559,normal,0.947500,0.052500
2.6567,normal,0.960000,0.040000
2.7561,normal,0.885000,0.115000
2.8562,normal,0.700000,0.300000
2.9567,normal,0.535000,0.465000
3.0579,normal,0.512500,0.487500
3.1560,normal,0.562500,0.437500
3.2572,normal,0.535000,0.465000
3.3568,normal,0.535000,0.465000
3.4563,normal,0.605000,0.395000
3.5564,normal,0.702500,0.297500
3.6567,normal,0.725000,0.275000
3.7556,normal,0.670000,0.330000
3.8564,normal,0.652500,0.347500
3.9560,normal,0.570000,0.430000
4.0562,normal,0.525000,0.475000
4.1568,fault,0.520000,0.520000
4.2573,normal,0.662500,0.337500
4.3560,normal,0.817500,0.182500
4.4562,normal,0.845000,0.155000
4.5556,normal,0.910000,0.090000
4.6553,normal,0.892500,0.107500
4.7559,normal,0.837500,0.162500
4.8562,normal,0.815000,0.185000
4.9552,normal,0.807500,0.192500
5.0558,normal,0.690000,0.310000
5.1555,normal,0.635000,0.365000
5.2553,normal,0.597500,0.402500
5.3553,normal,0.615000,0.385000
5.4551,normal,0.627500,0.372500
5.5545,normal,0.597500,0.402500
5.6553,normal,0.715000,0.285000
5.7559,normal,0.835000,0.165000
5.8558,normal,0.932500,0.067500
5.9550,normal,0.982500,0.017500
6.0556,normal,0.992500,0.007500
6.1563,normal,0.987500,0.012500
6.2556,normal,0.992500,0.007500
6.3565,normal,0.992500,0.007500
6.4565,normal,0.992500,0.007500
6.5562,normal,1.000000,0.000000
6.6553,normal,0.997500,0.002500
6.7564,normal,0.992500,0.007500
6.8552,normal,0.995000,0.005000
6.9550,normal,0.982500,0.017500
7.0554,normal,0.992500,0.007500
7.1547,normal,0.990000,0.010000
7.2558,normal,0.990000,0.010000
7.3557,normal,0.980000,0.020000
7.4554,normal,0.982500,0.017500
7.5562,normal,0.972500,0.027500
7.6552,normal,0.967500,0.032500
7.7558,normal,0.932500,0.067500
7.8556,normal,0.915000,0.085000
7.9544,normal,0.920000,0.080000
8.0558,normal,0.915000,0.085000
8.1562,normal,0.965000,0.035000
8.2559,normal,0.982500,0.017500
8.3556,normal,0.985000,0.015000
8.4549,normal,0.990000,0.010000
8.5549,normal,0.992500,0.007500
8.6561,normal,0.995000,0.005000
8.7548,normal,0.987500,0.012500
8.8557,normal,0.985000,0.015000
8.9556,normal,0.985000,0.015000
9.0555,normal,0.987500,0.012500
9.1556,normal,0.980000,0.020000
9.2548,normal,0.977500,0.022500
9.3552,normal,0.972500,0.027500
9.4538,normal,0.957500,0.042500
9.5550,normal,0.965000,0.035000
9.6557,normal,0.947500,0.052500
9.7550,normal,0.942500,0.057500
9.8557,normal,0.945000,0.055000
9.9554,normal,0.947500,0.052500
10.0566,normal,0.945000,0.055000
10.1554,normal,0.922500,0.077500
10.2558,normal,0.935000,0.065000
10.3556,normal,0.935000,0.065000
10.4555,normal,0.950000,0.050000
10.5559,normal,0.947500,0.052500
10.6558,normal,0.950000,0.050000
10.7556,normal,0.955000,0.045000
10.8551,normal,0.942500,0.057500
10.9558,normal,0.930000,0.070000
11.0558,normal,0.915000,0.085000
11.1566,normal,0.860000,0.140000
11.2553,normal,0.830000,0.170000
11.3555,normal,0.847500,0.152500
11.4553,normal,0.820000,0.180000
11.5559,normal,0.862500,0.137500
11.6550,normal,0.855000,0.145000
11.7553,normal,0.865000,0.135000
11.8551,normal,0.925000,0.075000
11.9555,normal,0.947500,0.052500
12.0565,normal,0.952500,0.047500
12.1557,normal,0.965000,0.035000
12.2559,normal,0.927500,0.072500
12.3553,normal,0.760000,0.240000
12.4562,normal,0.555000,0.445000
12.5558,fault,0.512500,0.512500
12.6562,fault,0.545000,0.545000
12.7558,normal,0.512500,0.487500
12.8565,normal,0.537500,0.462500
12.9557,normal,0.522500,0.477500
13.0558,fault,0.532500,0.532500
13.1562,normal,0.557500,0.442500
13.2556,normal,0.637500,0.362500
13.3559,normal,0.727500,0.272500
13.4558,normal,0.855000,0.145000
13.5555,normal,0.935000,0.065000
13.6574,normal,0.965000,0.035000
13.7561,normal,0.970000,0.030000
13.8557,normal,0.982500,0.017500
13.9545,normal,0.957500,0.042500
14.0549,normal,0.945000,0.055000
14.1541,normal,0.847500,0.152500
14.2547,normal,0.840000,0.160000
14.3554,normal,0.817500,0.182500
14.4550,normal,0.835000,0.165000
14.5550,normal,0.820000,0.180000
14.6542,normal,0.810000,0.190000
14.7549,normal,0.810000,0.190000
14.8555,normal,0.832500,0.167500
14.9549,normal,0.820000,0.180000
15.0552,normal,0.812500,0.187500
15.1540,normal,0.807500,0.192500
15.2554,normal,0.855000,0.145000
15.3542,normal,0.885000,0.115000
15.4550,normal,0.965000,0.035000
