elapsed_s,prediction,confidence,p_deformed
8.010,0,0.9964,0.0036
8.110,0,0.9882,0.0118
8.210,1,0.4605,0.4605
8.310,1,0.4605,0.4605
8.410,1,0.5307,0.5307
8.510,1,0.4605,0.4605
8.610,1,0.4605,0.4605
8.710,1,0.4605,0.4605
8.810,1,0.4605,0.4605
8.910,1,0.4605,0.4605
9.010,1,0.4605,0.4605
9.110,1,0.4605,0.4605
9.210,1,0.4605,0.4605
9.310,1,0.4605,0.4605
9.410,1,0.4605,0.4605
9.510,1,0.4605,0.4605
9.610,0,0.7921,0.2079
9.710,0,0.7921,0.2079
9.810,0,0.7921,0.2079
9.910,0,0.7921,0.2079
10.010,0,0.7921,0.2079
10.110,0,0.7921,0.2079
10.210,0,0.7924,0.2076
10.310,0,0.7924,0.2076
10.410,1,0.5307,0.5307
10.510,1,0.4605,0.4605
10.610,1,0.4605,0.4605
10.710,1,0.4605,0.4605
10.810,1,0.4605,0.4605
10.910,1,0.5307,0.5307
11.010,0,0.9882,0.0118
11.110,1,0.4605,0.4605
11.210,1,0.4605,0.4605
11.310,1,0.4605,0.4605
11.410,1,0.5307,0.5307
11.509,1,0.5307,0.5307
11.610,1,0.4605,0.4605
11.710,1,0.4605,0.4605
11.810,1,0.4605,0.4605
11.910,1,0.4605,0.4605
12.010,1,0.4605,0.4605
12.110,1,0.4605,0.4605
12.210,0,0.7921,0.2079
12.310,0,0.7921,0.2079
12.410,0,0.7921,0.2079
12.510,1,0.4605,0.4605
12.610,1,0.4605,0.4605
12.710,1,0.4605,0.4605
12.810,1,0.4605,0.4605
12.910,1,0.4605,0.4605
13.010,1,0.4605,0.4605
13.110,1,0.4760,0.4760
13.210,1,1.0000,1.0000
13.310,1,0.4760,0.4760
13.410,1,0.4760,0.4760
13.510,0,0.7921,0.2079
13.610,0,0.7921,0.2079
13.710,0,0.7921,0.2079
13.810,1,0.4605,0.4605
13.910,1,0.4605,0.4605
14.010,1,0.4605,0.4605
14.110,1,0.4605,0.4605
14.210,1,0.4605,0.4605
14.310,1,0.4605,0.4605
14.410,1,0.4605,0.4605
14.505,1,0.4605,0.4605
14.609,0,0.9882,0.0118
14.709,1,0.4605,0.4605
14.809,1,0.4605,0.4605
14.909,1,0.4605,0.4605
15.009,1,0.4605,0.4605
15.109,1,0.4605,0.4605
15.209,1,0.4605,0.4605
15.309,1,0.4605,0.4605
15.409,1,0.4605,0.4605
15.509,1,0.4605,0.4605
15.609,1,0.4605,0.4605
15.708,1,0.4605,0.4605
15.809,1,0.5307,0.5307
15.909,1,0.5307,0.5307
16.008,1,0.5307,0.5307
16.109,1,0.5307,0.5307
16.209,1,0.5307,0.5307
16.309,0,0.9882,0.0118
16.409,0,0.9882,0.0118
16.509,1,0.5307,0.5307
16.609,1,0.4605,0.4605
16.709,1,0.4605,0.4605
16.809,1,0.4605,0.4605
16.909,0,0.7921,0.2079
17.009,0,0.7921,0.2079
17.109,0,0.7921,0.2079
17.209,0,0.7921,0.2079
17.309,0,0.7921,0.2079
17.409,1,0.4605,0.4605
17.509,1,0.4605,0.4605
17.609,0,0.9882,0.0118
17.709,1,0.4605,0.4605
17.809,1,0.4605,0.4605
17.909,1,0.4605,0.4605
18.009,1,0.4605,0.4605
18.109,1,0.5307,0.5307
18.208,1,0.4605,0.4605
18.309,1,0.4605,0.4605
18.409,1,0.5307,0.5307
18.509,1,0.4605,0.4605
18.609,1,0.4605,0.4605
18.709,1,0.4605,0.4605
18.809,1,0.4605,0.4605
18.909,1,0.5307,0.5307
19.009,1,0.5307,0.5307
19.109,1,0.5307,0.5307
19.208,1,0.5307,0.5307
19.309,1,0.5307,0.5307
19.409,1,0.5307,0.5307
19.509,1,0.5307,0.5307
19.609,1,0.5307,0.5307
19.709,1,0.5307,0.5307
19.809,1,0.5307,0.5307
19.909,1,0.5307,0.5307
20.009,1,0.5307,0.5307
20.108,1,0.5307,0.5307
20.209,1,0.5307,0.5307
20.309,1,0.5307,0.5307
20.409,1,0.5307,0.5307
20.509,0,0.7924,0.2076
20.609,0,0.7924,0.2076
20.709,0,0.7924,0.2076
20.809,0,0.7924,0.2076
20.909,0,0.7924,0.2076
21.009,0,0.7921,0.2079
21.109,0,0.7921,0.2079
21.208,0,0.7921,0.2079
21.309,0,0.7921,0.2079
21.409,0,0.7924,0.2076
21.509,1,0.4605,0.4605
21.608,1,0.4605,0.4605
21.709,1,0.4605,0.4605
21.809,1,0.4605,0.4605
21.909,1,0.5307,0.5307
22.008,1,0.5307,0.5307
22.109,1,0.5307,0.5307
22.207,1,0.5307,0.5307
22.309,1,0.5307,0.5307
22.409,1,0.5307,0.5307
22.509,1,0.5307,0.5307
22.609,0,0.7924,0.2076
22.709,0,0.7921,0.2079
22.809,0,0.7921,0.2079
22.909,0,0.7921,0.2079
23.009,1,0.4605,0.4605
23.109,1,0.4605,0.4605
23.209,0,0.9882,0.0118
23.309,0,0.9882,0.0118
23.409,0,0.9882,0.0118
23.504,0,0.9882,0.0118
23.608,1,0.4605,0.4605
23.708,1,0.4605,0.4605
23.808,1,0.4605,0.4605
23.907,1,0.4605,0.4605
24.008,1,0.4605,0.4605
24.108,1,0.5307,0.5307
24.208,1,0.5307,0.5307
24.307,0,0.9882,0.0118
24.410,0,0.9882,0.0118
24.508,0,0.9882,0.0118
24.608,1,0.4605,0.4605
24.708,1,0.4605,0.4605
24.808,1,0.4605,0.4605
24.908,0,0.9882,0.0118
25.008,0,0.9882,0.0118
25.108,0,0.9882,0.0118
25.207,0,0.9882,0.0118
25.308,0,0.9882,0.0118
25.407,0,0.9882,0.0118
25.508,0,0.9882,0.0118
25.608,0,0.9882,0.0118
25.708,0,0.9882,0.0118
25.808,0,0.9882,0.0118
25.908,1,0.4605,0.4605
26.008,1,0.4605,0.4605
26.107,1,0.4605,0.4605
26.208,1,0.5307,0.5307
26.308,1,0.5307,0.5307
26.408,1,0.5307,0.5307
26.508,1,0.5307,0.5307
26.608,1,0.5307,0.5307
26.708,0,0.9882,0.0118
26.807,0,0.9882,0.0118
26.908,1,0.5307,0.5307
27.008,1,0.5307,0.5307
27.107,0,0.7924,0.2076
27.207,0,0.7924,0.2076
27.308,0,0.7924,0.2076
27.407,0,0.7924,0.2076
27.508,1,0.5307,0.5307
27.608,0,0.9882,0.0118
27.708,0,0.9882,0.0118
27.807,0,0.9882,0.0118
27.907,0,0.9882,0.0118
28.007,0,0.9882,0.0118
28.108,0,0.9882,0.0118
28.208,0,0.9882,0.0118
28.307,0,0.9882,0.0118
28.407,0,0.9882,0.0118
28.507,0,0.9882,0.0118
28.607,0,0.9882,0.0118
28.707,0,0.9882,0.0118
28.808,0,0.9882,0.0118
28.908,1,0.4605,0.4605
29.011,1,0.4605,0.4605
29.106,0,0.9882,0.0118
29.207,0,0.9882,0.0118
29.308,0,0.9882,0.0118
29.407,0,0.9882,0.0118
29.507,0,0.9882,0.0118
29.607,0,0.9882,0.0118
29.707,0,0.9882,0.0118
29.807,0,0.9882,0.0118
29.907,0,0.9882,0.0118
30.007,0,0.9882,0.0118
30.108,0,0.9882,0.0118
30.208,0,0.9882,0.0118
30.307,0,0.9882,0.0118
30.408,0,0.9882,0.0118
30.508,0,0.9882,0.0118
30.608,0,0.9882,0.0118
30.707,0,0.9882,0.0118
30.807,0,0.9882,0.0118
30.907,0,0.9882,0.0118
31.008,0,0.9882,0.0118
31.108,1,0.4605,0.4605
31.207,1,0.4605,0.4605
31.308,1,0.4605,0.4605
31.408,1,0.4605,0.4605
31.508,1,0.4605,0.4605
31.608,1,0.4605,0.4605
31.708,0,0.9882,0.0118
31.807,1,0.4605,0.4605
31.907,1,0.4605,0.4605
32.007,1,0.4605,0.4605
32.107,1,0.5307,0.5307
32.206,1,0.5307,0.5307
32.307,1,0.5307,0.5307
32.408,0,0.9882,0.0118
32.503,0,0.9882,0.0118
32.607,0,0.9882,0.0118
32.707,1,0.4605,0.4605
32.807,1,0.4605,0.4605
32.906,1,0.4605,0.4605
33.006,1,0.4605,0.4605
33.106,1,0.5307,0.5307
33.205,1,0.4605,0.4605
33.307,1,0.4605,0.4605
33.407,1,0.4605,0.4605
33.507,1,0.4605,0.4605
33.606,1,0.4605,0.4605
33.706,1,0.4605,0.4605
33.807,1,0.4605,0.4605
33.907,1,0.4605,0.4605
34.007,1,0.4605,0.4605
34.107,1,0.4605,0.4605
34.206,1,0.4605,0.4605
34.306,1,0.4605,0.4605
34.406,1,0.5307,0.5307
34.507,1,0.5307,0.5307
34.606,1,0.5307,0.5307
34.707,1,0.5307,0.5307
34.806,1,0.5307,0.5307
34.906,1,0.5307,0.5307
35.007,1,0.5307,0.5307
35.107,1,0.5307,0.5307
35.206,1,0.4605,0.4605
35.307,1,0.4605,0.4605
35.407,1,0.5307,0.5307
35.506,1,0.5307,0.5307
35.607,0,0.9882,0.0118
35.707,0,0.9882,0.0118
35.807,0,0.9882,0.0118
35.906,0,0.9882,0.0118
36.006,0,0.9882,0.0118
36.106,0,0.9882,0.0118
36.206,0,0.9882,0.0118
36.306,0,0.9882,0.0118
36.406,1,0.4605,0.4605
36.506,1,0.4605,0.4605
36.606,1,0.4605,0.4605
36.706,1,0.4605,0.4605
36.806,1,0.4605,0.4605
36.907,1,0.4605,0.4605
37.006,1,0.4605,0.4605
37.106,1,0.4605,0.4605
37.206,0,0.9882,0.0118
37.306,0,0.9882,0.0118
37.407,0,0.9882,0.0118
37.506,0,0.9882,0.0118
37.607,0,0.9882,0.0118
37.706,0,0.9882,0.0118
37.807,0,0.9882,0.0118
37.908,0,0.9882,0.0118
38.007,0,0.9882,0.0118
38.107,0,0.9882,0.0118
38.207,1,0.4605,0.4605
38.306,1,0.4605,0.4605
38.406,1,0.4605,0.4605
38.506,1,0.4605,0.4605
38.607,0,0.9882,0.0118
38.706,0,0.9882,0.0118
38.807,0,0.9882,0.0118
38.907,1,0.4605,0.4605
39.006,1,0.4605,0.4605
39.107,0,0.9882,0.0118
39.206,1,0.5307,0.5307
39.306,1,0.5307,0.5307
39.406,1,0.5307,0.5307
39.505,1,0.5307,0.5307
39.607,1,0.5307,0.5307
39.706,1,0.4605,0.4605
39.806,1,0.4605,0.4605
39.906,1,0.4605,0.4605
40.006,0,0.9882,0.0118
40.106,0,0.9882,0.0118
40.206,0,0.9882,0.0118
40.306,1,0.4605,0.4605
40.406,1,0.4605,0.4605
40.506,1,0.4605,0.4605
40.605,1,0.4605,0.4605
40.706,1,0.4605,0.4605
40.806,1,0.4605,0.4605
40.906,0,0.7921,0.2079
41.006,0,0.7921,0.2079
41.106,1,0.4605,0.4605
41.206,1,0.4605,0.4605
41.306,1,0.4605,0.4605
41.406,1,0.4605,0.4605
41.502,1,0.4605,0.4605
41.606,1,0.4605,0.4605
41.704,1,0.4760,0.4760
41.805,1,0.4760,0.4760
41.905,1,0.5307,0.5307
42.005,1,0.5307,0.5307
42.105,1,0.4605,0.4605
42.205,0,0.7921,0.2079
42.305,1,0.4605,0.4605
42.405,1,0.4605,0.4605
42.505,1,0.4605,0.4605
42.605,1,0.4605,0.4605
42.705,1,0.4605,0.4605
42.805,1,0.4605,0.4605
42.905,1,0.4605,0.4605
43.005,1,0.4605,0.4605
43.105,1,0.4605,0.4605
43.205,1,0.4605,0.4605
43.306,1,0.4605,0.4605
43.405,0,0.9882,0.0118
43.505,0,0.9882,0.0118
43.605,0,0.9882,0.0118
43.705,1,0.4605,0.4605
43.805,1,0.4605,0.4605
43.905,0,0.7921,0.2079
44.005,0,0.7921,0.2079
44.105,0,0.7921,0.2079
44.205,0,0.7921,0.2079
44.305,0,0.7921,0.2079
44.405,1,1.0000,1.0000
44.506,1,1.0000,1.0000
44.606,1,1.0000,1.0000
44.705,0,0.7921,0.2079
44.805,0,0.7921,0.2079
44.905,0,0.7921,0.2079
45.006,0,0.7921,0.2079
45.105,1,0.4605,0.4605
45.205,1,0.4605,0.4605
45.305,0,0.8786,0.1214
45.406,1,0.8920,0.8920
45.505,1,0.8920,0.8920
45.606,1,0.9180,0.9180
45.705,1,0.9180,0.9180
45.806,1,0.9180,0.9180
45.904,0,0.8956,0.1044
46.004,0,0.8956,0.1044
46.105,0,0.8956,0.1044
46.205,0,0.8956,0.1044
46.305,0,0.8956,0.1044
46.405,0,0.8956,0.1044
46.505,0,0.8956,0.1044
46.605,0,0.8956,0.1044
46.705,0,0.8956,0.1044
46.805,0,0.8956,0.1044
46.905,0,0.8956,0.1044
47.005,0,0.8956,0.1044
47.104,0,0.8956,0.1044
47.205,0,0.8956,0.1044
47.305,0,0.8956,0.1044
47.405,0,0.8956,0.1044
47.505,0,0.8956,0.1044
47.605,0,0.8956,0.1044
47.705,0,0.8956,0.1044
47.805,0,0.8956,0.1044
47.905,0,0.8956,0.1044
48.005,0,0.8956,0.1044
48.105,0,0.8956,0.1044
48.205,0,0.8956,0.1044
48.305,0,0.8956,0.1044
48.405,0,0.8956,0.1044
48.504,0,0.8956,0.1044
48.606,0,0.8956,0.1044
48.705,0,0.8956,0.1044
48.805,0,0.8956,0.1044
48.905,0,0.8956,0.1044
49.005,0,0.8956,0.1044
49.104,1,0.9180,0.9180
49.205,1,0.9180,0.9180
49.305,1,0.9180,0.9180
49.405,1,0.9180,0.9180
49.505,1,0.9180,0.9180
49.605,1,0.9180,0.9180
49.705,0,0.7804,0.2196
49.805,0,0.7804,0.2196
49.905,0,0.9964,0.0036
50.005,0,0.9964,0.0036
50.105,0,0.9964,0.0036
50.204,0,0.9964,0.0036
50.305,0,0.9964,0.0036
50.405,1,0.3179,0.3179
50.501,0,0.9964,0.0036
50.604,0,0.7804,0.2196
50.704,0,0.7804,0.2196
50.804,0,0.7804,0.2196
50.904,0,0.7804,0.2196
51.004,0,0.7804,0.2196
51.104,0,0.7804,0.2196
51.204,0,0.9964,0.0036
51.304,0,0.9964,0.0036
51.404,0,0.9964,0.0036
51.504,0,0.9964,0.0036
51.604,0,0.9964,0.0036
51.704,0,0.9964,0.0036
51.804,0,0.9964,0.0036
51.904,0,0.9964,0.0036
52.004,0,0.9964,0.0036
52.104,0,0.9964,0.0036
52.204,0,0.9964,0.0036
52.304,0,0.9964,0.0036
52.404,0,0.9964,0.0036
52.503,0,0.9964,0.0036
52.604,0,0.9964,0.0036
52.704,0,0.9964,0.0036
52.804,0,0.9964,0.0036
52.904,1,0.4605,0.4605
53.004,1,0.4605,0.4605
53.104,1,0.4605,0.4605
53.204,0,0.9964,0.0036
53.304,0,0.9964,0.0036
53.404,0,0.9964,0.0036
53.504,0,0.9964,0.0036
53.604,0,0.9964,0.0036
53.707,0,0.9964,0.0036
53.803,0,0.9964,0.0036
53.904,0,0.9964,0.0036
54.004,0,0.9964,0.0036
54.104,0,0.9964,0.0036
54.204,0,0.9964,0.0036
54.304,0,0.9964,0.0036
54.405,0,0.9964,0.0036
54.504,0,0.9964,0.0036
54.604,0,0.7804,0.2196
54.704,1,0.9180,0.9180
54.804,1,0.9180,0.9180
54.904,1,0.9180,0.9180
55.004,1,0.9180,0.9180
55.105,1,0.9180,0.9180
55.204,0,0.8956,0.1044
55.305,0,0.8956,0.1044
55.405,0,0.8956,0.1044
55.505,0,0.8956,0.1044
55.604,0,0.8956,0.1044
55.704,0,0.8956,0.1044
55.804,0,0.8956,0.1044
55.904,0,0.8956,0.1044
56.004,0,0.8956,0.1044
56.105,0,0.8956,0.1044
56.204,0,0.8956,0.1044
56.305,0,0.8956,0.1044
56.404,0,0.8956,0.1044
56.504,0,0.8956,0.1044
56.605,0,0.8956,0.1044
56.704,0,0.8956,0.1044
56.804,0,0.8956,0.1044
56.904,0,0.8956,0.1044
57.005,0,0.8956,0.1044
57.104,0,0.8956,0.1044
57.204,0,0.8956,0.1044
57.304,0,0.8956,0.1044
57.404,0,0.8956,0.1044
57.504,0,0.8956,0.1044
57.604,0,0.8956,0.1044
57.704,0,0.8956,0.1044
57.805,0,0.8956,0.1044
57.904,0,0.8956,0.1044
58.004,0,0.8956,0.1044
58.104,0,0.8956,0.1044
58.204,0,0.8956,0.1044
58.304,0,0.8956,0.1044
58.405,0,0.8956,0.1044
58.505,0,0.8956,0.1044
58.605,0,0.8956,0.1044
58.704,0,0.8956,0.1044
58.805,0,0.8956,0.1044
58.904,0,0.8956,0.1044
59.004,0,0.8956,0.1044
59.103,0,0.8956,0.1044
59.203,0,0.8956,0.1044
59.305,0,0.8956,0.1044
59.404,0,0.8956,0.1044
59.498,0,0.8956,0.1044
59.603,0,0.8956,0.1044
59.703,0,0.8956,0.1044
59.803,0,0.8956,0.1044
59.902,0,0.8956,0.1044
