elapsed_s,prediction,confidence
1.002,0,0.9801
1.101,0,0.8423
1.200,0,0.9801
1.300,0,0.5075
1.400,0,0.5075
1.500,0,0.8423
1.600,0,0.9853
1.700,0,0.9853
1.800,0,0.9853
1.900,0,0.9853
2.000,0,0.9853
2.100,0,0.9853
2.200,0,0.9853
2.300,0,0.9853
2.400,0,0.9853
2.500,0,0.9853
2.600,0,0.9853
2.700,0,0.9853
2.800,0,0.9853
2.901,0,0.9853
3.000,0,0.9853
3.101,0,0.5075
3.200,0,0.5075
3.300,0,0.5075
3.400,0,0.9801
3.500,0,0.9801
3.600,0,0.9801
3.700,0,0.9801
3.801,0,0.9801
3.900,0,0.7907
4.000,0,0.7907
4.100,0,0.7907
4.201,0,0.7907
4.301,0,0.7907
4.400,0,0.7907
4.500,0,0.7907
4.601,0,0.7907
4.700,0,0.7907
4.800,0,0.5075
4.901,0,0.5075
5.000,0,0.5075
5.101,0,0.5075
5.200,0,0.5075
5.300,0,0.5075
5.401,0,0.5075
5.501,0,0.5075
5.601,0,0.5075
5.701,0,0.5075
5.801,0,0.9853
5.901,0,0.9853
6.001,0,0.9853
6.101,0,0.9853
6.200,0,0.9853
6.301,0,0.9853
6.401,0,0.9853
6.500,0,0.9853
6.601,0,0.9853
6.701,0,0.9853
6.801,0,0.9853
6.901,0,0.9853
7.000,0,0.9853
7.101,0,0.9853
7.201,0,0.9853
7.296,0,0.9853
7.400,0,0.9853
7.500,0,0.9853
7.600,0,0.9853
7.700,0,0.9853
7.800,0,0.9853
7.900,0,0.9853
8.000,0,0.9853
8.100,0,0.9853
8.200,0,0.9853
8.300,0,0.9853
8.400,0,0.9853
8.500,0,0.9853
8.600,0,0.9853
8.700,0,0.9853
8.800,0,0.9853
8.900,0,0.9853
9.000,0,0.9853
9.100,0,0.9853
9.200,0,0.9853
9.300,0,0.9853
9.400,0,0.9853
9.500,0,0.9853
9.600,0,0.9853
9.700,0,0.9853
9.801,0,0.9853
9.900,0,0.9853
10.000,0,0.9853
10.100,0,0.9853
10.200,0,0.9853
10.300,0,0.9853
10.400,0,0.5075
10.500,0,0.5075
10.600,0,0.5075
10.700,0,0.9801
10.800,0,0.9801
10.901,0,0.9801
11.000,0,0.9801
11.100,0,0.7907
11.200,0,0.7907
11.300,0,0.7907
11.400,0,0.7907
11.501,0,0.7907
11.600,0,0.7907
11.701,0,0.7907
11.800,0,0.7907
11.900,0,0.7907
12.000,0,0.7907
12.100,0,0.7907
12.200,0,0.7907
12.300,0,0.7907
12.401,0,0.7907
12.500,0,0.7907
12.600,0,0.7907
12.701,0,0.7907
12.800,0,0.7907
12.901,0,0.7907
13.000,0,0.7907
13.100,0,0.7907
13.201,0,0.7907
13.300,0,0.7907
13.401,0,0.7907
13.501,0,0.7907
13.601,0,0.7907
13.701,0,0.7907
13.800,0,0.7907
13.901,0,0.7907
14.000,0,0.7907
14.102,0,0.7907
14.201,0,0.9801
14.300,0,0.9801
14.401,0,0.9801
14.500,0,0.9801
14.601,0,0.9801
14.701,0,0.9801
14.801,0,0.9801
14.901,0,0.9801
15.000,0,0.9801
15.101,1,0.6644
15.201,1,0.6644
15.301,1,0.6644
15.401,1,0.6644
15.500,1,0.9149
15.600,0,0.8174
15.700,0,0.8174
15.800,1,0.9244
15.901,0,0.9801
16.001,0,0.7907
16.101,0,0.9801
16.201,0,0.9801
16.300,0,0.9801
16.401,0,0.9801
16.500,0,0.9801
16.600,0,0.9801
16.700,0,0.9801
16.800,0,0.9801
16.900,0,0.9801
17.000,0,0.9801
17.100,0,0.5075
17.200,0,0.7907
17.300,0,0.7907
17.400,0,0.9801
17.500,0,0.9801
17.600,0,0.9801
17.700,0,0.9801
17.800,0,0.5075
17.900,0,0.5075
18.000,0,0.5075
18.100,0,0.5075
18.200,0,0.5075
18.300,0,0.5075
18.400,0,0.5075
18.500,0,0.7907
18.601,0,0.7907
18.700,0,0.7907
18.800,0,0.5075
18.901,0,0.5075
19.000,0,0.9801
19.100,0,0.9801
19.200,0,0.9801
19.300,0,0.9801
19.400,1,0.6644
19.500,1,0.6644
19.600,1,0.6644
19.700,0,1.0000
19.800,0,1.0000
19.900,0,1.0000
20.000,0,1.0000
20.101,0,1.0000
20.200,0,1.0000
20.300,0,1.0000
20.400,0,1.0000
20.500,0,1.0000
20.601,0,1.0000
20.700,1,0.9702
20.801,1,0.9702
20.900,1,0.9702
21.000,1,0.6644
21.101,1,0.6644
21.200,0,0.9801
21.300,0,0.9801
21.401,0,0.9801
21.500,0,0.9801
21.600,0,0.9801
21.700,0,0.7907
21.801,0,0.9801
21.900,0,0.9801
22.001,0,0.9801
22.101,0,0.9801
22.200,0,0.9801
22.301,0,0.9801
22.401,0,0.9801
22.501,0,0.9801
22.601,0,0.9801
22.700,0,0.9801
22.800,0,0.9801
22.901,0,0.9801
23.000,0,0.9801
23.101,0,0.9801
23.200,0,0.9801
23.301,0,0.9801
23.401,0,0.9801
23.500,0,0.9801
23.601,0,0.9801
23.701,0,0.9801
23.800,0,0.9801
23.901,0,0.9801
24.000,0,0.9801
24.101,0,0.9801
24.200,0,0.9801
24.300,0,0.9801
24.400,0,0.9801
24.500,0,0.9801
24.601,0,0.9801
24.701,0,0.9801
24.801,0,0.9801
24.901,0,0.9801
25.001,0,0.9801
25.101,0,0.5075
25.201,0,0.5075
25.300,0,0.5075
25.400,0,0.5075
25.499,0,0.5075
25.600,0,0.5075
25.700,0,0.5075
25.800,0,0.5075
25.900,0,0.5075
26.000,0,0.5075
26.100,0,0.9801
26.199,0,0.9801
26.299,0,0.9801
26.400,0,0.9801
26.500,0,0.9801
26.600,0,0.9801
26.700,0,0.9801
26.800,0,0.9801
26.901,0,0.9801
27.000,0,0.9801
27.100,0,0.9801
27.200,0,0.9801
27.300,0,0.9801
27.400,1,0.5380
27.500,0,0.9801
27.600,0,0.9801
27.700,1,0.5380
27.800,1,0.5380
27.900,0,1.0000
28.000,0,1.0000
28.100,0,1.0000
28.200,0,1.0000
28.300,0,1.0000
28.400,0,1.0000
28.500,0,1.0000
28.600,0,1.0000
28.700,0,0.9801
28.800,0,0.9801
28.900,0,0.9801
29.001,0,0.9801
29.100,0,0.9801
29.200,1,0.5380
29.300,0,1.0000
29.400,0,1.0000
29.500,0,1.0000
29.600,0,1.0000
29.701,0,1.0000
29.800,1,0.5380
29.900,1,0.6644
30.001,1,0.6644
30.100,0,0.8174
30.200,1,0.9244
30.300,0,0.9801
30.400,0,0.9801
30.500,0,0.9801
30.600,0,0.9801
30.701,1,1.0000
30.801,1,1.0000
30.901,1,1.0000
31.000,1,1.0000
31.101,0,0.7907
31.200,0,0.7907
31.300,0,0.7907
31.400,0,0.7907
31.500,0,0.7907
31.601,0,0.7907
31.701,0,0.7907
31.801,0,0.7907
31.900,0,0.7907
32.001,0,0.7907
32.101,0,0.7907
32.200,0,0.7907
32.300,0,0.7907
32.401,0,0.7907
32.500,0,0.7907
32.601,0,0.7907
32.701,0,0.7907
32.800,0,0.7907
32.901,0,0.7907
33.002,0,0.7907
33.101,0,0.7907
33.200,0,0.7907
33.301,0,0.7907
33.401,0,0.7907
33.501,0,0.7907
33.601,0,0.7907
33.701,0,0.7907
33.801,0,0.7907
33.901,0,0.7907
34.000,0,0.7907
34.101,0,0.7907
34.201,0,0.7907
34.297,0,0.7907
34.400,0,0.7907
34.500,0,0.7907
34.600,0,0.7907
34.700,0,0.7907
34.801,0,0.7907
34.900,0,0.7907
34.999,0,0.7907
35.100,0,0.7907
35.200,0,0.7907
35.300,0,0.7907
35.400,0,0.7907
35.500,0,0.7907
35.600,0,0.7907
35.700,0,0.7907
35.800,0,0.7907
35.900,0,0.7907
36.000,0,0.7907
36.100,0,0.7907
36.200,0,0.7907
36.300,0,0.7907
36.400,0,0.7907
36.500,0,0.7907
36.600,0,0.7907
36.700,0,0.7907
36.800,0,0.7907
36.901,0,0.7907
37.000,0,0.7907
37.100,0,0.7907
37.200,0,0.7907
37.300,0,0.7907
37.400,0,0.7907
37.500,0,0.7907
37.600,0,0.7907
37.700,0,0.7907
37.800,0,0.7907
37.900,0,0.7907
38.000,0,0.7907
38.100,0,0.7907
38.201,0,0.7907
38.300,0,0.7907
38.400,0,0.7907
38.500,0,0.7907
38.600,0,0.7907
38.700,0,0.7907
38.801,0,0.7907
38.900,0,0.7907
39.000,0,0.7907
39.100,0,0.7907
39.200,0,0.7907
39.301,0,0.7907
39.400,0,0.7907
39.500,0,0.7907
39.600,0,0.7907
39.700,0,0.7907
39.800,0,0.7907
39.900,0,0.7907
40.000,0,0.7907
40.100,0,0.7907
40.200,0,0.7907
40.300,0,0.7907
40.400,0,0.7907
40.500,0,0.7907
40.600,0,0.7907
40.700,0,0.7907
40.801,0,0.7907
40.900,0,0.7907
41.000,0,0.7907
41.101,0,0.7907
41.200,0,0.7907
41.301,0,0.7907
41.401,0,0.7907
41.501,0,0.7907
41.601,0,0.7907
41.700,0,0.7907
41.803,0,0.7907
41.901,0,0.7907
42.001,0,0.7907
42.101,0,0.7907
42.200,0,0.7907
42.300,0,0.7907
42.400,0,0.5075
