elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.039,1,0.7607,0.7607,0.7607
1.141,1,0.7587,0.7529,0.7587
1.241,1,0.7178,0.5949,0.7178
1.341,1,0.6974,0.6361,0.6974
1.441,1,0.6799,0.6277,0.6799
1.541,1,0.6542,0.5771,0.6542
1.642,1,0.6277,0.5482,0.6277
1.742,1,0.6023,0.5261,0.6023
1.841,1,0.5616,0.4393,0.5616
1.941,0,0.4621,0.4669,0.5379
2.041,1,0.5743,0.6837,0.5743
2.141,1,0.6261,0.7815,0.6261
2.242,1,0.7051,0.9421,0.7051
2.342,1,0.7784,0.9983,0.7784
2.441,1,0.8338,1.0000,0.8338
2.542,1,0.8754,1.0000,0.8754
2.641,1,0.9065,1.0000,0.9065
2.742,1,0.9252,0.9813,0.9252
2.834,1,0.9392,0.9813,0.9392
2.941,1,0.9544,1.0000,0.9544
3.042,1,0.9658,1.0000,0.9658
3.141,1,0.9744,1.0000,0.9744
3.235,1,0.9808,1.0000,0.9808
3.340,1,0.9856,1.0000,0.9856
3.441,1,0.9892,1.0000,0.9892
3.548,1,0.9919,1.0000,0.9919
3.641,1,0.9939,1.0000,0.9939
3.738,1,0.9954,1.0000,0.9954
3.842,1,0.9830,0.9458,0.9830
3.941,1,0.9242,0.7478,0.9242
4.041,1,0.8581,0.6596,0.8581
4.141,1,0.7833,0.5591,0.7833
4.241,1,0.6930,0.4221,0.6930
4.341,1,0.6285,0.4349,0.6285
4.439,1,0.5746,0.4129,0.5746
4.542,0,0.4902,0.3152,0.5098
4.634,0,0.5279,0.3591,0.4721
4.737,0,0.5712,0.2988,0.4288
4.834,0,0.5515,0.5076,0.4485
4.947,0,0.4825,0.7247,0.5175
5.034,1,0.6014,0.8529,0.6014
5.141,1,0.6678,0.8671,0.6678
5.242,1,0.7182,0.8696,0.7182
5.341,1,0.7630,0.8971,0.7630
5.443,1,0.8197,0.9898,0.8197
5.536,1,0.8648,1.0000,0.8648
5.640,1,0.8986,1.0000,0.8986
5.740,1,0.9239,1.0000,0.9239
5.840,1,0.9429,1.0000,0.9429
5.940,1,0.9572,1.0000,0.9572
6.040,1,0.9679,1.0000,0.9679
6.140,1,0.9759,1.0000,0.9759
6.240,1,0.9819,1.0000,0.9819
6.340,1,0.9865,1.0000,0.9865
6.440,1,0.9828,0.9720,0.9828
6.538,1,0.9871,1.0000,0.9871
6.640,1,0.9903,1.0000,0.9903
6.741,1,0.9928,1.0000,0.9928
6.840,1,0.9946,1.0000,0.9946
6.941,1,0.9955,0.9983,0.9955
7.041,1,0.9964,0.9991,0.9964
7.141,1,0.9973,1.0000,0.9973
7.241,1,0.9980,1.0000,0.9980
7.340,1,0.9978,0.9974,0.9978
7.440,1,0.9979,0.9983,0.9979
7.538,1,0.9984,1.0000,0.9984
7.634,1,0.9988,1.0000,0.9988
7.768,1,0.9991,1.0000,0.9991
7.840,1,0.9993,1.0000,0.9993
7.941,1,0.9995,1.0000,0.9995
8.040,1,0.9996,1.0000,0.9996
8.141,1,0.9997,1.0000,0.9997
8.240,1,0.9998,1.0000,0.9998
8.340,1,0.9998,1.0000,0.9998
8.436,1,0.9999,1.0000,0.9999
8.540,1,0.9999,1.0000,0.9999
8.640,1,0.9999,1.0000,0.9999
8.740,1,0.9995,0.9983,0.9995
8.840,1,0.9996,1.0000,0.9996
8.940,1,0.9997,1.0000,0.9997
9.039,1,0.9998,1.0000,0.9998
9.140,1,0.9989,0.9961,0.9989
9.240,1,0.9992,1.0000,0.9992
9.340,1,0.9994,1.0000,0.9994
9.440,1,0.9995,1.0000,0.9995
9.541,1,0.9996,1.0000,0.9996
9.641,1,0.9997,1.0000,0.9997
9.741,1,0.9998,1.0000,0.9998
9.840,1,0.9998,1.0000,0.9998
9.940,1,0.9999,1.0000,0.9999
10.040,1,0.9999,1.0000,0.9999
