elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.004,1,0.9244,0.9244,0.9244
1.104,1,0.9244,0.9244,0.9244
1.204,1,0.7456,0.2093,0.7456
1.304,1,0.6115,0.2093,0.6115
1.404,0,0.4890,0.2093,0.5110
1.504,0,0.5645,0.2093,0.4355
1.604,0,0.6210,0.2093,0.3790
1.704,0,0.6634,0.2093,0.3366
1.804,0,0.6953,0.2093,0.3047
1.904,0,0.7191,0.2093,0.2809
2.004,0,0.7370,0.2093,0.2630
2.104,0,0.7504,0.2093,0.2496
2.204,0,0.7605,0.2093,0.2395
2.304,0,0.7681,0.2093,0.2319
2.404,0,0.7737,0.2093,0.2263
2.504,0,0.7780,0.2093,0.2220
2.604,0,0.7812,0.2093,0.2188
2.704,0,0.7836,0.2093,0.2164
2.804,0,0.7853,0.2093,0.2147
2.904,0,0.7867,0.2093,0.2133
3.004,0,0.7877,0.2093,0.2123
3.104,0,0.7885,0.2093,0.2115
3.204,0,0.7890,0.2093,0.2110
3.304,0,0.7894,0.2093,0.2106
3.404,0,0.7898,0.2093,0.2102
3.504,0,0.7900,0.2093,0.2100
3.604,0,0.7902,0.2093,0.2098
3.704,0,0.7903,0.2093,0.2097
3.804,0,0.7904,0.2093,0.2096
3.904,0,0.7905,0.2093,0.2095
4.005,0,0.7905,0.2093,0.2095
4.104,0,0.7906,0.2093,0.2094
4.204,0,0.7906,0.2093,0.2094
4.305,0,0.7906,0.2093,0.2094
4.404,0,0.7907,0.2093,0.2093
4.504,0,0.7907,0.2093,0.2093
4.605,0,0.7907,0.2093,0.2093
4.705,0,0.7907,0.2093,0.2093
4.805,0,0.7907,0.2093,0.2093
4.905,0,0.7907,0.2093,0.2093
5.005,0,0.7907,0.2093,0.2093
5.103,0,0.7907,0.2093,0.2093
5.205,0,0.7907,0.2093,0.2093
5.305,0,0.7907,0.2093,0.2093
5.405,0,0.7907,0.2093,0.2093
5.505,0,0.7907,0.2093,0.2093
5.605,0,0.7907,0.2093,0.2093
5.705,0,0.7907,0.2093,0.2093
5.805,0,0.7907,0.2093,0.2093
5.905,0,0.7907,0.2093,0.2093
6.005,0,0.7907,0.2093,0.2093
6.105,0,0.7907,0.2093,0.2093
6.205,0,0.7907,0.2093,0.2093
6.305,0,0.7907,0.2093,0.2093
6.405,0,0.7907,0.2093,0.2093
6.505,0,0.7907,0.2093,0.2093
6.605,0,0.7907,0.2093,0.2093
6.705,0,0.7907,0.2093,0.2093
6.801,0,0.7907,0.2093,0.2093
6.904,0,0.7907,0.2093,0.2093
7.004,0,0.7907,0.2093,0.2093
7.104,0,0.7907,0.2093,0.2093
7.204,0,0.7907,0.2093,0.2093
7.304,0,0.7907,0.2093,0.2093
7.404,0,0.7907,0.2093,0.2093
7.504,0,0.7907,0.2093,0.2093
7.604,0,0.7907,0.2093,0.2093
7.704,0,0.7907,0.2093,0.2093
7.804,0,0.7907,0.2093,0.2093
7.904,0,0.7907,0.2093,0.2093
8.004,0,0.7907,0.2093,0.2093
8.104,0,0.7907,0.2093,0.2093
8.204,0,0.7907,0.2093,0.2093
8.304,0,0.7907,0.2093,0.2093
8.404,0,0.7907,0.2093,0.2093
8.504,0,0.7907,0.2093,0.2093
8.604,0,0.7907,0.2093,0.2093
8.704,0,0.7907,0.2093,0.2093
8.805,0,0.7907,0.2093,0.2093
8.904,0,0.7907,0.2093,0.2093
9.004,0,0.7907,0.2093,0.2093
9.104,0,0.7907,0.2093,0.2093
9.204,0,0.7907,0.2093,0.2093
9.305,0,0.7907,0.2093,0.2093
9.405,0,0.7907,0.2093,0.2093
9.505,0,0.7907,0.2093,0.2093
9.605,0,0.7907,0.2093,0.2093
9.704,0,0.7907,0.2093,0.2093
9.805,0,0.7907,0.2093,0.2093
9.905,0,0.7907,0.2093,0.2093
10.004,0,0.7907,0.2093,0.2093
10.105,0,0.7907,0.2093,0.2093
10.205,0,0.7907,0.2093,0.2093
10.305,0,0.7907,0.2093,0.2093
10.405,0,0.7907,0.2093,0.2093
10.505,0,0.7907,0.2093,0.2093
10.605,0,0.7907,0.2093,0.2093
10.705,0,0.7907,0.2093,0.2093
10.805,0,0.7907,0.2093,0.2093
10.905,0,0.7907,0.2093,0.2093
11.005,0,0.7907,0.2093,0.2093
11.105,0,0.7907,0.2093,0.2093
11.205,0,0.7907,0.2093,0.2093
11.305,0,0.7907,0.2093,0.2093
11.405,0,0.7907,0.2093,0.2093
11.505,0,0.7907,0.2093,0.2093
11.605,0,0.7907,0.2093,0.2093
11.705,0,0.7907,0.2093,0.2093
11.805,0,0.7907,0.2093,0.2093
11.905,0,0.7907,0.2093,0.2093
12.006,0,0.7907,0.2093,0.2093
12.105,0,0.7907,0.2093,0.2093
12.205,0,0.7907,0.2093,0.2093
12.306,0,0.7907,0.2093,0.2093
12.405,0,0.7907,0.2093,0.2093
12.505,0,0.7907,0.2093,0.2093
12.605,0,0.7907,0.2093,0.2093
