elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
44.133,1,0.9308,0.9904,0.9308
44.234,1,0.9457,0.9902,0.9457
44.333,1,0.9571,0.9914,0.9571
44.434,1,0.9613,0.9739,0.9613
44.542,1,0.9688,0.9912,0.9688
44.634,1,0.9671,0.9619,0.9671
44.734,1,0.9687,0.9737,0.9687
44.834,1,0.9711,0.9783,0.9711
44.933,1,0.9748,0.9858,0.9748
45.034,1,0.9796,0.9941,0.9796
45.133,1,0.9821,0.9896,0.9821
45.234,1,0.9856,0.9962,0.9856
45.333,1,0.9855,0.9849,0.9855
45.434,1,0.9696,0.9219,0.9696
45.534,1,0.9630,0.9433,0.9630
45.633,1,0.9485,0.9052,0.9485
45.734,1,0.9450,0.9343,0.9450
45.834,1,0.9565,0.9911,0.9565
45.933,1,0.9536,0.9449,0.9536
46.034,1,0.9640,0.9954,0.9640
46.134,1,0.9719,0.9956,0.9719
46.233,1,0.9773,0.9935,0.9773
46.333,1,0.9805,0.9900,0.9805
46.433,1,0.9837,0.9935,0.9837
46.533,1,0.9862,0.9935,0.9862
46.635,1,0.9876,0.9920,0.9876
46.733,1,0.9907,1.0000,0.9907
46.833,1,0.9930,1.0000,0.9930
46.933,1,0.9948,1.0000,0.9948
47.033,1,0.9961,1.0000,0.9961
47.133,1,0.9971,1.0000,0.9971
47.233,1,0.9969,0.9965,0.9969
47.333,1,0.9279,0.7209,0.9279
47.433,1,0.8806,0.7387,0.8806
47.532,1,0.8101,0.5986,0.8101
47.634,1,0.7603,0.6110,0.7603
47.733,1,0.7120,0.5670,0.7120
47.833,1,0.6754,0.5657,0.6754
47.933,1,0.6555,0.5956,0.6555
48.033,1,0.6494,0.6314,0.6494
48.133,1,0.6436,0.6262,0.6436
48.234,1,0.6394,0.6268,0.6394
48.332,1,0.6380,0.6339,0.6380
48.433,1,0.6445,0.6640,0.6445
48.533,1,0.6350,0.6064,0.6350
48.633,1,0.6293,0.6124,0.6293
48.733,1,0.6345,0.6501,0.6345
48.834,1,0.6322,0.6253,0.6322
48.933,1,0.6253,0.6044,0.6253
49.037,1,0.6214,0.6098,0.6214
49.130,1,0.6166,0.6021,0.6166
49.235,1,0.6143,0.6076,0.6143
49.334,1,0.6231,0.6492,0.6231
49.434,1,0.6267,0.6377,0.6267
49.526,1,0.6301,0.6401,0.6301
49.633,1,0.6339,0.6452,0.6339
49.733,1,0.6318,0.6256,0.6318
49.861,1,0.6273,0.6139,0.6273
49.933,1,0.6255,0.6199,0.6255
50.034,1,0.6270,0.6317,0.6270
50.133,1,0.6285,0.6329,0.6285
50.233,1,0.6309,0.6383,0.6309
50.327,1,0.6370,0.6550,0.6370
50.427,1,0.6342,0.6260,0.6342
50.526,1,0.6347,0.6360,0.6347
50.634,1,0.6311,0.6206,0.6311
50.734,1,0.6260,0.6104,0.6260
50.834,1,0.6253,0.6232,0.6253
50.933,1,0.6286,0.6388,0.6286
51.034,1,0.6314,0.6399,0.6314
51.134,1,0.6301,0.6259,0.6301
