elapsed_s,prediction,confidence
1.023,normal,1.0000
1.122,normal,1.0000
1.221,normal,1.0000
1.322,normal,1.0000
1.422,normal,1.0000
1.522,normal,1.0000
1.622,normal,1.0000
1.722,normal,1.0000
1.821,normal,1.0000
1.922,normal,1.0000
2.022,normal,1.0000
2.122,normal,1.0000
2.221,front_right,0.5216
2.322,front_right,0.8840
2.422,normal,1.0000
2.522,normal,1.0000
2.622,normal,1.0000
2.721,normal,1.0000
2.822,normal,1.0000
2.921,normal,1.0000
3.015,normal,1.0000
3.122,normal,1.0000
3.222,normal,1.0000
3.321,normal,1.0000
3.421,normal,1.0000
3.521,normal,1.0000
3.621,normal,1.0000
3.721,front_right,0.8840
3.821,normal,1.0000
3.921,front_right,0.5216
4.021,normal,1.0000
4.121,normal,1.0000
4.219,normal,1.0000
4.321,front_right,0.5216
4.421,front_right,0.5216
4.521,front_right,0.5216
4.621,front_right,0.5216
4.721,front_right,0.5216
4.821,front_right,0.8840
4.921,front_right,0.8840
5.021,front_right,0.8840
5.114,front_right,0.8840
5.216,normal,1.0000
5.321,normal,1.0000
5.420,normal,1.0000
5.521,normal,1.0000
5.621,normal,1.0000
5.720,normal,1.0000
5.821,normal,1.0000
5.921,normal,1.0000
6.021,normal,1.0000
6.121,normal,1.0000
