elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
10.301,1,0.9986,0.9986,0.9986
10.400,1,0.9986,0.9986,0.9986
10.500,1,0.9986,0.9986,0.9986
10.601,1,0.9986,0.9986,0.9986
10.701,1,0.9986,0.9986,0.9986
10.801,1,0.9239,0.6996,0.9239
10.900,1,0.8678,0.6996,0.8678
11.001,1,0.8258,0.6996,0.8258
11.101,1,0.8690,0.9986,0.8690
11.200,1,0.9014,0.9986,0.9014
11.300,1,0.9257,0.9986,0.9257
11.401,1,0.9439,0.9986,0.9439
11.500,1,0.9576,0.9986,0.9576
11.601,1,0.9679,0.9986,0.9679
11.701,1,0.9756,0.9986,0.9756
11.801,1,0.9066,0.6996,0.9066
11.901,1,0.8548,0.6996,0.8548
12.001,1,0.8160,0.6996,0.8160
12.101,1,0.8617,0.9986,0.8617
12.200,1,0.8959,0.9986,0.8959
12.301,1,0.9216,0.9986,0.9216
12.400,1,0.9409,0.9986,0.9409
12.501,1,0.8805,0.6996,0.8805
12.601,1,0.8353,0.6996,0.8353
12.700,1,0.8014,0.6996,0.8014
12.800,1,0.7759,0.6996,0.7759
12.901,1,0.7569,0.6996,0.7569
13.001,1,0.8173,0.9986,0.8173
13.101,1,0.8626,0.9986,0.8626
13.201,1,0.8966,0.9986,0.8966
13.301,1,0.9221,0.9986,0.9221
13.400,1,0.8665,0.6996,0.8665
13.501,1,0.8248,0.6996,0.8248
13.601,1,0.8682,0.9986,0.8682
13.700,1,0.9008,0.9986,0.9008
13.801,1,0.9253,0.9986,0.9253
13.901,1,0.9436,0.9986,0.9436
14.001,1,0.9574,0.9986,0.9574
14.101,1,0.9677,0.9986,0.9677
14.201,1,0.9754,0.9986,0.9754
14.302,1,0.9812,0.9986,0.9812
14.401,1,0.9856,0.9986,0.9856
14.502,1,0.9888,0.9986,0.9888
14.600,1,0.9913,0.9986,0.9913
14.701,1,0.9931,0.9986,0.9931
14.802,1,0.9945,0.9986,0.9945
14.901,1,0.9955,0.9986,0.9955
15.001,1,0.9963,0.9986,0.9963
15.101,1,0.9969,0.9986,0.9969
15.201,1,0.9973,0.9986,0.9973
15.301,1,0.9977,0.9986,0.9977
