elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
10.331,1,0.8598,0.8598,0.8598
10.428,1,0.8588,0.8558,0.8588
10.526,1,0.8606,0.8662,0.8606
10.628,1,0.8906,0.9806,0.8906
10.728,1,0.9164,0.9937,0.9164
10.827,1,0.9357,0.9934,0.9357
10.926,1,0.9515,0.9991,0.9515
11.027,1,0.9625,0.9953,0.9625
11.127,1,0.9705,0.9945,0.9705
11.227,1,0.9739,0.9841,0.9739
11.326,1,0.9687,0.9532,0.9687
11.429,1,0.9661,0.9584,0.9661
11.527,1,0.9682,0.9744,0.9682
11.629,1,0.9718,0.9828,0.9718
11.728,1,0.9731,0.9769,0.9731
11.827,1,0.9754,0.9823,0.9754
11.930,1,0.9754,0.9753,0.9754
12.027,1,0.9725,0.9639,0.9725
12.124,1,0.9644,0.9401,0.9644
12.229,1,0.9586,0.9413,0.9586
12.329,1,0.9593,0.9612,0.9593
12.427,1,0.9588,0.9574,0.9588
12.526,1,0.9624,0.9731,0.9624
12.627,1,0.9611,0.9572,0.9611
12.728,1,0.9642,0.9736,0.9642
12.827,1,0.9640,0.9633,0.9640
12.928,1,0.9651,0.9685,0.9651
13.026,1,0.9662,0.9695,0.9662
13.127,1,0.9675,0.9715,0.9675
13.227,1,0.9679,0.9692,0.9679
13.327,1,0.9714,0.9818,0.9714
13.426,1,0.9751,0.9861,0.9751
13.527,1,0.9785,0.9888,0.9785
13.627,1,0.9806,0.9868,0.9806
13.726,1,0.9820,0.9863,0.9820
13.829,1,0.9836,0.9884,0.9836
13.928,1,0.9842,0.9860,0.9842
14.027,1,0.9838,0.9827,0.9838
14.127,1,0.9822,0.9773,0.9822
14.232,1,0.9803,0.9747,0.9803
14.328,1,0.9810,0.9832,0.9810
14.427,1,0.9813,0.9821,0.9813
14.528,1,0.9795,0.9739,0.9795
14.628,1,0.9798,0.9807,0.9798
14.727,1,0.9806,0.9830,0.9806
14.827,1,0.9807,0.9813,0.9807
14.927,1,0.9710,0.9417,0.9710
15.028,1,0.9696,0.9656,0.9696
15.126,1,0.9667,0.9580,0.9667
15.229,1,0.9626,0.9503,0.9626
15.326,1,0.9516,0.9185,0.9516
15.427,1,0.9401,0.9055,0.9401
15.527,1,0.9370,0.9278,0.9370
15.628,1,0.9318,0.9163,0.9318
15.726,1,0.9288,0.9197,0.9288
15.856,1,0.9181,0.8861,0.9181
15.925,1,0.9107,0.8883,0.9107
16.027,1,0.8987,0.8629,0.8987
16.128,1,0.9010,0.9078,0.9010
16.228,1,0.9089,0.9328,0.9089
16.328,1,0.9142,0.9301,0.9142
16.428,1,0.9289,0.9729,0.9289
16.529,1,0.9423,0.9823,0.9423
16.627,1,0.9432,0.9459,0.9432
16.728,1,0.9347,0.9094,0.9347
16.828,1,0.9182,0.8687,0.9182
16.927,1,0.8816,0.7717,0.8816
17.028,1,0.8095,0.5932,0.8095
17.128,1,0.6914,0.3372,0.6914
17.227,0,0.4523,0.1166,0.5477
17.327,0,0.5666,0.0903,0.4334
17.428,0,0.6541,0.0836,0.3459
17.530,0,0.7282,0.0493,0.2718
17.628,0,0.7847,0.0458,0.2153
17.727,0,0.8338,0.0191,0.1662
17.859,0,0.8723,0.0119,0.1277
17.927,0,0.8982,0.0240,0.1018
18.027,0,0.9178,0.0235,0.0822
18.128,0,0.9285,0.0394,0.0715
18.227,0,0.9278,0.0742,0.0722
18.328,0,0.9186,0.1089,0.0814
18.427,0,0.8878,0.2046,0.1122
18.529,0,0.8446,0.2853,0.1554
18.629,0,0.8363,0.1884,0.1637
18.728,0,0.8228,0.2177,0.1772
18.827,0,0.8172,0.1998,0.1828
18.928,0,0.8026,0.2412,0.1974
19.027,0,0.7988,0.2127,0.2012
19.126,0,0.7756,0.2938,0.2244
19.228,0,0.7670,0.2589,0.2330
19.328,0,0.7654,0.2395,0.2346
19.432,0,0.7274,0.3864,0.2726
19.528,0,0.7109,0.3387,0.2891
19.627,0,0.7109,0.2892,0.2891
19.725,0,0.7234,0.2392,0.2766
19.827,0,0.7696,0.0918,0.2304
19.927,0,0.8121,0.0602,0.1879
20.026,0,0.8416,0.0698,0.1584
20.128,0,0.8557,0.1019,0.1443
20.227,0,0.8756,0.0649,0.1244
20.325,0,0.8871,0.0784,0.1129
20.426,0,0.8916,0.0950,0.1084
20.529,0,0.8710,0.1908,0.1290
20.626,0,0.8556,0.1905,0.1444
20.727,0,0.8513,0.1616,0.1487
20.828,0,0.8601,0.1135,0.1399
20.927,0,0.8534,0.1665,0.1466
21.027,0,0.8543,0.1430,0.1457
21.127,0,0.8662,0.0982,0.1338
21.232,0,0.8773,0.0895,0.1227
21.327,0,0.8838,0.0965,0.1162
21.427,0,0.8796,0.1331,0.1204
21.526,0,0.8736,0.1443,0.1264
21.629,0,0.8931,0.0483,0.1069
21.726,0,0.9115,0.0334,0.0885
21.828,0,0.9272,0.0259,0.0728
21.950,0,0.9127,0.1305,0.0873
22.024,0,0.8844,0.2006,0.1156
22.127,0,0.8643,0.1962,0.1357
22.227,0,0.8470,0.2047,0.1530
22.327,0,0.8717,0.0543,0.1283
22.428,0,0.8950,0.0349,0.1050
22.526,0,0.9120,0.0371,0.0880
22.628,0,0.9182,0.0630,0.0818
22.727,0,0.9107,0.1118,0.0893
22.827,0,0.8872,0.1833,0.1128
22.927,0,0.8452,0.2810,0.1548
23.029,0,0.7869,0.3880,0.2131
23.128,0,0.7393,0.4036,0.2607
23.226,0,0.7118,0.3706,0.2882
23.327,0,0.6780,0.4236,0.3220
23.429,0,0.6530,0.4220,0.3470
23.528,0,0.6149,0.4995,0.3851
23.628,0,0.5574,0.6151,0.4426
23.727,0,0.4879,0.7206,0.5121
23.828,0,0.4250,0.7637,0.5750
23.927,0,0.3786,0.7604,0.6214
24.027,1,0.6678,0.8073,0.6678
24.127,1,0.6868,0.7437,0.6868
24.227,1,0.6923,0.7088,0.6923
24.326,1,0.6912,0.6879,0.6912
24.428,1,0.6856,0.6687,0.6856
24.526,1,0.6915,0.7093,0.6915
24.628,1,0.7044,0.7431,0.7044
24.728,1,0.7052,0.7076,0.7052
24.827,1,0.7053,0.7057,0.7053
24.927,1,0.6949,0.6638,0.6949
25.027,1,0.6761,0.6196,0.6761
25.127,0,0.3953,0.3904,0.6047
25.229,0,0.5054,0.1643,0.4946
25.327,0,0.5993,0.1192,0.4007
25.427,0,0.6787,0.0829,0.3213
25.527,0,0.7474,0.0467,0.2526
25.627,0,0.7999,0.0425,0.2001
25.727,0,0.8362,0.0549,0.1638
25.828,0,0.8553,0.0874,0.1447
25.927,0,0.8629,0.1143,0.1371
26.028,0,0.8792,0.0718,0.1208
26.128,0,0.8847,0.0987,0.1153
26.228,0,0.8925,0.0841,0.1075
26.328,0,0.9057,0.0546,0.0943
26.428,0,0.9086,0.0827,0.0914
26.527,0,0.8938,0.1509,0.1062
26.628,0,0.8683,0.2080,0.1317
26.731,0,0.8081,0.3726,0.1919
26.827,0,0.7620,0.3765,0.2380
26.928,0,0.7091,0.4494,0.2909
27.030,0,0.6846,0.3890,0.3154
27.128,0,0.6482,0.4610,0.3518
27.227,0,0.5853,0.6035,0.4147
27.329,0,0.5173,0.6865,0.4827
27.427,0,0.4540,0.7359,0.5460
27.528,0,0.3864,0.8166,0.6136
27.628,1,0.6751,0.8595,0.6751
27.727,1,0.7146,0.8332,0.7146
27.827,1,0.7328,0.7872,0.7328
27.927,1,0.7445,0.7798,0.7445
28.028,1,0.7410,0.7302,0.7410
28.146,1,0.7298,0.6964,0.7298
28.225,1,0.6953,0.5917,0.6953
28.328,0,0.3581,0.4819,0.6419
28.430,0,0.3965,0.4882,0.6035
28.529,0,0.4264,0.4837,0.5736
28.630,0,0.4722,0.3905,0.5278
28.727,0,0.5021,0.4083,0.4979
28.822,0,0.5201,0.4257,0.4799
28.926,0,0.5295,0.4424,0.4705
29.027,0,0.5691,0.3121,0.4309
29.127,0,0.6129,0.2557,0.3871
29.225,0,0.6703,0.1577,0.3297
29.327,0,0.7348,0.0714,0.2652
29.426,0,0.7847,0.0658,0.2153
