elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.001,0,0.7204,0.2796,0.2796
1.101,0,0.7204,0.2796,0.2796
1.201,0,0.7380,0.2093,0.2620
1.301,0,0.7511,0.2093,0.2489
1.401,0,0.7610,0.2093,0.2390
1.501,0,0.7685,0.2093,0.2315
1.601,0,0.7740,0.2093,0.2260
1.701,0,0.7782,0.2093,0.2218
1.802,0,0.7813,0.2093,0.2187
1.900,0,0.7837,0.2093,0.2163
2.001,0,0.7854,0.2093,0.2146
2.101,0,0.7868,0.2093,0.2132
2.201,0,0.7877,0.2093,0.2123
2.301,0,0.7885,0.2093,0.2115
2.401,0,0.7182,0.4925,0.2818
2.501,0,0.6656,0.4925,0.3344
2.601,0,0.6260,0.4925,0.3740
2.701,0,0.6672,0.2093,0.3328
2.802,0,0.6981,0.2093,0.3019
2.901,0,0.7212,0.2093,0.2788
3.001,0,0.7386,0.2093,0.2614
3.101,0,0.7516,0.2093,0.2484
3.201,0,0.7614,0.2093,0.2386
3.302,0,0.5900,0.9244,0.4100
3.401,0,0.4614,0.9244,0.5386
3.501,1,0.6351,0.9244,0.6351
3.601,1,0.7074,0.9244,0.7074
3.701,0,0.4238,0.1826,0.5762
3.802,0,0.5222,0.1826,0.4778
3.901,0,0.5960,0.1826,0.4040
4.001,0,0.6514,0.1826,0.3486
4.101,0,0.6929,0.1826,0.3071
4.201,0,0.7240,0.1826,0.2760
4.302,0,0.6269,0.6644,0.3731
4.401,0,0.5541,0.6644,0.4459
4.501,0,0.6606,0.0199,0.3394
4.601,0,0.7405,0.0199,0.2595
4.702,0,0.8004,0.0199,0.1996
4.800,0,0.8453,0.0199,0.1547
4.902,0,0.8790,0.0199,0.1210
5.002,0,0.9043,0.0199,0.0957
5.101,0,0.9232,0.0199,0.0768
5.200,0,0.9374,0.0199,0.0626
5.301,0,0.9481,0.0199,0.0519
5.400,0,0.7324,0.9149,0.2676
5.501,0,0.6332,0.6644,0.3668
5.601,0,0.5588,0.6644,0.4412
5.700,0,0.5030,0.6644,0.4970
5.801,0,0.4611,0.6644,0.5389
5.900,1,0.6467,0.9702,0.6467
6.001,1,0.7347,0.9986,0.7347
6.101,1,0.8007,0.9986,0.8007
6.201,1,0.8502,0.9986,0.8502
6.300,1,0.8873,0.9986,0.8873
6.400,1,0.9151,0.9986,0.9151
6.500,1,0.9360,0.9986,0.9360
6.601,1,0.9517,0.9986,0.9517
6.701,1,0.9634,0.9986,0.9634
6.801,1,0.9722,0.9986,0.9722
6.901,1,0.9788,0.9986,0.9788
7.001,1,0.9838,0.9986,0.9838
7.101,1,0.9875,0.9986,0.9875
7.201,1,0.9903,0.9986,0.9903
7.301,1,0.9924,0.9986,0.9924
7.401,1,0.9939,0.9986,0.9939
7.501,1,0.9951,0.9986,0.9951
7.600,1,0.9960,0.9986,0.9960
7.701,1,0.9967,0.9986,0.9967
7.801,1,0.9971,0.9986,0.9971
7.900,1,0.9975,0.9986,0.9975
8.001,1,0.9907,0.9702,0.9907
8.100,1,0.9856,0.9702,0.9856
8.200,1,0.7392,0.0000,0.7392
8.301,0,0.4456,0.0000,0.5544
8.401,0,0.5842,0.0000,0.4158
8.501,0,0.4385,0.9986,0.5615
8.601,1,0.6708,0.9986,0.6708
8.701,1,0.7527,0.9986,0.7527
8.801,1,0.8142,0.9986,0.8142
8.901,1,0.8603,0.9986,0.8603
9.001,1,0.8949,0.9986,0.8949
9.101,1,0.9208,0.9986,0.9208
9.201,1,0.9403,0.9986,0.9403
9.301,1,0.9549,0.9986,0.9549
9.400,1,0.9658,0.9986,0.9658
9.501,1,0.9740,0.9986,0.9740
9.601,1,0.9802,0.9986,0.9802
9.701,1,0.9848,0.9986,0.9848
9.800,1,0.9883,0.9986,0.9883
9.901,1,0.9908,0.9986,0.9908
10.000,1,0.9928,0.9986,0.9928
10.101,1,0.9872,0.9702,0.9872
10.201,1,0.9829,0.9702,0.9829
10.301,1,0.7372,0.0000,0.7372
10.401,0,0.4471,0.0000,0.5529
10.501,0,0.5853,0.0000,0.4147
10.601,0,0.6890,0.0000,0.3110
10.701,0,0.7667,0.0000,0.2333
10.801,0,0.8251,0.0000,0.1749
10.901,0,0.6262,0.9702,0.3738
11.001,0,0.4700,0.9986,0.5300
11.101,1,0.6471,0.9986,0.6471
11.201,1,0.7350,0.9986,0.7350
11.301,1,0.8009,0.9986,0.8009
11.401,1,0.8504,0.9986,0.8504
11.501,1,0.8874,0.9986,0.8874
11.601,1,0.9152,0.9986,0.9152
11.701,1,0.9361,0.9986,0.9361
11.801,1,0.9517,0.9986,0.9517
11.901,1,0.9634,0.9986,0.9634
12.001,1,0.9722,0.9986,0.9722
12.101,1,0.9788,0.9986,0.9788
12.201,1,0.9838,0.9986,0.9838
12.301,1,0.9875,0.9986,0.9875
12.401,1,0.9832,0.9702,0.9832
12.501,1,0.8539,0.4662,0.8539
12.601,1,0.8905,1.0000,0.8905
12.701,1,0.9178,1.0000,0.9178
12.801,1,0.9384,1.0000,0.9384
12.900,1,0.9538,1.0000,0.9538
13.001,1,0.9653,1.0000,0.9653
13.101,1,0.9740,1.0000,0.9740
13.201,1,0.9805,1.0000,0.9805
13.301,1,0.9779,0.9702,0.9779
13.401,1,0.9760,0.9702,0.9760
13.501,1,0.9817,0.9986,0.9817
13.601,1,0.9859,0.9986,0.9859
13.701,1,0.9891,0.9986,0.9891
13.801,1,0.9915,0.9986,0.9915
13.901,1,0.9933,0.9986,0.9933
14.001,1,0.9875,0.9702,0.9875
14.101,1,0.9832,0.9702,0.9832
14.200,1,0.7374,0.0000,0.7374
14.300,0,0.4470,0.0000,0.5530
14.400,0,0.5852,0.0000,0.4148
14.500,0,0.6889,0.0000,0.3111
14.600,0,0.7667,0.0000,0.2333
14.700,0,0.8250,0.0000,0.1750
14.799,0,0.6501,0.8748,0.3499
14.900,0,0.5714,0.6644,0.4286
15.000,0,0.5144,0.6567,0.4856
15.100,1,0.6067,0.9702,0.6067
15.200,1,0.6976,0.9702,0.6976
15.300,1,0.7658,0.9702,0.7658
15.400,1,0.8169,0.9702,0.8169
15.500,1,0.7292,0.4662,0.7292
15.600,1,0.7895,0.9702,0.7895
15.700,1,0.7087,0.4662,0.7087
15.800,1,0.6481,0.4662,0.6481
15.900,1,0.7357,0.9986,0.7357
16.000,1,0.8014,0.9986,0.8014
16.100,1,0.8507,0.9986,0.8507
16.200,1,0.8877,0.9986,0.8877
16.300,1,0.9154,0.9986,0.9154
16.400,1,0.9362,0.9986,0.9362
16.500,1,0.9518,0.9986,0.9518
16.600,1,0.9635,0.9986,0.9635
16.700,1,0.9723,0.9986,0.9723
16.800,1,0.9789,0.9986,0.9789
16.900,1,0.9838,0.9986,0.9838
17.000,1,0.9875,0.9986,0.9875
17.100,1,0.9903,0.9986,0.9903
17.200,1,0.9924,0.9986,0.9924
17.300,1,0.9940,0.9986,0.9940
17.400,1,0.9951,0.9986,0.9951
17.500,1,0.9960,0.9986,0.9960
17.600,1,0.9967,0.9986,0.9967
17.700,1,0.9972,0.9986,0.9972
17.799,1,0.9975,0.9986,0.9975
17.900,1,0.9978,0.9986,0.9978
18.000,1,0.9980,0.9986,0.9980
18.100,1,0.9982,0.9986,0.9982
18.200,1,0.9912,0.9702,0.9912
18.300,1,0.9934,1.0000,0.9934
18.400,1,0.9950,1.0000,0.9950
18.500,1,0.9963,1.0000,0.9963
18.600,1,0.9972,1.0000,0.9972
18.700,1,0.9979,1.0000,0.9979
18.800,1,0.9984,1.0000,0.9984
18.900,1,0.7488,0.0000,0.7488
19.000,0,0.4384,0.0000,0.5616
19.100,0,0.5788,0.0000,0.4212
19.200,0,0.6841,0.0000,0.3159
19.300,0,0.7631,0.0000,0.2369
19.400,0,0.8223,0.0000,0.1777
19.500,0,0.8667,0.0000,0.1333
19.600,0,0.6500,1.0000,0.3500
19.700,0,0.4875,1.0000,0.5125
19.799,1,0.6344,1.0000,0.6344
19.900,1,0.7258,1.0000,0.7258
20.000,1,0.7943,1.0000,0.7943
20.100,1,0.8457,1.0000,0.8457
20.199,1,0.8843,1.0000,0.8843
20.300,1,0.9058,0.9702,0.9058
20.400,1,0.9219,0.9702,0.9219
20.500,1,0.9411,0.9986,0.9411
20.600,1,0.9555,0.9986,0.9555
20.700,1,0.9663,0.9986,0.9663
20.800,1,0.9673,0.9702,0.9673
20.900,1,0.9680,0.9702,0.9680
21.000,1,0.8605,0.5380,0.8605
21.100,1,0.7799,0.5380,0.7799
21.200,1,0.8349,1.0000,0.8349
21.300,1,0.8762,1.0000,0.8762
21.400,1,0.9071,1.0000,0.9071
21.500,1,0.9304,1.0000,0.9304
21.600,1,0.6978,0.0000,0.6978
21.700,0,0.4767,0.0000,0.5233
21.800,0,0.6075,0.0000,0.3925
21.900,0,0.7056,0.0000,0.2944
22.000,0,0.7792,0.0000,0.2208
22.100,0,0.7645,0.2796,0.2355
22.200,0,0.8234,0.0000,0.1766
22.300,0,0.8675,0.0000,0.1325
22.400,0,0.9007,0.0000,0.0993
22.499,0,0.9255,0.0000,0.0745
22.600,0,0.9441,0.0000,0.0559
22.700,0,0.7155,0.9702,0.2845
22.800,0,0.5441,0.9702,0.4559
22.900,0,0.4155,0.9702,0.5845
23.000,1,0.6880,0.9986,0.6880
