elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.043,1,0.5738,0.5738,0.5738
1.142,1,0.5634,0.5321,0.5634
1.240,0,0.5421,0.1414,0.4579
1.340,0,0.6305,0.1046,0.3695
1.440,0,0.7029,0.0796,0.2971
1.541,0,0.7555,0.0868,0.2445
1.640,0,0.7961,0.0823,0.2039
1.740,0,0.8262,0.0832,0.1738
1.840,0,0.8063,0.2534,0.1937
1.940,0,0.7582,0.3860,0.2418
2.040,0,0.6873,0.5256,0.3127
2.140,0,0.6192,0.5850,0.3808
2.240,0,0.5849,0.5181,0.4151
2.340,0,0.5607,0.5120,0.4393
2.440,0,0.5447,0.5030,0.4553
2.540,0,0.5485,0.4402,0.4515
2.641,0,0.5786,0.3310,0.4214
2.740,0,0.6095,0.2977,0.3905
2.840,0,0.6652,0.1678,0.3348
2.940,0,0.7279,0.0840,0.2721
3.084,0,0.7771,0.0754,0.2229
3.134,0,0.8050,0.1114,0.1950
3.240,0,0.8206,0.1325,0.1794
3.340,0,0.7939,0.2860,0.2061
3.440,0,0.7717,0.2949,0.2283
3.540,0,0.7454,0.3338,0.2546
3.641,0,0.6917,0.4694,0.3083
3.740,0,0.6230,0.5829,0.3770
3.840,0,0.5724,0.5794,0.4276
3.940,0,0.5347,0.5783,0.4653
4.040,0,0.5163,0.5390,0.4837
4.142,0,0.5299,0.4295,0.4701
4.240,0,0.5588,0.3544,0.4412
4.340,0,0.5584,0.4429,0.4416
4.440,0,0.5748,0.3761,0.4252
4.541,0,0.5964,0.3389,0.4036
4.641,0,0.5951,0.4085,0.4049
4.740,0,0.5904,0.4239,0.4096
4.840,0,0.5833,0.4378,0.4167
4.941,0,0.5855,0.4078,0.4145
5.041,0,0.5971,0.3684,0.4029
5.140,0,0.6452,0.2103,0.3548
5.241,0,0.6625,0.2856,0.3375
5.341,0,0.6580,0.3555,0.3420
5.440,0,0.6465,0.3881,0.3535
5.540,0,0.6261,0.4349,0.3739
5.640,0,0.6215,0.3926,0.3785
5.740,0,0.6048,0.4451,0.3952
5.840,0,0.5890,0.4585,0.4110
5.940,0,0.5726,0.4766,0.4274
6.040,0,0.5647,0.4589,0.4353
6.140,0,0.5586,0.4597,0.4414
6.242,0,0.5591,0.4396,0.4409
6.340,0,0.5508,0.4741,0.4492
6.436,0,0.5500,0.4522,0.4500
6.540,0,0.5706,0.3679,0.4294
6.640,0,0.5985,0.3179,0.4015
6.741,0,0.5988,0.4003,0.4012
6.840,0,0.5958,0.4131,0.4042
6.940,0,0.5819,0.4598,0.4181
7.040,0,0.5492,0.5488,0.4508
7.140,0,0.5179,0.5761,0.4821
7.241,0,0.5172,0.4849,0.4828
7.341,0,0.5600,0.3117,0.4400
7.440,0,0.6115,0.2341,0.3885
7.540,0,0.6573,0.2052,0.3427
7.641,0,0.6588,0.3367,0.3412
7.742,0,0.5411,0.8121,0.4589
7.868,0,0.5025,0.6132,0.4975
7.940,0,0.5504,0.3060,0.4496
8.047,0,0.6026,0.2409,0.3974
8.134,0,0.6440,0.2315,0.3560
8.239,0,0.6737,0.2375,0.3263
8.340,0,0.7001,0.2204,0.2999
8.441,0,0.7123,0.2510,0.2877
8.541,0,0.7071,0.3088,0.2929
8.640,0,0.7024,0.3114,0.2976
8.740,0,0.6937,0.3324,0.3063
8.841,0,0.7031,0.2688,0.2969
8.941,0,0.7080,0.2771,0.2920
9.041,0,0.7194,0.2464,0.2806
9.140,0,0.7353,0.2170,0.2647
9.240,0,0.7503,0.2047,0.2497
9.341,0,0.7600,0.2110,0.2400
9.440,0,0.7509,0.2765,0.2491
9.541,0,0.7168,0.3855,0.2832
9.640,0,0.7031,0.3381,0.2969
9.740,0,0.6830,0.3773,0.3170
9.840,0,0.6776,0.3385,0.3224
9.941,0,0.6890,0.2766,0.3110
10.042,0,0.6913,0.3019,0.3087
10.141,0,0.7199,0.1942,0.2801
10.239,0,0.7434,0.1864,0.2566
10.340,0,0.7749,0.1303,0.2251
10.439,0,0.8048,0.1055,0.1952
10.539,0,0.8044,0.1968,0.1956
10.641,0,0.7970,0.2253,0.2030
10.740,0,0.7978,0.1999,0.2022
10.842,0,0.7991,0.1971,0.2009
10.939,0,0.8038,0.1819,0.1962
11.042,0,0.7700,0.3316,0.2300
11.140,0,0.6942,0.5330,0.3058
11.240,0,0.6936,0.3083,0.3064
11.340,0,0.6984,0.2870,0.3016
11.441,0,0.7024,0.2855,0.2976
11.540,0,0.7232,0.2146,0.2768
11.640,0,0.7298,0.2502,0.2702
11.740,0,0.7354,0.2477,0.2646
11.840,0,0.7121,0.3579,0.2879
11.940,0,0.6507,0.5336,0.3493
12.041,0,0.5976,0.5615,0.4024
12.140,0,0.5496,0.5947,0.4504
12.239,0,0.5317,0.5220,0.4683
12.340,0,0.5241,0.4986,0.4759
12.442,0,0.5339,0.4367,0.4661
12.540,0,0.5481,0.4093,0.4519
12.641,0,0.5557,0.4215,0.4443
12.740,0,0.5540,0.4510,0.4460
12.840,0,0.5628,0.4109,0.4372
12.939,0,0.5803,0.3670,0.4197
13.048,0,0.5884,0.3875,0.4116
13.135,0,0.5963,0.3797,0.4037
13.240,0,0.6093,0.3519,0.3907
13.340,0,0.6180,0.3560,0.3820
13.440,0,0.6096,0.4154,0.3904
13.539,0,0.6150,0.3688,0.3850
13.640,0,0.6174,0.3754,0.3826
13.740,0,0.6150,0.3920,0.3850
13.841,0,0.6043,0.4281,0.3957
13.941,0,0.5984,0.4192,0.4016
14.040,0,0.5994,0.3977,0.4006
14.152,0,0.6151,0.3376,0.3849
14.240,0,0.6270,0.3376,0.3730
14.340,0,0.6341,0.3444,0.3659
14.441,0,0.6366,0.3559,0.3634
14.540,0,0.6451,0.3296,0.3549
14.640,0,0.6546,0.3167,0.3454
14.741,0,0.6644,0.3063,0.3356
14.840,0,0.6705,0.3113,0.3295
14.940,0,0.6688,0.3364,0.3312
15.040,0,0.6634,0.3527,0.3366
15.140,0,0.6490,0.3942,0.3510
15.241,0,0.6466,0.3607,0.3534
15.340,0,0.6469,0.3523,0.3531
15.440,0,0.6494,0.3431,0.3506
15.540,0,0.6527,0.3372,0.3473
15.640,0,0.6480,0.3661,0.3520
15.740,0,0.6453,0.3629,0.3547
15.840,0,0.6489,0.3402,0.3511
15.940,0,0.6488,0.3515,0.3512
16.041,0,0.6476,0.3558,0.3524
16.140,0,0.6441,0.3667,0.3559
16.241,0,0.6526,0.3217,0.3474
16.340,0,0.6595,0.3197,0.3405
16.440,0,0.6810,0.2548,0.3190
16.538,0,0.6988,0.2478,0.3012
16.640,0,0.7107,0.2533,0.2893
16.739,0,0.6992,0.3354,0.3008
16.841,0,0.6931,0.3252,0.3069
16.939,0,0.6756,0.3771,0.3244
17.041,0,0.6394,0.4690,0.3606
17.140,0,0.6226,0.4280,0.3774
17.240,0,0.6017,0.4608,0.3983
17.340,0,0.5782,0.4924,0.4218
17.440,0,0.5720,0.4466,0.4280
17.539,0,0.5703,0.4348,0.4297
17.640,0,0.5715,0.4249,0.4285
17.741,0,0.5745,0.4164,0.4255
17.840,0,0.5842,0.3867,0.4158
17.940,0,0.5933,0.3795,0.4067
18.040,0,0.6013,0.3746,0.3987
18.133,0,0.6131,0.3517,0.3869
18.240,0,0.6261,0.3348,0.3739
18.341,0,0.6313,0.3533,0.3687
18.441,0,0.6404,0.3322,0.3596
18.540,0,0.6378,0.3699,0.3622
18.640,0,0.6113,0.4682,0.3887
18.740,0,0.5421,0.6657,0.4579
18.840,0,0.4851,0.6860,0.5149
18.939,0,0.4697,0.5762,0.5303
19.041,0,0.4988,0.4139,0.5012
19.139,0,0.5404,0.3350,0.4596
19.240,0,0.5704,0.3395,0.4296
19.339,0,0.5885,0.3571,0.4115
19.440,0,0.5995,0.3677,0.4005
19.536,0,0.6029,0.3868,0.3971
19.639,0,0.5994,0.4109,0.4006
19.739,0,0.5964,0.4129,0.4036
19.840,0,0.6039,0.3735,0.3961
19.938,0,0.6085,0.3777,0.3915
20.039,0,0.6119,0.3780,0.3881
20.138,0,0.6129,0.3842,0.3871
20.239,0,0.6040,0.4225,0.3960
20.338,0,0.6056,0.3896,0.3944
20.441,0,0.6202,0.3362,0.3798
20.539,0,0.6253,0.3593,0.3747
20.639,0,0.6397,0.3172,0.3603
20.734,0,0.6415,0.3532,0.3585
20.839,0,0.6245,0.4262,0.3755
20.940,0,0.5929,0.5020,0.4071
21.040,0,0.5584,0.5451,0.4416
21.139,0,0.5250,0.5752,0.4750
21.239,0,0.5100,0.5348,0.4900
21.338,0,0.5115,0.4841,0.4885
21.440,0,0.4951,0.5542,0.5049
21.533,0,0.4814,0.5595,0.5186
21.639,0,0.4780,0.5325,0.5220
21.733,0,0.4823,0.5045,0.5177
21.840,0,0.5045,0.4290,0.4955
21.936,0,0.5536,0.2989,0.4464
22.039,0,0.6220,0.1729,0.3780
22.138,0,0.6975,0.0758,0.3025
22.240,0,0.7648,0.0333,0.2352
22.338,0,0.8221,0.0063,0.1779
22.439,0,0.8648,0.0068,0.1352
22.534,0,0.8981,0.0019,0.1019
22.652,0,0.9225,0.0046,0.0775
22.745,0,0.9416,0.0009,0.0584
22.839,0,0.9547,0.0060,0.0453
22.938,0,0.9653,0.0029,0.0347
23.040,0,0.9719,0.0084,0.0281
23.136,0,0.9776,0.0053,0.0224
23.240,0,0.9748,0.0337,0.0252
23.339,0,0.9658,0.0609,0.0342
23.440,0,0.9563,0.0724,0.0437
23.538,0,0.9365,0.1228,0.0635
23.640,0,0.9118,0.1623,0.0882
23.734,0,0.9004,0.1340,0.0996
23.840,0,0.8957,0.1185,0.1043
23.938,0,0.8875,0.1370,0.1125
24.040,0,0.8727,0.1718,0.1273
24.139,0,0.8331,0.2857,0.1669
24.240,0,0.7572,0.4703,0.2428
24.338,0,0.6663,0.6066,0.3337
24.440,0,0.5885,0.6447,0.4115
24.539,0,0.5386,0.6114,0.4614
24.640,0,0.5255,0.5136,0.4745
24.733,0,0.5276,0.4662,0.4724
24.839,0,0.5322,0.4539,0.4678
24.934,0,0.5199,0.5171,0.4801
25.039,0,0.4901,0.5992,0.5099
25.139,0,0.4659,0.6069,0.5341
25.239,1,0.5600,0.6378,0.5600
25.339,1,0.5747,0.6189,0.5747
25.433,1,0.5754,0.5772,0.5754
25.539,0,0.4605,0.4318,0.5395
25.639,0,0.4977,0.3906,0.5023
25.739,0,0.5513,0.2879,0.4487
25.839,0,0.5959,0.2702,0.4041
25.939,0,0.6064,0.3623,0.3936
26.039,0,0.5950,0.4391,0.4050
26.139,0,0.5743,0.4879,0.4257
26.239,0,0.5449,0.5431,0.4551
26.340,0,0.5045,0.6167,0.4955
26.449,0,0.4696,0.6351,0.5304
26.533,0,0.4505,0.6068,0.5495
26.640,1,0.5632,0.6043,0.5632
26.739,1,0.5587,0.5451,0.5587
26.840,0,0.4902,0.3634,0.5098
26.940,0,0.5478,0.2792,0.4522
27.040,0,0.5741,0.3468,0.4259
27.139,0,0.5904,0.3610,0.4096
27.240,0,0.5997,0.3722,0.4003
27.337,0,0.5922,0.4303,0.4078
27.440,0,0.5815,0.4505,0.4185
27.537,0,0.5755,0.4425,0.4245
27.640,0,0.5879,0.3751,0.4121
27.739,0,0.6046,0.3453,0.3954
27.840,0,0.6365,0.2677,0.3635
27.937,0,0.6468,0.3222,0.3532
28.040,0,0.6596,0.3022,0.3404
28.139,0,0.6597,0.3400,0.3403
28.240,0,0.6533,0.3659,0.3467
28.337,0,0.6453,0.3788,0.3547
28.439,0,0.6404,0.3743,0.3596
28.539,0,0.6530,0.3089,0.3470
28.639,0,0.6850,0.2191,0.3150
28.739,0,0.7212,0.1703,0.2788
28.839,0,0.7527,0.1529,0.2473
28.937,0,0.7819,0.1304,0.2181
29.039,0,0.7920,0.1776,0.2080
29.128,0,0.7946,0.1979,0.2054
29.239,0,0.7754,0.2822,0.2246
29.338,0,0.6984,0.5325,0.3016
29.439,0,0.6423,0.5260,0.3577
29.538,0,0.5825,0.5968,0.4175
29.638,0,0.5418,0.5802,0.4582
29.738,0,0.5252,0.5249,0.4748
29.838,0,0.5043,0.5581,0.4957
29.939,0,0.4758,0.6097,0.5242
30.039,0,0.4678,0.5562,0.5322
30.138,0,0.4622,0.5546,0.5378
30.238,0,0.4930,0.4146,0.5070
30.337,0,0.5363,0.3337,0.4637
30.439,0,0.5727,0.3181,0.4273
30.537,0,0.5736,0.4237,0.4264
30.638,0,0.5591,0.4844,0.4409
30.738,0,0.5359,0.5337,0.4641
30.839,0,0.5303,0.4867,0.4697
30.938,0,0.5389,0.4351,0.4611
31.039,0,0.5583,0.3836,0.4417
31.138,0,0.5716,0.3886,0.4284
31.248,0,0.5870,0.3668,0.4130
31.337,0,0.5970,0.3729,0.4030
31.439,0,0.5902,0.4303,0.4098
31.534,0,0.5772,0.4618,0.4228
31.638,0,0.5765,0.4256,0.4235
