elapsed_s,prediction,confidence
1.048,normal,0.9293
1.136,normal,0.9133
1.236,normal,0.9917
1.336,normal,0.9917
1.437,normal,0.9971
1.537,normal,0.9971
1.637,normal,0.9849
1.736,normal,0.9916
1.836,normal,0.9916
1.936,normal,0.9971
2.035,normal,0.9876
2.136,normal,0.9971
2.233,normal,0.9758
2.335,normal,0.7131
2.436,front_right,0.4701
2.536,front_right,0.5318
2.635,front_right,0.5616
2.736,rear_left,0.4822
2.836,rear_left,0.5958
2.937,rear_left,0.5871
3.036,rear_left,0.5830
3.137,rear_left,0.5901
3.236,rear_left,0.7790
3.336,rear_left,0.8716
3.437,rear_left,0.8457
3.536,rear_left,0.8310
3.636,rear_left,0.7454
3.736,rear_left,0.7512
3.834,rear_left,0.7719
3.932,rear_left,0.7872
4.035,rear_left,0.8090
4.135,rear_left,0.8406
4.235,rear_left,0.8994
4.335,rear_left,0.9463
4.436,rear_left,0.9814
4.535,rear_left,0.9917
4.635,rear_left,1.0000
4.735,rear_left,1.0000
4.834,rear_left,0.9043
4.935,rear_left,0.6058
5.036,rear_right,0.4504
5.135,rear_right,0.7085
5.288,rear_right,0.8034
5.332,rear_right,0.8658
5.437,rear_right,0.8761
5.535,rear_right,0.8642
5.635,rear_right,0.8566
5.736,rear_right,0.8904
5.835,rear_right,0.8992
5.934,rear_right,0.9102
6.031,rear_right,0.9205
6.135,rear_right,0.9254
6.235,rear_right,0.9190
6.335,rear_right,0.9120
6.434,rear_right,0.9049
6.536,rear_right,0.9056
6.634,rear_right,0.8999
6.735,rear_right,0.9293
6.836,rear_right,0.9150
6.936,rear_right,0.9451
7.035,rear_right,0.9424
7.135,rear_right,0.9401
7.235,rear_right,0.9153
7.334,rear_right,0.9164
7.436,rear_right,0.9644
7.536,rear_right,0.9499
7.635,rear_right,0.9332
7.736,rear_right,0.9332
7.835,rear_right,0.9727
7.935,rear_right,0.9784
8.036,rear_right,0.9641
8.135,rear_right,0.9557
8.235,rear_right,0.9687
8.334,rear_right,0.9464
8.435,rear_right,0.9263
8.536,rear_right,0.8820
8.634,rear_right,0.8653
8.736,rear_right,0.8999
8.836,rear_right,0.8595
8.932,rear_right,0.8298
9.034,rear_right,0.8176
9.136,rear_right,0.8199
9.235,rear_right,0.8079
9.332,rear_right,0.9087
9.435,rear_right,0.9500
9.535,rear_right,0.9500
9.634,rear_right,0.9659
9.736,rear_right,0.9959
9.836,rear_right,0.9863
9.927,rear_right,0.9846
10.029,rear_right,0.9519
10.136,rear_right,0.9160
10.236,rear_right,0.8602
10.336,rear_right,0.9479
10.435,rear_right,0.9696
10.536,rear_right,0.9590
10.636,rear_right,0.9597
10.736,rear_right,0.9597
10.835,rear_right,0.9513
10.937,rear_right,0.9370
11.036,rear_right,0.9370
11.135,rear_right,0.9173
11.228,rear_right,0.9190
11.336,rear_right,0.9333
11.435,rear_right,0.9284
11.536,rear_right,0.9430
11.634,rear_right,0.9670
11.736,rear_right,0.9644
11.837,rear_right,0.9587
11.935,rear_right,0.9644
12.038,rear_right,0.9653
12.178,rear_right,0.9434
12.237,rear_right,0.8324
12.338,rear_right,0.8151
12.436,rear_right,0.8088
12.534,rear_right,0.8172
12.635,rear_right,0.8237
12.735,rear_right,0.8759
12.830,rear_right,0.9413
12.928,rear_right,0.9144
13.034,rear_right,0.8716
13.134,rear_right,0.7982
13.234,rear_right,0.7957
13.335,rear_right,0.7130
13.435,rear_right,0.6269
13.526,rear_right,0.6403
13.636,rear_right,0.7851
13.733,rear_right,0.8178
13.836,rear_right,0.8234
13.934,rear_right,0.8088
14.035,rear_right,0.7529
14.136,rear_right,0.5580
14.236,front_left,0.5049
14.335,front_left,0.5142
14.435,front_left,0.5517
14.534,front_left,0.5816
14.636,front_left,0.5903
14.736,front_left,0.5333
14.836,rear_right,0.5730
14.935,rear_right,0.7290
15.035,rear_right,0.8080
15.136,rear_right,0.8298
15.294,rear_right,0.9121
15.340,rear_right,0.9129
15.427,rear_right,0.8649
15.536,rear_right,0.8587
15.636,rear_right,0.8757
15.735,rear_right,0.8575
15.836,rear_right,0.8924
15.935,rear_right,0.9670
16.026,rear_right,0.9680
16.136,rear_right,0.9650
16.236,rear_right,0.9633
16.337,rear_right,0.9599
16.436,rear_right,0.9469
16.537,rear_right,0.9466
16.635,rear_right,0.9220
16.735,rear_right,0.8682
16.837,rear_right,0.8188
16.929,rear_right,0.8028
17.036,rear_right,0.7302
17.135,rear_right,0.6468
17.236,rear_right,0.7529
17.336,rear_right,0.7970
17.436,rear_right,0.8293
17.529,rear_right,0.9478
17.637,rear_right,0.9680
17.736,rear_right,0.9597
17.836,rear_right,0.9653
17.935,rear_right,0.9620
18.035,rear_right,0.9535
18.136,rear_right,0.8976
18.236,rear_right,0.8264
18.336,rear_right,0.8196
18.436,rear_right,0.7920
18.536,rear_right,0.7376
18.636,rear_right,0.5757
18.736,rear_right,0.5874
18.830,rear_right,0.5907
18.930,rear_right,0.5956
19.036,rear_right,0.6243
19.136,rear_right,0.6505
19.238,rear_right,0.6723
19.337,rear_right,0.7100
19.436,rear_right,0.7683
19.537,rear_right,0.7886
19.636,rear_right,0.7425
19.736,rear_right,0.8529
19.836,rear_right,0.8996
19.936,rear_right,0.9151
20.034,rear_right,0.9203
20.137,rear_right,0.9027
20.229,rear_right,0.9187
20.374,rear_right,0.7560
20.428,rear_right,0.6069
20.538,rear_right,0.7150
20.637,rear_right,0.8046
20.737,rear_right,0.7776
20.836,rear_right,0.7732
20.937,rear_right,0.8087
21.037,rear_right,0.8051
21.137,rear_right,0.8098
21.237,rear_right,0.8445
