elapsed_s,prediction,confidence
1.055,1,0.7370
1.152,1,0.7404
1.252,1,0.6347
1.352,1,0.5495
1.442,1,0.5765
1.542,1,0.5823
1.652,1,0.5823
1.753,1,0.5756
1.843,1,0.5658
1.952,1,0.5599
2.053,1,0.5473
2.152,1,0.5564
2.243,1,0.5744
2.352,1,0.5777
2.454,1,0.5934
2.553,1,0.5484
2.643,1,0.5327
2.752,1,0.6017
2.853,1,0.6649
2.952,1,0.6352
3.053,1,0.5619
3.142,1,0.5015
3.243,0,0.5574
3.343,0,0.6026
3.444,0,0.6449
3.553,0,0.6206
3.651,0,0.5179
3.748,1,0.6077
3.854,1,0.7496
3.952,1,0.9033
4.053,1,1.0000
4.153,1,1.0000
4.243,1,1.0000
4.354,1,1.0000
4.455,1,1.0000
4.551,1,1.0000
4.653,1,0.9957
4.752,1,0.9164
4.870,1,0.8950
4.946,1,0.8496
5.042,1,0.8503
5.153,1,0.8814
5.243,1,0.8970
5.352,1,0.8875
5.453,1,0.8830
5.541,1,0.8682
5.645,1,0.8799
5.743,1,0.8476
5.854,1,0.8108
5.953,1,0.7921
6.054,1,0.7940
6.153,1,0.7956
6.252,1,0.8479
6.342,1,0.5800
6.454,0,0.5603
6.553,0,0.6127
6.652,0,0.5387
6.753,1,0.5191
6.843,1,0.7563
6.953,1,0.9047
7.043,1,0.9931
7.153,1,1.0000
7.253,1,1.0000
7.353,1,1.0000
7.454,1,1.0000
7.542,1,0.9987
7.653,1,1.0000
7.754,1,0.9983
7.852,1,1.0000
7.954,1,1.0000
8.043,1,1.0000
8.143,1,1.0000
8.253,1,1.0000
8.353,1,1.0000
8.454,1,1.0000
8.544,1,1.0000
8.654,1,1.0000
8.743,1,1.0000
8.854,1,1.0000
8.949,1,1.0000
9.052,1,1.0000
9.151,1,0.9813
9.242,1,1.0000
9.351,1,1.0000
9.441,1,1.0000
9.541,1,1.0000
9.652,1,1.0000
9.742,1,1.0000
9.843,1,1.0000
9.941,1,1.0000
10.053,1,1.0000
10.153,1,1.0000
10.252,1,1.0000
10.352,1,1.0000
10.452,1,1.0000
10.552,1,1.0000
10.652,1,1.0000
10.741,1,1.0000
10.852,1,1.0000
10.952,1,1.0000
11.042,1,1.0000
11.152,1,1.0000
11.252,1,1.0000
11.342,1,1.0000
11.452,1,1.0000
11.551,1,1.0000
11.652,1,1.0000
11.748,1,1.0000
11.841,1,1.0000
11.951,1,1.0000
12.052,1,1.0000
12.152,1,1.0000
12.253,1,1.0000
12.351,1,1.0000
12.453,1,1.0000
12.573,1,1.0000
12.647,1,1.0000
12.751,1,1.0000
12.842,1,1.0000
12.935,1,1.0000
13.052,1,1.0000
13.151,1,1.0000
13.251,1,1.0000
13.351,1,1.0000
13.442,1,1.0000
13.542,1,1.0000
13.653,1,1.0000
13.742,1,1.0000
13.852,1,1.0000
13.951,1,0.9983
14.042,1,0.9969
14.152,1,0.9957
14.252,1,0.9983
14.351,1,0.9983
14.442,1,1.0000
14.552,1,1.0000
14.641,1,1.0000
14.742,1,1.0000
14.852,1,1.0000
14.945,1,1.0000
15.042,1,0.9860
15.141,1,0.8013
15.253,1,0.6803
15.342,1,0.5487
15.453,1,0.6167
15.538,1,0.5371
15.642,1,0.6154
15.753,1,0.6348
15.853,1,0.5555
15.952,1,0.5367
16.053,1,0.5632
