elapsed_s,prediction,confidence
1.065,1,0.7394
1.163,1,0.7480
1.263,1,0.5699
1.360,1,0.5726
1.464,1,0.5660
1.563,1,0.5687
1.654,1,0.5535
1.754,1,0.5644
1.864,1,0.5605
1.952,1,0.5521
2.055,1,0.5502
2.164,1,0.5586
2.265,1,0.5618
2.353,1,0.5738
2.464,1,0.5845
2.563,1,0.5764
2.665,1,0.5835
2.763,1,0.5831
2.866,1,0.5850
2.963,1,0.5708
3.065,1,0.5692
3.163,1,0.5621
3.253,1,0.5693
3.363,1,0.6147
3.456,1,0.5769
3.563,1,0.5308
3.654,1,0.5210
3.773,1,0.5386
3.859,1,0.5854
3.962,1,0.5332
4.052,1,0.5598
4.162,1,0.5810
4.263,1,0.6150
4.362,1,0.5726
4.463,1,0.5264
4.563,0,0.5511
4.681,0,0.6687
4.747,0,0.6270
4.864,0,0.6314
4.952,0,0.5876
5.052,0,0.5740
5.159,0,0.5937
5.262,0,0.5550
5.352,0,0.6240
5.463,0,0.5967
5.562,0,0.6527
5.653,0,0.7235
5.762,0,0.7939
5.863,0,0.8365
5.953,0,0.8612
6.064,0,0.8690
6.162,0,0.8869
6.253,0,0.8674
6.352,0,0.8240
6.452,0,0.7840
6.551,0,0.7150
6.652,0,0.7600
6.761,0,0.7821
6.863,0,0.8271
6.962,0,0.9210
7.064,0,0.9508
7.162,0,0.9870
7.263,0,0.9798
7.362,0,0.9566
7.463,0,0.8754
7.562,0,0.6936
7.663,0,0.6205
7.756,0,0.5130
7.863,1,0.5134
7.953,1,0.5470
8.063,1,0.5723
8.191,1,0.5304
8.246,0,0.6285
8.362,0,0.6220
8.452,0,0.5805
8.559,0,0.5403
8.662,1,0.5599
8.762,1,0.5925
8.862,1,0.5248
8.963,0,0.5350
9.053,0,0.6537
9.163,0,0.7877
9.262,0,0.7494
9.362,0,0.7846
9.452,0,0.8058
9.563,0,0.7655
9.662,0,0.7646
9.756,0,0.7160
9.862,0,0.7002
9.962,0,0.6803
10.063,0,0.7009
10.161,0,0.7250
10.262,0,0.7884
10.351,0,0.7595
10.463,0,0.6921
10.558,0,0.5719
10.663,1,0.6423
10.762,1,0.6278
10.863,1,0.5598
10.962,1,0.5161
11.063,1,0.5060
11.161,1,0.5480
11.274,1,0.6218
11.362,1,0.5953
11.462,1,0.5279
11.546,1,0.5284
11.662,1,0.5268
11.762,1,0.5662
11.863,1,0.6220
11.962,1,0.6264
12.062,1,0.6012
12.146,1,0.5637
12.263,1,0.5251
12.363,1,0.5680
12.462,1,0.5725
12.563,1,0.6099
12.662,1,0.6548
12.763,1,0.6603
12.852,1,0.6512
12.962,1,0.5506
13.063,1,0.5468
13.162,1,0.5393
13.262,1,0.5867
13.361,1,0.5087
13.462,0,0.5320
13.558,0,0.5623
13.662,0,0.6381
13.761,0,0.7468
13.861,0,0.8101
13.951,0,0.8612
14.062,0,0.9354
14.161,0,0.9383
14.262,0,0.9278
14.361,0,0.8755
14.452,0,0.9109
14.551,0,0.9721
14.662,0,0.9965
14.751,0,0.9989
14.852,0,0.9998
14.961,0,0.9997
15.052,0,0.9994
15.160,0,0.9994
15.252,0,0.9839
15.351,0,0.8534
15.462,0,0.6842
15.561,0,0.5855
15.662,0,0.5564
15.762,1,0.5007
15.852,1,0.5549
15.962,1,0.6253
16.062,1,0.6933
16.163,1,0.6944
16.262,1,0.6534
16.352,1,0.6060
16.463,1,0.6079
16.561,1,0.5400
16.662,0,0.5760
16.761,0,0.6696
16.863,0,0.7551
16.951,0,0.8429
17.061,0,0.9082
17.162,0,0.8790
17.300,0,0.7914
17.361,0,0.7984
17.488,0,0.7519
17.557,0,0.7804
17.663,0,0.7228
17.751,0,0.6389
17.862,0,0.5999
17.962,0,0.5668
18.062,0,0.5309
18.162,1,0.5673
18.263,1,0.6177
18.362,1,0.5858
18.462,1,0.6254
18.562,1,0.6208
18.662,1,0.6526
18.753,1,0.6931
18.863,1,0.6753
18.952,1,0.6338
19.063,1,0.5642
19.162,1,0.5687
19.262,0,0.5012
19.352,0,0.6443
19.462,0,0.8052
19.562,0,0.8495
19.662,0,0.8458
19.762,0,0.8377
19.863,0,0.8126
19.963,0,0.8378
20.063,0,0.8596
20.162,0,0.7892
20.264,0,0.6697
20.362,0,0.5873
20.452,0,0.5618
20.563,0,0.5093
20.662,1,0.5246
20.761,1,0.5126
20.862,0,0.5065
20.963,0,0.5015
21.063,1,0.5224
21.163,0,0.6324
21.263,0,0.6334
21.362,0,0.6649
21.462,0,0.6062
21.563,0,0.6864
21.662,0,0.7754
21.805,0,0.8888
21.848,0,0.9459
21.961,0,0.9822
22.061,0,0.9994
22.161,0,0.9908
22.251,0,0.9982
22.352,0,0.9995
22.451,0,0.9962
22.551,0,0.9965
22.661,0,0.9942
