elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.044,0,0.6498,0.3502,0.3502
1.141,0,0.6580,0.3177,0.3420
1.241,0,0.6349,0.4343,0.3651
1.341,0,0.6198,0.4255,0.3802
1.442,0,0.6167,0.3924,0.3833
1.542,0,0.6030,0.4384,0.3970
1.641,0,0.5894,0.4515,0.4106
1.741,0,0.5804,0.4466,0.4196
1.842,0,0.5806,0.4185,0.4194
1.941,0,0.5800,0.4218,0.4200
2.041,0,0.5824,0.4106,0.4176
2.141,0,0.5789,0.4314,0.4211
2.242,0,0.5798,0.4175,0.4202
2.342,0,0.5759,0.4360,0.4241
2.441,0,0.5687,0.4529,0.4313
2.542,0,0.5588,0.4710,0.4412
2.649,0,0.5595,0.4381,0.4405
2.740,0,0.5566,0.4521,0.4434
2.841,0,0.5423,0.5008,0.4577
2.941,0,0.5017,0.6199,0.4983
3.041,1,0.5667,0.7720,0.5667
3.141,1,0.6092,0.7366,0.6092
3.242,1,0.6310,0.6965,0.6310
3.342,1,0.6096,0.5454,0.6096
3.440,1,0.5864,0.5167,0.5864
3.540,1,0.5574,0.4703,0.5574
3.641,0,0.4593,0.4908,0.5407
3.741,0,0.4626,0.5277,0.5374
3.833,0,0.4533,0.5746,0.5467
3.940,1,0.5823,0.6890,0.5823
4.041,1,0.6291,0.7693,0.6291
4.140,1,0.6579,0.7443,0.6579
4.240,1,0.6749,0.7262,0.6749
4.342,1,0.7243,0.8723,0.7243
4.440,1,0.7718,0.9143,0.7718
4.540,1,0.7833,0.8176,0.7833
4.640,1,0.7251,0.5506,0.7251
4.740,1,0.6806,0.5470,0.6806
4.841,1,0.6484,0.5518,0.6484
4.941,1,0.6146,0.5131,0.6146
5.041,1,0.5854,0.4981,0.5854
5.140,1,0.5884,0.5971,0.5884
5.240,1,0.6696,0.9133,0.6696
5.340,1,0.7365,0.9374,0.7365
5.441,1,0.7759,0.8939,0.7759
5.541,1,0.8041,0.8889,0.8041
5.639,1,0.8301,0.9079,0.8301
5.740,1,0.8438,0.8848,0.8438
5.841,1,0.8589,0.9043,0.8589
5.941,1,0.8804,0.9449,0.8804
6.041,1,0.8832,0.8917,0.8832
6.141,1,0.7816,0.4768,0.7816
6.240,1,0.7191,0.5315,0.7191
6.341,1,0.6681,0.5151,0.6681
6.440,1,0.6149,0.4554,0.6149
6.541,1,0.6037,0.5700,0.6037
6.640,1,0.6056,0.6113,0.6056
6.740,1,0.6466,0.7694,0.6466
6.840,1,0.6921,0.8289,0.6921
6.940,1,0.7325,0.8534,0.7325
7.041,1,0.7728,0.8940,0.7728
7.140,1,0.8061,0.9060,0.8061
7.240,1,0.8208,0.8646,0.8208
7.340,1,0.8261,0.8423,0.8261
7.441,1,0.7867,0.6682,0.7867
7.540,1,0.7246,0.5385,0.7246
7.640,1,0.6724,0.5155,0.6724
7.740,1,0.6436,0.5573,0.6436
7.871,1,0.6270,0.5771,0.6270
7.937,1,0.6107,0.5620,0.6107
8.040,1,0.6056,0.5901,0.6056
8.141,1,0.6093,0.6205,0.6093
8.241,1,0.6150,0.6319,0.6150
8.341,1,0.5930,0.5273,0.5930
8.441,1,0.5735,0.5151,0.5735
8.541,0,0.4578,0.4481,0.5422
8.641,0,0.4821,0.4450,0.5179
8.741,0,0.4901,0.4860,0.5099
8.841,0,0.4898,0.5111,0.5102
8.940,0,0.4851,0.5290,0.5149
9.040,0,0.4805,0.5334,0.5195
9.141,0,0.4744,0.5440,0.5256
9.241,1,0.5527,0.6339,0.5527
9.340,1,0.5787,0.6568,0.5787
9.441,1,0.6150,0.7240,0.6150
9.541,1,0.6298,0.6742,0.6298
9.640,1,0.6499,0.7102,0.6499
9.740,1,0.6608,0.6933,0.6608
9.840,1,0.6723,0.7069,0.6723
9.940,1,0.6929,0.7546,0.6929
10.041,1,0.7081,0.7538,0.7081
10.141,1,0.7114,0.7212,0.7114
10.241,1,0.6932,0.6387,0.6932
10.341,1,0.6771,0.6286,0.6771
