elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.034,1,0.7226,0.7226,0.7226
1.131,1,0.7258,0.7357,0.7258
1.231,1,0.6971,0.6108,0.6971
1.330,1,0.6602,0.5497,0.6602
1.430,1,0.6374,0.5689,0.6374
1.530,1,0.6235,0.5818,0.6235
1.631,1,0.6077,0.5603,0.6077
1.730,1,0.6016,0.5831,0.6016
1.832,1,0.5995,0.5934,0.5995
1.931,1,0.5864,0.5472,0.5864
2.031,1,0.5718,0.5279,0.5718
2.131,1,0.5647,0.5434,0.5647
2.230,1,0.5508,0.5091,0.5508
2.331,0,0.4691,0.4710,0.5309
2.430,0,0.5048,0.3883,0.4952
2.530,0,0.5370,0.3665,0.4630
2.630,0,0.5755,0.3087,0.4245
2.731,0,0.6481,0.1341,0.3519
2.831,0,0.6899,0.1849,0.3101
2.930,0,0.7284,0.1560,0.2716
3.030,0,0.7750,0.0851,0.2250
3.131,0,0.7984,0.1316,0.2016
3.230,0,0.8130,0.1433,0.1870
3.331,0,0.8012,0.2342,0.1988
3.431,0,0.7968,0.2163,0.2032
3.531,0,0.7884,0.2367,0.2116
3.631,0,0.7759,0.2618,0.2241
3.731,0,0.7986,0.1332,0.2014
3.830,0,0.8287,0.0810,0.1713
3.931,0,0.8533,0.0727,0.1467
4.030,0,0.8716,0.0737,0.1284
4.130,0,0.8921,0.0464,0.1079
4.230,0,0.9055,0.0542,0.0945
4.330,0,0.9186,0.0420,0.0814
4.430,0,0.9241,0.0595,0.0759
4.530,0,0.9306,0.0498,0.0694
4.629,0,0.9299,0.0722,0.0701
4.730,0,0.9358,0.0465,0.0642
4.830,0,0.9441,0.0309,0.0559
4.930,0,0.9461,0.0481,0.0539
5.029,0,0.8940,0.2620,0.1060
5.130,0,0.8437,0.3072,0.1563
5.229,0,0.8020,0.3231,0.1980
5.329,0,0.7991,0.2097,0.2009
5.430,0,0.7997,0.1984,0.2003
5.530,0,0.7809,0.2755,0.2191
5.630,0,0.7585,0.3089,0.2415
5.727,0,0.7148,0.4161,0.2852
5.830,0,0.6652,0.4836,0.3348
5.930,0,0.6502,0.3949,0.3498
6.030,0,0.6615,0.3045,0.3385
6.130,0,0.6929,0.2130,0.3071
6.231,0,0.7231,0.1865,0.2769
6.330,0,0.7533,0.1559,0.2467
6.431,0,0.7779,0.1485,0.2221
6.530,0,0.7869,0.1860,0.2131
6.630,0,0.7931,0.1882,0.2069
6.731,0,0.8075,0.1493,0.1925
6.831,0,0.8281,0.1103,0.1719
6.931,0,0.8466,0.0979,0.1534
7.030,0,0.8526,0.1293,0.1474
7.131,0,0.8173,0.2884,0.1827
7.230,0,0.7648,0.3930,0.2352
7.330,0,0.6917,0.5274,0.3083
7.430,0,0.6416,0.5088,0.3584
7.531,0,0.6000,0.5247,0.4000
7.630,0,0.5701,0.5197,0.4299
7.730,0,0.5360,0.5663,0.4640
7.830,0,0.4998,0.6086,0.5002
7.930,0,0.4609,0.6559,0.5391
8.030,1,0.5799,0.7023,0.5799
8.130,1,0.6021,0.6689,0.6021
8.231,1,0.5906,0.5560,0.5906
8.362,1,0.5589,0.4636,0.5589
8.429,0,0.4948,0.3441,0.5052
8.531,0,0.5473,0.2953,0.4527
8.630,0,0.5932,0.2690,0.4068
8.731,0,0.6351,0.2394,0.3649
8.829,0,0.6501,0.3050,0.3499
8.932,0,0.6383,0.3971,0.3617
9.030,0,0.5909,0.5514,0.4091
9.131,0,0.5533,0.5594,0.4467
9.230,0,0.5409,0.4961,0.4591
9.330,0,0.5293,0.5058,0.4707
9.430,0,0.5241,0.4914,0.4759
9.531,0,0.5200,0.4923,0.4800
9.630,0,0.5243,0.4630,0.4757
9.730,0,0.5249,0.4733,0.4751
9.831,0,0.5082,0.5417,0.4918
9.930,0,0.4901,0.5642,0.5099
10.030,0,0.4627,0.6195,0.5373
10.130,1,0.5692,0.6650,0.5692
10.231,1,0.5827,0.6231,0.5827
10.331,1,0.5959,0.6356,0.5959
10.428,1,0.5798,0.5313,0.5798
10.531,0,0.4668,0.3936,0.5332
10.631,0,0.5253,0.2991,0.4747
10.731,0,0.5801,0.2555,0.4199
10.830,0,0.6317,0.2135,0.3683
10.930,0,0.6729,0.2035,0.3271
11.030,0,0.6853,0.2774,0.3147
11.131,0,0.6848,0.3167,0.3152
11.230,0,0.6737,0.3596,0.3263
11.330,0,0.6261,0.5168,0.3739
11.430,0,0.5813,0.5530,0.4187
11.531,0,0.5511,0.5397,0.4489
11.630,0,0.5254,0.5517,0.4746
11.730,0,0.5009,0.5726,0.4991
11.834,0,0.4585,0.6686,0.5415
11.931,1,0.5693,0.6527,0.5693
12.030,1,0.5740,0.5879,0.5740
12.131,1,0.5573,0.5074,0.5573
12.231,1,0.5512,0.5326,0.5512
12.330,1,0.5566,0.5730,0.5566
12.430,1,0.5521,0.5387,0.5521
12.531,0,0.4582,0.5109,0.5418
12.631,0,0.4690,0.4985,0.5310
12.731,0,0.4766,0.5005,0.5234
12.829,0,0.4906,0.4673,0.5094
12.930,0,0.5032,0.4592,0.4968
13.029,0,0.5116,0.4632,0.4884
13.130,0,0.4933,0.5615,0.5067
13.229,0,0.4716,0.5937,0.5284
13.330,1,0.5554,0.6364,0.5554
13.429,1,0.5874,0.6833,0.5874
13.530,1,0.6161,0.7021,0.6161
13.630,1,0.6353,0.6928,0.6353
13.730,1,0.6391,0.6505,0.6391
13.830,1,0.6265,0.5887,0.6265
13.929,1,0.6070,0.5487,0.6070
14.030,1,0.5792,0.4958,0.5792
14.129,1,0.5512,0.4672,0.5512
14.230,0,0.4873,0.3973,0.5127
14.330,0,0.5322,0.3329,0.4678
14.429,0,0.5853,0.2555,0.4147
14.530,0,0.6367,0.2091,0.3633
14.630,0,0.6727,0.2192,0.3273
14.730,0,0.7061,0.1938,0.2939
14.829,0,0.7215,0.2321,0.2785
14.930,0,0.7337,0.2298,0.2663
15.030,0,0.7349,0.2616,0.2651
15.129,0,0.7301,0.2844,0.2699
15.230,0,0.7195,0.3122,0.2805
15.330,0,0.6997,0.3596,0.3003
15.427,0,0.6787,0.3843,0.3213
15.529,0,0.6535,0.4223,0.3465
15.630,0,0.6309,0.4369,0.3691
15.730,0,0.6133,0.4393,0.3867
15.829,0,0.6055,0.4181,0.3945
15.930,0,0.5865,0.4706,0.4135
16.030,0,0.5410,0.5956,0.4590
16.130,0,0.5065,0.5970,0.4935
16.229,0,0.4699,0.6398,0.5301
16.330,1,0.5538,0.6248,0.5538
16.430,1,0.5704,0.6201,0.5704
16.531,1,0.5733,0.5823,0.5733
16.631,0,0.4788,0.3649,0.5212
16.729,0,0.5743,0.1390,0.4257
16.831,0,0.6563,0.0979,0.3437
16.930,0,0.7181,0.0963,0.2819
17.031,0,0.7567,0.1276,0.2433
17.133,0,0.7657,0.2072,0.2343
17.229,0,0.7470,0.3091,0.2530
17.329,0,0.6946,0.4626,0.3054
17.430,0,0.6469,0.4962,0.3531
17.530,0,0.6085,0.5068,0.3915
17.630,0,0.5629,0.5740,0.4371
17.730,0,0.5190,0.6127,0.4810
17.831,0,0.4795,0.6391,0.5205
17.930,0,0.4636,0.5839,0.5364
18.031,0,0.4663,0.5256,0.5337
18.130,0,0.4639,0.5434,0.5361
18.230,0,0.4746,0.4934,0.5254
18.330,0,0.4837,0.4888,0.5163
18.431,0,0.4613,0.6060,0.5387
18.530,1,0.5801,0.7044,0.5801
18.631,1,0.6060,0.6836,0.6060
18.730,1,0.6182,0.6549,0.6182
18.830,1,0.6114,0.5910,0.6114
18.930,1,0.5912,0.5304,0.5912
19.031,1,0.5742,0.5233,0.5742
19.130,0,0.4672,0.4088,0.5328
19.230,0,0.5253,0.3005,0.4747
19.330,0,0.6041,0.1592,0.3959
19.430,0,0.6764,0.1069,0.3236
19.530,0,0.7213,0.1438,0.2787
19.630,0,0.7242,0.2673,0.2758
19.729,0,0.7035,0.3584,0.2965
19.830,0,0.6528,0.4995,0.3472
19.929,0,0.5788,0.6433,0.4212
20.031,0,0.5319,0.6085,0.4681
20.130,0,0.5006,0.5933,0.4994
20.230,0,0.4657,0.6393,0.5343
20.330,1,0.5718,0.6841,0.5718
20.430,1,0.5848,0.6237,0.5848
20.530,1,0.5758,0.5489,0.5758
20.632,0,0.4501,0.4722,0.5499
20.730,0,0.4795,0.4325,0.5205
20.831,0,0.4800,0.5184,0.5200
20.930,0,0.4661,0.5754,0.5339
21.030,1,0.5550,0.6185,0.5550
21.130,1,0.5653,0.5960,0.5653
21.230,1,0.5762,0.6089,0.5762
21.330,1,0.5852,0.6123,0.5852
21.429,1,0.5825,0.5743,0.5825
21.531,1,0.5749,0.5522,0.5749
21.632,1,0.5701,0.5557,0.5701
21.730,1,0.5690,0.5657,0.5690
21.831,1,0.5545,0.5109,0.5545
21.955,0,0.4671,0.4680,0.5329
22.026,0,0.5088,0.3662,0.4912
22.129,0,0.5815,0.2002,0.4185
22.229,0,0.6605,0.1026,0.3395
22.329,0,0.7288,0.0662,0.2712
22.430,0,0.7797,0.0677,0.2203
22.528,0,0.8276,0.0287,0.1724
22.630,0,0.8605,0.0407,0.1395
22.729,0,0.8898,0.0224,0.1102
22.832,0,0.9122,0.0205,0.0878
22.929,0,0.9296,0.0181,0.0704
23.030,0,0.9453,0.0077,0.0547
23.130,0,0.9567,0.0089,0.0433
23.231,0,0.9673,0.0009,0.0327
23.329,0,0.9749,0.0025,0.0251
23.429,0,0.9805,0.0025,0.0195
23.529,0,0.9806,0.0191,0.0194
23.630,0,0.9767,0.0350,0.0233
23.729,0,0.9702,0.0493,0.0298
23.830,0,0.9547,0.0917,0.0453
23.929,0,0.9382,0.1112,0.0618
24.029,0,0.9208,0.1317,0.0792
24.128,0,0.9067,0.1356,0.0933
24.230,0,0.9056,0.0975,0.0944
24.330,0,0.9195,0.0389,0.0805
24.430,0,0.9369,0.0109,0.0631
24.530,0,0.9500,0.0105,0.0500
24.630,0,0.9470,0.0620,0.0530
24.729,0,0.9253,0.1400,0.0747
24.830,0,0.8692,0.2991,0.1308
24.930,0,0.7900,0.4476,0.2100
25.030,0,0.7077,0.5393,0.2923
25.129,0,0.6432,0.5503,0.3568
25.229,0,0.5967,0.5428,0.4033
25.329,0,0.5614,0.5443,0.4386
25.429,0,0.5355,0.5423,0.4645
25.529,0,0.5046,0.5880,0.4954
25.630,0,0.4806,0.5916,0.5194
25.730,0,0.4621,0.5932,0.5379
25.829,1,0.5517,0.5930,0.5517
25.930,1,0.5514,0.5507,0.5514
26.029,0,0.4539,0.5300,0.5461
26.129,0,0.4768,0.4546,0.5232
26.229,0,0.5301,0.3102,0.4699
26.330,0,0.6115,0.1442,0.3885
26.430,0,0.6840,0.0987,0.3160
26.527,0,0.7471,0.0636,0.2529
26.629,0,0.8068,0.0139,0.1932
26.735,0,0.8474,0.0310,0.1526
26.830,0,0.8725,0.0521,0.1275
26.926,0,0.8896,0.0590,0.1104
27.030,0,0.9029,0.0575,0.0971
27.129,0,0.9145,0.0506,0.0855
27.230,0,0.9174,0.0741,0.0826
27.329,0,0.9202,0.0712,0.0798
27.430,0,0.9169,0.0931,0.0831
27.529,0,0.9088,0.1154,0.0912
27.630,0,0.9014,0.1207,0.0986
27.729,0,0.8802,0.1834,0.1198
27.829,0,0.8462,0.2560,0.1538
27.930,0,0.7878,0.3872,0.2122
28.030,0,0.7205,0.4813,0.2795
28.129,0,0.6577,0.5310,0.3423
28.230,0,0.6158,0.5097,0.3842
28.329,0,0.6075,0.4173,0.3925
28.430,0,0.6033,0.4093,0.3967
28.529,0,0.6021,0.4017,0.3979
28.630,0,0.5982,0.4134,0.4018
28.729,0,0.5863,0.4495,0.4137
28.830,0,0.5613,0.5135,0.4387
28.929,0,0.5184,0.6106,0.4816
29.030,0,0.4853,0.6141,0.5147
29.129,0,0.4500,0.6557,0.5500
29.229,1,0.5715,0.6361,0.5715
29.329,1,0.5964,0.6710,0.5964
29.433,1,0.6211,0.6952,0.6211
29.529,1,0.6279,0.6481,0.6279
29.630,1,0.6328,0.6475,0.6328
29.729,1,0.6295,0.6198,0.6295
29.830,1,0.6288,0.6265,0.6288
29.929,1,0.6374,0.6632,0.6374
30.030,1,0.6401,0.6482,0.6401
30.129,1,0.6222,0.5687,0.6222
30.230,1,0.5917,0.5002,0.5917
30.329,1,0.5554,0.4465,0.5554
30.426,0,0.4691,0.4571,0.5309
30.529,0,0.4809,0.4839,0.5191
30.629,0,0.4863,0.4975,0.5137
30.730,0,0.4929,0.4871,0.5071
30.829,0,0.5012,0.4741,0.4988
30.928,0,0.4959,0.5198,0.5041
31.029,0,0.4869,0.5403,0.5131
31.128,0,0.4922,0.4917,0.5078
31.229,0,0.5002,0.4760,0.4998
31.358,0,0.4674,0.6311,0.5326
31.422,1,0.5846,0.7406,0.5846
31.529,1,0.6226,0.7364,0.6226
