elapsed_s,prediction,confidence
1.048,normal,0.8445
1.135,normal,0.8571
1.235,normal,0.9338
1.335,normal,0.9112
1.445,normal,0.8687
1.533,normal,0.8205
1.633,normal,0.6719
1.734,front_right,0.7234
1.833,front_right,0.8397
1.935,front_right,0.7097
2.033,front_right,0.5572
2.135,rear_left,0.8003
2.237,rear_left,0.8866
2.345,rear_left,0.9311
2.434,rear_left,0.9443
2.535,rear_left,0.9844
2.634,rear_left,0.9456
2.735,rear_left,0.8584
2.833,rear_left,0.8149
2.936,rear_left,0.5080
3.035,front_right,0.7878
3.128,front_right,0.9021
3.235,front_right,0.9087
3.336,front_right,0.8408
3.432,front_right,0.8044
3.534,front_right,0.6210
3.636,normal,0.4654
3.736,normal,0.4506
3.836,rear_left,0.3922
3.935,rear_left,0.3990
4.036,rear_left,0.3940
4.135,rear_left,0.4835
4.236,rear_left,0.4797
4.336,rear_left,0.4841
4.436,rear_left,0.5907
4.535,rear_left,0.7840
4.635,rear_left,0.8335
4.736,rear_left,0.8916
4.836,rear_left,0.8749
4.935,rear_left,0.8509
5.034,rear_left,0.6793
5.135,front_right,0.6857
5.234,front_right,0.8446
5.335,front_right,0.8979
5.435,front_right,0.8836
5.535,normal,0.5716
5.635,normal,0.7275
5.734,normal,0.7418
5.836,normal,0.7771
5.934,normal,0.7645
6.035,normal,0.7645
6.134,normal,0.7590
6.234,normal,0.7424
6.334,normal,0.7399
6.435,normal,0.7390
6.533,normal,0.7338
6.634,normal,0.7203
6.733,normal,0.6374
6.835,normal,0.5933
6.937,normal,0.5853
7.035,normal,0.5699
7.135,normal,0.5620
7.235,normal,0.4634
7.336,normal,0.5088
7.435,front_right,0.4805
7.535,front_right,0.4936
7.635,front_right,0.3775
7.735,rear_left,0.3606
7.834,rear_left,0.4080
7.935,rear_left,0.4170
8.035,rear_left,0.4775
8.135,rear_left,0.4212
8.234,rear_left,0.4531
8.336,rear_left,0.4366
8.435,rear_left,0.4530
8.535,rear_left,0.4661
8.635,rear_left,0.5061
8.735,rear_left,0.4693
8.836,rear_left,0.4738
8.935,normal,0.4410
9.036,normal,0.5322
9.136,normal,0.5479
9.235,normal,0.5745
9.362,normal,0.5511
9.427,normal,0.5282
9.535,normal,0.4882
9.636,front_right,0.5059
9.735,front_right,0.5440
9.834,normal,0.5325
9.935,normal,0.5837
10.034,normal,0.5639
10.135,normal,0.5313
10.235,front_right,0.4884
10.336,front_right,0.5039
10.434,front_right,0.5139
10.536,normal,0.5007
10.635,normal,0.5827
10.735,normal,0.6183
10.835,normal,0.6288
10.935,normal,0.6525
11.083,normal,0.6687
11.134,normal,0.6632
11.226,normal,0.6658
11.337,normal,0.6658
11.435,normal,0.6813
11.535,normal,0.6856
11.635,normal,0.6705
11.733,normal,0.6609
11.835,normal,0.6385
11.935,normal,0.6510
12.035,normal,0.6474
12.135,normal,0.6170
12.236,normal,0.5909
12.335,normal,0.5671
12.435,normal,0.5475
12.536,normal,0.5323
12.635,normal,0.5594
12.735,rear_left,0.3590
12.836,rear_left,0.4402
12.936,rear_left,0.4725
13.036,rear_left,0.4639
13.136,rear_left,0.4638
13.236,rear_left,0.4638
13.336,rear_left,0.4515
13.436,rear_left,0.4396
13.536,rear_left,0.4323
13.635,rear_left,0.4364
13.736,rear_left,0.4367
13.836,normal,0.3757
13.935,normal,0.4504
14.035,normal,0.4799
14.135,normal,0.5713
14.234,normal,0.6192
14.335,normal,0.6074
14.434,normal,0.5662
14.534,normal,0.5620
14.634,normal,0.5650
14.734,normal,0.5553
14.835,normal,0.5629
14.926,normal,0.6360
15.035,normal,0.6560
15.134,normal,0.6518
15.233,normal,0.6525
15.334,normal,0.6449
15.433,normal,0.6525
15.535,normal,0.6561
15.634,normal,0.6719
15.733,normal,0.6582
15.831,normal,0.5790
15.925,normal,0.5060
16.035,front_right,0.5522
16.135,front_right,0.5185
16.235,front_right,0.4571
16.336,normal,0.4472
16.435,rear_left,0.3667
16.536,rear_left,0.4786
16.634,rear_left,0.5517
16.735,rear_left,0.5614
16.835,rear_left,0.5680
16.935,rear_left,0.6417
17.034,rear_left,0.6442
17.135,rear_left,0.5831
17.235,rear_left,0.6766
17.335,rear_left,0.6466
17.434,rear_left,0.5510
17.535,rear_left,0.5461
17.635,rear_left,0.5529
17.735,rear_left,0.5677
17.829,rear_left,0.6050
17.934,rear_left,0.5342
18.035,rear_left,0.5642
18.135,rear_left,0.6107
18.235,rear_left,0.6090
18.335,rear_left,0.5709
18.435,rear_left,0.5694
18.535,rear_left,0.5745
18.635,rear_left,0.4597
18.735,rear_left,0.4571
18.835,rear_left,0.5508
18.935,rear_left,0.4473
19.036,rear_left,0.4452
19.136,rear_left,0.5646
19.235,rear_left,0.5600
19.335,rear_left,0.4872
19.435,rear_left,0.3572
19.526,front_right,0.4616
19.635,front_right,0.6030
19.735,front_right,0.6333
19.836,front_right,0.5105
19.935,normal,0.4776
20.036,normal,0.5104
20.126,normal,0.5212
20.234,normal,0.5276
20.335,normal,0.5501
20.435,normal,0.4498
20.536,normal,0.3810
20.635,front_right,0.3678
20.736,front_right,0.4285
20.836,rear_left,0.3928
20.935,rear_left,0.4222
21.036,rear_left,0.4430
21.136,rear_left,0.3657
21.236,normal,0.3695
21.336,rear_left,0.3760
21.434,rear_left,0.4008
21.535,rear_left,0.4008
21.635,rear_left,0.5052
21.735,rear_left,0.4808
21.835,rear_left,0.5174
21.936,rear_left,0.5161
22.035,rear_left,0.5064
22.135,rear_left,0.4939
22.236,rear_left,0.4852
22.336,rear_left,0.4874
22.435,rear_left,0.5245
22.536,rear_left,0.4910
22.635,rear_left,0.5154
22.735,rear_left,0.5241
22.836,rear_left,0.5274
22.935,rear_left,0.5305
23.034,rear_left,0.5078
23.135,rear_left,0.5008
23.235,rear_left,0.3901
23.334,front_right,0.3988
23.435,normal,0.5002
23.534,normal,0.5564
23.635,normal,0.5752
23.734,normal,0.5699
23.834,normal,0.6115
23.934,normal,0.5848
24.034,normal,0.6272
24.135,normal,0.6110
