elapsed_s,prediction,confidence
1.011,0,1.0000
1.110,0,1.0000
1.210,0,0.8729
1.312,1,0.9702
1.410,1,0.9986
1.511,1,0.9986
1.611,1,0.9986
1.711,1,0.9986
1.811,1,0.9986
1.911,1,0.9986
2.011,1,0.9986
2.111,1,0.9986
2.211,1,0.9986
2.311,1,0.9986
2.411,1,0.9986
2.511,1,0.9986
2.611,1,0.9986
2.711,1,0.9986
2.812,1,0.9986
2.911,1,0.9986
3.011,1,0.9986
3.110,1,0.9986
3.210,0,1.0000
3.310,0,1.0000
3.410,1,0.9702
3.510,0,0.9930
3.610,0,0.9930
3.710,0,0.9930
3.810,1,0.6567
3.910,1,0.6567
4.010,1,0.9702
4.110,1,0.9986
4.210,1,0.9986
4.310,1,0.9986
4.410,1,0.9986
4.510,1,0.9986
4.610,1,0.9986
4.710,1,0.9556
4.810,1,0.6567
4.910,1,0.6567
5.011,1,0.6567
5.110,1,0.6567
5.210,1,0.6567
5.310,1,0.6567
5.410,1,0.6567
5.511,0,0.9930
5.611,0,0.9930
5.711,0,0.9930
5.811,0,0.9930
5.910,0,0.9930
6.011,0,0.9930
6.110,0,0.9930
6.211,0,0.9930
6.310,0,0.9930
6.411,0,0.9930
6.511,0,0.9930
6.610,0,0.9930
6.710,0,0.9930
6.811,0,0.9930
6.910,0,0.9930
7.011,0,0.9930
7.111,0,0.9930
7.211,0,0.9930
7.311,0,0.9930
7.411,0,0.9930
7.511,0,0.9930
7.610,0,0.9930
7.711,0,0.9930
7.810,0,0.9930
7.911,0,0.7658
8.011,0,0.7658
8.110,0,0.7658
8.211,1,0.6644
8.311,1,0.6644
8.410,1,0.6567
8.510,1,0.9702
8.610,1,0.9986
8.711,1,0.9986
8.810,1,0.9986
8.910,1,0.9986
9.011,1,0.9986
9.111,1,0.9986
9.211,1,0.9556
9.311,1,0.9702
9.411,1,0.6567
9.511,1,0.6567
9.611,1,0.6567
9.711,1,1.0000
9.811,0,1.0000
9.910,0,1.0000
10.011,1,0.9556
10.111,1,0.9986
10.211,1,0.9986
10.311,1,0.9986
10.410,1,0.6156
10.511,0,1.0000
10.611,0,1.0000
10.711,1,0.5380
10.811,1,0.6644
10.911,0,0.9801
11.011,0,0.9801
11.111,0,0.9801
11.211,0,0.9801
11.311,0,0.6671
11.411,0,0.6671
11.511,0,0.6671
11.611,0,0.6671
11.711,0,0.6671
11.811,0,0.6671
11.911,0,0.6671
12.011,1,1.0000
12.110,0,0.9801
12.210,0,0.5075
