elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
10.302,1,0.6644,0.6644,0.6644
10.401,1,0.6644,0.6644,0.6644
10.502,1,0.6644,0.6644,0.6644
10.602,1,0.6644,0.6644,0.6644
10.701,1,0.6644,0.6644,0.6644
10.801,1,0.6149,0.4662,0.6149
10.901,1,0.7001,0.9556,0.7001
11.002,1,0.7747,0.9986,0.7747
11.101,1,0.8307,0.9986,0.8307
11.201,1,0.8727,0.9986,0.8727
11.302,1,0.9042,0.9986,0.9042
11.401,1,0.9278,0.9986,0.9278
11.501,1,0.9455,0.9986,0.9455
11.602,1,0.9588,0.9986,0.9588
11.700,1,0.9687,0.9986,0.9687
11.801,1,0.9762,0.9986,0.9762
11.900,1,0.9711,0.9556,0.9711
12.000,1,0.9709,0.9702,0.9709
12.101,1,0.8942,0.6644,0.8942
12.200,1,0.9132,0.9702,0.9132
12.300,1,0.9275,0.9702,0.9275
12.400,1,0.9382,0.9702,0.9382
12.499,1,0.9533,0.9986,0.9533
12.600,1,0.9646,0.9986,0.9646
12.700,1,0.9731,0.9986,0.9731
12.801,1,0.9795,0.9986,0.9795
12.900,1,0.9735,0.9556,0.9735
13.000,1,0.9691,0.9556,0.9691
13.101,1,0.8910,0.6567,0.8910
13.200,1,0.8324,0.6567,0.8324
13.300,1,0.7885,0.6567,0.7885
13.400,1,0.7555,0.6567,0.7555
13.501,1,0.7327,0.6644,0.7327
13.600,1,0.7885,0.9556,0.7885
13.700,1,0.8303,0.9556,0.8303
13.800,1,0.8724,0.9986,0.8724
13.900,1,0.9039,0.9986,0.9039
14.001,1,0.9276,0.9986,0.9276
14.101,1,0.9454,0.9986,0.9454
14.200,1,0.9587,0.9986,0.9587
14.301,1,0.9687,0.9986,0.9687
14.400,1,0.9762,0.9986,0.9762
14.501,1,0.9818,0.9986,0.9818
14.601,1,0.9860,0.9986,0.9860
14.700,1,0.9892,0.9986,0.9892
14.801,1,0.9915,0.9986,0.9915
14.900,1,0.9933,0.9986,0.9933
15.001,1,0.9946,0.9986,0.9946
15.101,1,0.9956,0.9986,0.9956
15.200,1,0.9964,0.9986,0.9964
15.301,1,0.9969,0.9986,0.9969
15.401,1,0.9974,0.9986,0.9974
15.501,1,0.9977,0.9986,0.9977
15.601,1,0.9979,0.9986,0.9979
15.700,1,0.9981,0.9986,0.9981
15.801,1,0.9982,0.9986,0.9982
15.901,1,0.9983,0.9986,0.9983
16.001,1,0.9984,0.9986,0.9984
16.100,1,0.9877,0.9556,0.9877
16.201,1,0.9797,0.9556,0.9797
16.301,1,0.8989,0.6567,0.8989
16.401,1,0.8384,0.6567,0.8384
16.501,1,0.7929,0.6567,0.7929
16.601,1,0.7589,0.6567,0.7589
16.701,1,0.8081,0.9556,0.8081
16.801,1,0.8450,0.9556,0.8450
16.901,1,0.8834,0.9986,0.8834
17.001,1,0.9122,0.9986,0.9122
17.100,1,0.9338,0.9986,0.9338
17.201,1,0.9500,0.9986,0.9500
