elapsed_s,prediction,confidence
1.017,normal,1.0000
1.121,front_right,1.0000
1.221,normal,1.0000
1.321,normal,1.0000
1.421,normal,1.0000
1.521,normal,1.0000
1.621,normal,1.0000
1.721,normal,1.0000
1.821,normal,1.0000
1.921,normal,1.0000
2.021,normal,1.0000
2.121,normal,1.0000
2.221,normal,1.0000
2.321,normal,1.0000
2.421,normal,1.0000
2.521,normal,1.0000
2.616,normal,1.0000
2.721,normal,1.0000
2.821,normal,1.0000
2.922,normal,1.0000
3.020,normal,1.0000
3.122,normal,1.0000
3.221,normal,1.0000
3.321,normal,1.0000
3.422,normal,1.0000
3.514,normal,1.0000
3.622,normal,1.0000
3.721,normal,1.0000
3.821,normal,1.0000
3.919,normal,1.0000
4.021,normal,1.0000
4.121,normal,1.0000
4.221,normal,1.0000
4.321,normal,1.0000
4.420,normal,1.0000
4.522,normal,1.0000
4.621,normal,1.0000
4.720,normal,1.0000
4.821,normal,1.0000
4.921,normal,1.0000
5.021,normal,1.0000
5.120,normal,1.0000
5.222,normal,1.0000
5.321,normal,1.0000
5.420,normal,1.0000
5.521,normal,1.0000
5.622,normal,1.0000
5.721,normal,1.0000
5.822,normal,1.0000
5.921,normal,1.0000
6.020,normal,1.0000
6.121,normal,1.0000
6.221,normal,1.0000
6.321,normal,1.0000
6.422,normal,1.0000
6.522,normal,1.0000
6.620,normal,1.0000
6.721,normal,1.0000
6.822,normal,1.0000
6.921,normal,1.0000
7.021,normal,1.0000
7.121,normal,1.0000
7.221,normal,1.0000
7.321,normal,1.0000
7.421,normal,1.0000
7.522,normal,1.0000
7.616,normal,1.0000
7.722,normal,1.0000
7.821,normal,1.0000
7.921,normal,1.0000
8.021,normal,1.0000
8.122,normal,1.0000
8.221,normal,1.0000
8.321,normal,1.0000
8.421,normal,1.0000
8.521,normal,1.0000
8.621,normal,1.0000
8.722,normal,1.0000
8.822,normal,1.0000
8.921,normal,1.0000
9.022,normal,1.0000
9.122,normal,1.0000
9.221,normal,1.0000
9.323,normal,1.0000
9.416,normal,1.0000
9.522,normal,1.0000
9.621,normal,1.0000
9.721,normal,1.0000
9.822,normal,1.0000
9.921,normal,1.0000
10.019,normal,1.0000
10.121,normal,1.0000
10.218,normal,1.0000
10.320,normal,1.0000
10.420,normal,1.0000
10.520,normal,1.0000
10.619,normal,1.0000
10.720,front_left,1.0000
10.820,front_left,1.0000
10.920,front_left,1.0000
11.020,front_left,1.0000
11.120,front_left,1.0000
11.221,front_left,1.0000
11.320,front_left,0.6488
11.421,front_left,0.6488
11.521,front_left,1.0000
11.621,front_left,1.0000
11.720,front_left,1.0000
11.821,front_left,1.0000
11.920,front_left,1.0000
12.021,front_right,0.6558
12.121,front_right,0.6558
12.220,normal,1.0000
12.321,normal,1.0000
12.421,normal,1.0000
12.520,normal,1.0000
12.614,normal,1.0000
12.721,normal,1.0000
12.821,normal,1.0000
12.921,normal,1.0000
13.021,normal,1.0000
13.120,normal,1.0000
13.220,normal,1.0000
13.321,normal,1.0000
13.421,normal,1.0000
13.520,normal,1.0000
13.621,normal,1.0000
13.721,normal,1.0000
