elapsed_s,prediction,confidence,p_deformed
1.001,1,0.9180,0.9180
1.101,1,1.0000,1.0000
1.201,0,0.8956,0.1044
1.301,0,0.8956,0.1044
1.401,0,0.8956,0.1044
1.501,0,0.8956,0.1044
1.601,0,0.8956,0.1044
1.701,0,0.8956,0.1044
1.801,1,0.9180,0.9180
1.901,1,0.9180,0.9180
2.001,1,0.9180,0.9180
2.101,1,0.9180,0.9180
2.201,1,0.9180,0.9180
2.301,1,0.9180,0.9180
2.401,0,0.9812,0.0188
2.501,0,0.9812,0.0188
2.601,1,0.9180,0.9180
2.701,1,0.9180,0.9180
2.800,1,0.9180,0.9180
2.901,1,0.9180,0.9180
3.001,1,0.9180,0.9180
3.101,1,0.9180,0.9180
3.201,1,0.9180,0.9180
3.301,1,0.9180,0.9180
3.401,1,0.2196,0.2196
3.501,1,0.2196,0.2196
3.601,1,0.2196,0.2196
3.701,0,0.9812,0.0188
3.801,0,0.9812,0.0188
3.901,0,0.9812,0.0188
4.001,0,0.9812,0.0188
4.100,0,0.9812,0.0188
4.201,0,0.9812,0.0188
4.301,0,0.9812,0.0188
4.401,0,0.9812,0.0188
4.501,1,0.2196,0.2196
4.601,1,0.2196,0.2196
4.701,0,0.9964,0.0036
4.801,0,0.9964,0.0036
4.901,0,0.9964,0.0036
5.001,0,0.9964,0.0036
5.101,0,0.9964,0.0036
5.201,0,0.9964,0.0036
5.301,0,0.9964,0.0036
5.401,0,0.9964,0.0036
5.501,0,0.9964,0.0036
5.600,0,0.9964,0.0036
5.700,0,0.9964,0.0036
5.801,0,0.9964,0.0036
5.901,0,0.9964,0.0036
6.001,0,0.9964,0.0036
6.101,0,0.9964,0.0036
6.201,0,0.9964,0.0036
6.301,0,0.9964,0.0036
6.401,0,0.9964,0.0036
6.501,1,0.2196,0.2196
6.601,1,0.2196,0.2196
6.701,0,0.9812,0.0188
6.801,0,0.9812,0.0188
6.901,0,0.9812,0.0188
7.001,1,0.8920,0.8920
7.101,1,0.8920,0.8920
7.201,1,0.8920,0.8920
7.301,1,0.4605,0.4605
7.401,1,0.4605,0.4605
7.501,1,0.4605,0.4605
7.601,1,0.4605,0.4605
7.701,0,0.9882,0.0118
7.801,0,0.9882,0.0118
7.901,0,0.9882,0.0118
8.001,1,0.4605,0.4605
8.100,1,0.2079,0.2079
8.201,1,0.2079,0.2079
8.300,1,0.2079,0.2079
8.401,1,0.2079,0.2079
