elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.033,1,0.7054,0.7054,0.7054
1.130,1,0.6949,0.6633,0.6949
1.233,1,0.6695,0.5932,0.6695
1.329,1,0.6381,0.5440,0.6381
1.431,1,0.6209,0.5691,0.6209
1.531,1,0.6076,0.5678,0.6076
1.631,1,0.5913,0.5424,0.5913
1.732,1,0.5790,0.5419,0.5790
1.830,1,0.5748,0.5624,0.5748
1.930,1,0.5739,0.5710,0.5739
2.031,1,0.5697,0.5571,0.5697
2.131,1,0.5664,0.5565,0.5664
2.230,1,0.5600,0.5409,0.5600
2.331,1,0.5656,0.5825,0.5656
2.430,1,0.5726,0.5937,0.5726
2.531,1,0.5598,0.5213,0.5598
2.631,0,0.4773,0.4113,0.5227
2.730,0,0.5211,0.3477,0.4789
2.831,0,0.5261,0.4590,0.4739
2.931,0,0.5201,0.4978,0.4799
3.031,0,0.5192,0.4836,0.4808
3.131,0,0.5218,0.4703,0.4782
3.230,0,0.5178,0.4942,0.4822
3.332,0,0.5289,0.4379,0.4711
3.431,0,0.5578,0.3554,0.4422
3.531,0,0.5959,0.2900,0.4041
3.630,0,0.6418,0.2203,0.3582
3.731,0,0.6853,0.1841,0.3147
3.830,0,0.7226,0.1657,0.2774
3.930,0,0.7544,0.1502,0.2456
4.031,0,0.7771,0.1548,0.2229
4.131,0,0.7920,0.1632,0.2080
4.230,0,0.7932,0.2032,0.2068
4.330,0,0.7671,0.3112,0.2329
4.431,0,0.7433,0.3283,0.2567
4.530,0,0.7153,0.3687,0.2847
4.631,0,0.7055,0.3238,0.2945
4.731,0,0.7206,0.2342,0.2794
4.832,0,0.7407,0.1989,0.2593
4.930,0,0.7394,0.2645,0.2606
5.031,0,0.7307,0.2953,0.2693
5.131,0,0.7139,0.3368,0.2861
5.231,0,0.6677,0.4709,0.3323
5.331,0,0.6267,0.4963,0.3733
5.431,0,0.6285,0.3660,0.3715
5.531,0,0.6434,0.3120,0.3566
5.630,0,0.6546,0.3119,0.3454
5.756,0,0.6782,0.2509,0.3218
5.828,0,0.7130,0.1826,0.2870
5.931,0,0.7500,0.1392,0.2500
6.031,0,0.7779,0.1384,0.2221
6.131,0,0.8019,0.1259,0.1981
6.231,0,0.7978,0.2145,0.2022
6.330,0,0.7829,0.2617,0.2171
6.431,0,0.7740,0.2528,0.2260
6.531,0,0.7668,0.2547,0.2332
6.631,0,0.7583,0.2672,0.2417
6.731,0,0.7606,0.2326,0.2394
6.831,0,0.7807,0.1589,0.2193
6.931,0,0.7838,0.2069,0.2162
7.030,0,0.7601,0.3109,0.2399
7.130,0,0.7001,0.4800,0.2999
7.230,0,0.6350,0.5602,0.3650
7.330,0,0.5736,0.6108,0.4264
7.430,0,0.5296,0.6023,0.4704
7.557,0,0.5003,0.5876,0.4997
7.629,0,0.4715,0.6150,0.5285
7.730,1,0.5573,0.6434,0.5573
7.831,1,0.5838,0.6634,0.5838
7.931,1,0.5847,0.5874,0.5847
8.030,1,0.5674,0.5157,0.5674
8.130,0,0.4899,0.3380,0.5101
8.230,0,0.5444,0.2921,0.4556
8.330,0,0.5928,0.2619,0.4072
8.430,0,0.6279,0.2668,0.3721
8.530,0,0.6402,0.3229,0.3598
8.630,0,0.6717,0.2338,0.3283
8.731,0,0.6854,0.2733,0.3146
8.830,0,0.7102,0.2155,0.2898
8.931,0,0.7331,0.1982,0.2669
9.030,0,0.7428,0.2281,0.2572
9.131,0,0.7547,0.2097,0.2453
9.230,0,0.7579,0.2324,0.2421
9.330,0,0.7138,0.4187,0.2862
9.431,0,0.6346,0.6029,0.3654
9.530,0,0.5615,0.6579,0.4385
9.630,0,0.5011,0.6800,0.4989
9.760,0,0.4808,0.5803,0.5192
9.826,0,0.4729,0.5507,0.5271
9.930,0,0.4843,0.4817,0.5157
10.030,0,0.5117,0.4059,0.4883
10.131,0,0.5341,0.3987,0.4659
10.231,0,0.5547,0.3836,0.4453
10.331,0,0.5617,0.4173,0.4383
10.430,0,0.5444,0.5076,0.4556
10.529,0,0.5078,0.6021,0.4922
10.630,0,0.4718,0.6363,0.5282
10.730,1,0.5651,0.6757,0.5651
10.831,1,0.5785,0.6185,0.5785
10.931,1,0.5973,0.6539,0.5973
