elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.034,1,0.7257,0.7257,0.7257
1.131,1,0.7333,0.7562,0.7333
1.231,1,0.7077,0.6308,0.7077
1.331,1,0.6688,0.5522,0.6688
1.431,1,0.6366,0.5399,0.6366
1.530,1,0.6122,0.5393,0.6122
1.630,1,0.5945,0.5413,0.5945
1.730,1,0.5822,0.5452,0.5822
1.831,1,0.5811,0.5777,0.5811
1.930,1,0.5772,0.5656,0.5772
2.031,1,0.5744,0.5662,0.5744
2.130,1,0.5850,0.6168,0.5850
2.230,1,0.5820,0.5730,0.5820
2.331,1,0.5726,0.5443,0.5726
2.430,1,0.5955,0.6641,0.5955
2.531,1,0.6097,0.6523,0.6097
2.630,1,0.6133,0.6242,0.6133
2.730,1,0.6002,0.5607,0.6002
2.830,1,0.5714,0.4851,0.5714
2.930,0,0.4649,0.4264,0.5351
3.031,0,0.4881,0.4422,0.5119
3.144,0,0.5186,0.3898,0.4814
3.230,0,0.5389,0.4003,0.4611
3.331,0,0.5335,0.4824,0.4665
3.431,0,0.5186,0.5263,0.4814
3.531,0,0.5028,0.5444,0.4972
3.631,0,0.5155,0.4466,0.4845
3.731,0,0.5604,0.3050,0.4396
3.830,0,0.6214,0.1957,0.3786
3.931,0,0.6597,0.2251,0.3403
4.030,0,0.6290,0.4633,0.3710
4.131,0,0.5305,0.7648,0.4695
4.231,1,0.5521,0.8000,0.5521
4.325,1,0.6249,0.8432,0.6249
4.431,1,0.6910,0.8895,0.6910
4.531,1,0.7406,0.8894,0.7406
4.630,1,0.7908,0.9414,0.7908
4.731,1,0.8222,0.9164,0.8222
4.831,1,0.8470,0.9214,0.8470
4.931,1,0.8693,0.9363,0.8693
5.031,1,0.8891,0.9483,0.8891
5.131,1,0.9164,0.9983,0.9164
5.231,1,0.9373,1.0000,0.9373
5.330,1,0.9525,0.9983,0.9525
5.431,1,0.9640,0.9983,0.9640
5.530,1,0.9730,1.0000,0.9730
5.632,1,0.9797,1.0000,0.9797
5.730,1,0.9848,1.0000,0.9848
5.831,1,0.9886,1.0000,0.9886
5.932,1,0.9914,1.0000,0.9914
6.030,1,0.9920,0.9936,0.9920
6.131,1,0.9866,0.9707,0.9866
6.231,1,0.9753,0.9412,0.9753
6.330,1,0.9645,0.9321,0.9645
6.431,1,0.9581,0.9388,0.9581
6.531,1,0.9501,0.9260,0.9501
6.631,1,0.9471,0.9383,0.9471
6.730,1,0.9575,0.9886,0.9575
6.831,1,0.9670,0.9957,0.9670
6.931,1,0.9753,1.0000,0.9753
7.031,1,0.9815,1.0000,0.9815
7.132,1,0.9861,1.0000,0.9861
7.231,1,0.9896,1.0000,0.9896
7.331,1,0.9922,1.0000,0.9922
7.431,1,0.9941,1.0000,0.9941
7.531,1,0.9956,1.0000,0.9956
7.630,1,0.9967,1.0000,0.9967
7.731,1,0.9975,1.0000,0.9975
7.828,1,0.9981,1.0000,0.9981
7.931,1,0.9986,1.0000,0.9986
8.032,1,0.9990,1.0000,0.9990
8.158,1,0.9992,1.0000,0.9992
8.230,1,0.9994,1.0000,0.9994
8.337,1,0.9996,1.0000,0.9996
8.431,1,0.9997,1.0000,0.9997
8.532,1,0.9994,0.9987,0.9994
8.631,1,0.9996,1.0000,0.9996
8.731,1,0.9997,1.0000,0.9997
8.831,1,0.9998,1.0000,0.9998
8.931,1,0.9998,1.0000,0.9998
9.030,1,0.9999,1.0000,0.9999
9.131,1,0.9999,1.0000,0.9999
9.230,1,0.9999,1.0000,0.9999
9.329,1,0.9999,1.0000,0.9999
