elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
10.330,0,0.4004,0.5996,0.5996
10.429,0,0.3966,0.6149,0.6034
10.528,0,0.4022,0.5812,0.5978
10.663,0,0.4050,0.5863,0.5950
10.726,0,0.3562,0.7901,0.6438
10.873,1,0.6885,0.8229,0.6885
10.938,1,0.7191,0.8108,0.7191
11.027,1,0.7467,0.8294,0.7467
11.132,1,0.7912,0.9250,0.7912
11.228,1,0.8360,0.9701,0.8360
11.331,1,0.8670,0.9602,0.8670
11.426,1,0.8880,0.9510,0.8880
11.528,1,0.8952,0.9166,0.8952
11.630,1,0.8831,0.8471,0.8831
11.728,1,0.8844,0.8884,0.8844
11.827,1,0.8791,0.8632,0.8791
11.928,1,0.8954,0.9440,0.8954
12.028,1,0.9140,0.9701,0.9140
12.128,1,0.9277,0.9687,0.9277
12.228,1,0.9415,0.9828,0.9415
12.333,1,0.9514,0.9813,0.9514
12.429,1,0.9595,0.9837,0.9595
12.529,1,0.9677,0.9923,0.9677
12.628,1,0.9713,0.9821,0.9713
12.728,1,0.9706,0.9685,0.9706
12.830,1,0.9742,0.9848,0.9742
12.927,1,0.9682,0.9502,0.9682
13.028,1,0.9627,0.9461,0.9627
13.127,1,0.9309,0.8357,0.9309
13.229,1,0.9107,0.8499,0.9107
13.328,1,0.8936,0.8422,0.8936
13.428,1,0.8910,0.8833,0.8910
13.529,1,0.8856,0.8693,0.8856
13.627,1,0.9106,0.9856,0.9106
13.729,1,0.9321,0.9965,0.9321
13.829,1,0.9479,0.9956,0.9479
13.928,1,0.9580,0.9883,0.9580
14.027,1,0.9570,0.9541,0.9570
14.128,1,0.9422,0.8977,0.9422
14.229,1,0.9269,0.8809,0.9269
14.328,1,0.8950,0.7992,0.8950
14.428,1,0.8136,0.5696,0.8136
14.527,1,0.7353,0.5004,0.7353
14.627,1,0.7205,0.6760,0.7205
14.728,1,0.7612,0.8831,0.7612
14.826,1,0.8045,0.9345,0.8045
14.927,1,0.8433,0.9599,0.8433
15.027,1,0.8739,0.9658,0.8739
15.128,1,0.8929,0.9497,0.8929
15.227,1,0.8995,0.9193,0.8995
15.326,1,0.9178,0.9725,0.9178
15.427,1,0.9368,0.9939,0.9368
15.527,1,0.9495,0.9877,0.9495
15.625,1,0.9575,0.9816,0.9575
15.728,1,0.9594,0.9650,0.9594
15.825,1,0.9522,0.9304,0.9522
15.928,1,0.9500,0.9436,0.9500
16.028,1,0.9422,0.9188,0.9422
16.127,1,0.9242,0.8703,0.9242
16.228,1,0.9100,0.8674,0.9100
16.343,1,0.9146,0.9281,0.9146
16.428,1,0.9324,0.9859,0.9324
16.528,1,0.9449,0.9824,0.9449
16.625,1,0.9512,0.9702,0.9512
16.728,1,0.9564,0.9718,0.9564
16.826,1,0.9616,0.9774,0.9616
16.927,1,0.9682,0.9879,0.9682
17.027,1,0.9735,0.9896,0.9735
17.127,1,0.9794,0.9968,0.9794
17.227,1,0.9797,0.9807,0.9797
17.361,1,0.9809,0.9847,0.9809
17.426,1,0.9824,0.9869,0.9824
17.528,1,0.9843,0.9899,0.9843
17.628,1,0.9852,0.9878,0.9852
17.727,1,0.9837,0.9790,0.9837
17.826,1,0.9803,0.9703,0.9803
17.927,1,0.9700,0.9391,0.9700
18.026,1,0.9624,0.9396,0.9624
18.128,1,0.9569,0.9405,0.9569
18.229,1,0.9559,0.9529,0.9559
18.328,1,0.9566,0.9588,0.9566
18.427,1,0.9606,0.9723,0.9606
18.527,1,0.9671,0.9866,0.9671
18.627,1,0.9729,0.9905,0.9729
18.726,1,0.9781,0.9938,0.9781
18.828,1,0.9758,0.9689,0.9758
18.927,1,0.9694,0.9500,0.9694
19.026,1,0.9711,0.9761,0.9711
19.126,1,0.9672,0.9556,0.9672
19.227,1,0.9664,0.9641,0.9664
19.327,1,0.9685,0.9747,0.9685
19.427,1,0.9722,0.9835,0.9722
19.527,1,0.9758,0.9865,0.9758
19.627,1,0.9710,0.9566,0.9710
19.728,1,0.9729,0.9785,0.9729
19.827,1,0.9768,0.9885,0.9768
19.930,1,0.9804,0.9913,0.9804
20.028,1,0.9816,0.9850,0.9816
