elapsed_s,prediction,confidence
1.012,front_right,1.0000
1.112,front_right,1.0000
1.212,front_right,1.0000
1.311,front_right,1.0000
1.411,front_right,1.0000
1.512,front_right,1.0000
1.611,front_right,1.0000
1.712,front_right,1.0000
1.807,front_right,1.0000
1.916,front_right,1.0000
2.005,front_right,1.0000
2.112,front_right,1.0000
2.212,front_right,1.0000
2.311,front_right,1.0000
2.411,normal,1.0000
2.512,normal,1.0000
2.611,normal,1.0000
2.711,front_right,1.0000
2.811,front_right,1.0000
2.912,front_right,1.0000
3.008,front_right,1.0000
3.111,front_right,0.8840
3.212,front_right,0.8840
3.311,front_right,0.8840
3.412,front_right,0.8840
3.512,front_right,0.8840
3.611,front_right,0.8840
3.712,front_right,0.8840
3.811,front_right,0.8840
3.912,front_right,0.8840
4.012,normal,1.0000
4.112,normal,1.0000
4.212,normal,1.0000
4.312,normal,1.0000
4.412,normal,1.0000
4.511,normal,1.0000
4.611,normal,1.0000
4.711,normal,1.0000
4.811,front_right,0.8840
4.911,front_right,0.5216
5.011,front_right,0.5216
5.112,front_right,1.0000
5.212,front_right,1.0000
5.311,front_right,0.8840
5.412,front_right,0.8840
5.511,normal,1.0000
5.611,front_right,1.0000
5.712,front_right,1.0000
5.811,front_right,1.0000
5.912,normal,1.0000
6.011,normal,1.0000
6.112,front_right,1.0000
6.211,front_right,1.0000
6.311,front_right,1.0000
6.412,front_right,1.0000
6.512,front_right,1.0000
6.615,front_right,1.0000
6.704,front_right,1.0000
6.812,front_right,1.0000
6.912,front_right,1.0000
7.012,front_right,0.5216
7.112,front_right,0.5216
7.212,front_right,0.5216
7.312,front_right,0.5216
7.412,front_right,0.5216
7.512,front_right,0.5216
7.612,normal,1.0000
7.712,normal,1.0000
7.812,front_right,0.8840
7.912,front_right,0.8840
8.012,front_right,0.8840
8.112,front_right,0.5216
8.212,front_right,0.5216
8.305,normal,1.0000
8.412,normal,1.0000
8.512,normal,1.0000
8.612,normal,1.0000
8.712,normal,1.0000
8.812,normal,1.0000
8.912,normal,1.0000
9.011,normal,1.0000
9.111,normal,1.0000
9.210,normal,1.0000
9.312,normal,1.0000
9.412,front_right,0.5216
9.511,normal,1.0000
9.611,normal,1.0000
9.711,normal,1.0000
9.803,normal,1.0000
9.911,front_right,0.8840
10.011,front_right,0.5216
10.111,front_right,0.5216
10.211,front_right,0.5216
10.311,front_right,0.5216
10.415,normal,1.0000
10.511,front_right,0.5216
10.611,front_right,0.5216
10.712,front_right,0.5216
10.811,front_right,0.5216
10.911,front_right,0.5216
11.012,front_right,0.5216
11.111,front_right,0.8840
11.211,normal,1.0000
11.311,normal,1.0000
11.411,normal,1.0000
11.511,normal,1.0000
11.611,normal,1.0000
11.712,front_right,1.0000
11.811,front_right,1.0000
11.911,front_right,1.0000
12.011,front_right,1.0000
12.110,front_right,1.0000
12.211,front_right,1.0000
12.311,front_right,1.0000
12.411,front_right,1.0000
12.511,front_right,1.0000
12.615,normal,1.0000
12.704,normal,1.0000
12.811,front_right,1.0000
12.911,normal,1.0000
13.011,normal,1.0000
13.111,normal,1.0000
13.211,normal,1.0000
13.311,normal,1.0000
13.405,normal,1.0000
13.511,normal,1.0000
13.611,normal,1.0000
13.711,front_right,1.0000
13.811,front_right,1.0000
13.911,front_right,1.0000
14.011,front_right,1.0000
14.111,front_right,1.0000
14.212,front_right,1.0000
14.311,front_right,0.8840
14.411,front_right,1.0000
14.511,front_right,1.0000
14.611,front_right,1.0000
14.711,normal,1.0000
14.812,normal,1.0000
14.911,normal,1.0000
15.011,normal,1.0000
15.111,normal,1.0000
15.212,normal,1.0000
15.311,front_right,1.0000
15.412,front_right,1.0000
15.511,front_right,1.0000
15.612,front_right,1.0000
15.711,front_right,1.0000
15.809,front_right,0.8840
15.911,front_right,0.8840
16.011,front_right,0.8840
16.111,front_right,0.8840
16.212,front_right,0.8840
16.310,front_right,0.8840
16.411,normal,1.0000
16.510,normal,1.0000
16.611,normal,1.0000
16.712,normal,1.0000
16.812,normal,1.0000
16.911,normal,1.0000
17.011,normal,1.0000
17.111,normal,1.0000
17.212,normal,1.0000
17.311,normal,1.0000
17.406,normal,1.0000
17.503,normal,1.0000
17.611,front_right,0.8840
17.713,front_right,1.0000
17.812,front_right,1.0000
17.911,front_right,1.0000
18.011,front_right,0.8840
18.112,front_right,0.8840
18.212,front_right,1.0000
18.304,front_right,1.0000
18.412,front_right,1.0000
18.511,front_right,1.0000
18.611,front_right,1.0000
18.710,front_right,1.0000
18.810,front_right,1.0000
18.910,front_right,1.0000
19.011,front_right,1.0000
19.110,front_right,1.0000
19.211,front_right,0.5216
19.312,front_right,0.5216
19.411,front_right,0.5216
19.511,front_right,0.5216
19.611,front_right,0.5216
19.711,front_right,0.5216
19.811,front_right,0.8840
19.911,front_right,0.5216
20.011,front_right,0.5216
20.111,front_right,0.5216
20.211,front_right,0.5216
20.310,front_right,0.5216
20.411,front_right,0.5216
20.511,normal,1.0000
20.611,normal,1.0000
20.711,front_right,1.0000
20.811,front_right,1.0000
20.911,front_right,1.0000
21.011,front_right,1.0000
21.111,front_right,1.0000
21.211,normal,1.0000
21.310,normal,1.0000
21.411,normal,1.0000
21.511,normal,1.0000
21.611,normal,1.0000
21.712,normal,1.0000
21.810,normal,1.0000
21.911,normal,1.0000
22.011,normal,1.0000
22.111,normal,1.0000
22.211,normal,1.0000
22.311,normal,1.0000
22.410,normal,1.0000
22.511,front_right,0.8840
22.611,front_right,0.8840
22.711,front_right,0.8840
22.815,front_right,0.8840
22.903,normal,1.0000
23.011,normal,1.0000
23.111,normal,1.0000
23.211,normal,1.0000
23.311,front_right,0.5216
23.411,front_right,0.5216
23.511,front_right,0.5216
23.612,front_right,0.5216
23.711,front_right,0.5216
23.811,front_right,0.5216
23.911,front_right,0.5216
24.011,front_right,0.5216
24.111,front_right,0.5216
24.208,front_right,0.5216
24.312,front_right,0.5216
24.412,front_right,0.5216
24.512,front_right,0.5216
24.612,front_right,0.5216
24.712,front_right,0.5216
24.812,front_right,0.5216
24.912,normal,1.0000
25.011,normal,1.0000
25.111,normal,1.0000
25.211,normal,1.0000
25.311,normal,1.0000
