elapsed_s,prediction,confidence
1.036,front_left,0.6043
1.135,front_left,0.5798
1.235,front_left,0.5837
1.335,front_left,0.5753
1.447,front_left,0.5670
1.535,front_left,0.5337
1.635,front_left,0.5087
1.729,front_left,0.5048
1.835,front_left,0.4784
1.935,front_left,0.4678
2.035,front_left,0.4551
2.135,rear_left,0.4083
2.235,rear_left,0.4369
2.334,rear_left,0.4234
2.436,front_left,0.4477
2.535,front_left,0.4727
2.635,front_left,0.4893
2.730,front_left,0.4773
2.835,front_left,0.4690
2.935,front_left,0.4621
3.036,front_left,0.4742
3.135,front_left,0.4981
3.235,front_left,0.5132
3.335,front_left,0.5400
3.435,front_left,0.5483
3.535,front_left,0.5483
3.635,front_left,0.5464
3.735,front_left,0.5663
3.834,front_left,0.5580
3.936,front_left,0.5686
4.025,front_left,0.5725
4.135,front_left,0.5725
4.230,front_left,0.5765
4.335,front_left,0.5437
4.435,front_left,0.5590
4.535,front_left,0.5590
4.636,front_left,0.5507
4.735,front_left,0.5590
4.837,front_left,0.5550
4.936,front_left,0.5444
5.036,front_left,0.5110
5.136,front_left,0.4800
5.226,rear_left,0.4369
5.335,rear_left,0.4452
5.434,rear_left,0.5120
5.536,rear_left,0.6375
5.636,rear_left,0.6542
5.735,rear_left,0.7033
5.835,rear_left,0.7116
5.935,rear_left,0.7153
6.034,rear_left,0.7142
6.133,rear_left,0.6869
6.235,rear_left,0.6320
6.334,rear_left,0.5772
6.435,rear_left,0.5045
6.536,front_left,0.4549
6.636,front_left,0.4799
6.734,front_left,0.5280
6.847,front_left,0.5280
6.938,front_left,0.5196
7.035,front_left,0.4946
7.136,front_left,0.5115
7.236,front_left,0.4938
7.334,front_left,0.4938
7.427,front_left,0.5696
7.533,front_left,0.5613
7.635,front_left,0.5709
7.734,front_left,0.5793
7.834,front_left,0.5640
7.934,front_left,0.5723
8.034,front_left,0.5588
8.135,front_left,0.5893
8.234,front_left,0.6471
8.334,front_left,0.6902
8.434,front_left,0.7309
8.534,front_left,0.7258
8.634,front_left,0.6809
8.734,front_left,0.6463
8.834,front_left,0.5889
8.935,front_left,0.5806
9.035,front_left,0.5889
9.135,front_left,0.6713
9.226,front_left,0.7335
9.362,front_left,0.8041
9.433,front_left,0.8039
9.534,front_left,0.7924
9.636,front_left,0.7840
9.734,front_left,0.7667
9.834,front_left,0.6479
9.934,front_left,0.5117
10.034,front_left,0.4566
10.134,rear_right,0.3886
10.234,rear_left,0.4718
10.331,front_left,0.4279
10.434,front_left,0.5184
10.534,front_left,0.5863
10.635,front_left,0.7113
10.735,front_left,0.7280
10.835,front_left,0.7270
10.934,front_left,0.7187
11.034,front_left,0.7258
11.134,front_left,0.6740
11.235,front_left,0.6126
11.333,front_left,0.5793
11.435,front_left,0.5626
11.535,front_left,0.4984
11.635,rear_left,0.4191
11.735,rear_left,0.5976
11.835,rear_left,0.8353
11.934,rear_left,0.8636
12.035,rear_left,0.8719
12.135,rear_left,0.8907
12.234,rear_left,0.9051
12.333,rear_left,0.8982
12.435,rear_left,0.8899
12.572,rear_left,0.8772
12.632,rear_left,0.8841
12.725,rear_left,0.8719
12.837,rear_left,0.8636
12.934,rear_left,0.8636
13.033,rear_left,0.8661
13.135,rear_left,0.8721
13.233,rear_left,0.8673
13.334,rear_left,0.8627
13.435,rear_left,0.8377
13.535,rear_left,0.8287
13.636,rear_left,0.8389
13.725,rear_left,0.8266
13.833,rear_left,0.8121
13.935,rear_left,0.8335
14.033,rear_left,0.8462
14.136,rear_left,0.8555
14.234,rear_left,0.8636
14.335,rear_left,0.8636
14.435,rear_left,0.8705
14.533,rear_left,0.8822
14.632,rear_left,0.9233
14.735,rear_left,0.9499
14.831,rear_left,0.9547
14.934,rear_left,0.9259
15.034,rear_left,0.8955
15.135,rear_left,0.8802
15.232,rear_left,0.8661
15.334,rear_left,0.8661
15.435,rear_left,0.8523
15.533,rear_left,0.8037
15.634,rear_left,0.7762
15.734,rear_left,0.7320
15.834,rear_left,0.6950
15.936,rear_left,0.6950
16.035,rear_left,0.6961
16.135,rear_left,0.7450
16.233,rear_left,0.7814
16.332,rear_left,0.8592
16.435,rear_left,0.8931
16.533,rear_left,0.8941
16.634,rear_left,0.9126
16.733,rear_left,0.9531
16.833,rear_left,0.9500
16.934,rear_left,0.9566
17.033,rear_left,0.9480
17.134,rear_left,0.9367
17.234,rear_left,0.8941
17.334,rear_left,0.8977
17.436,rear_left,0.8718
17.534,rear_left,0.8660
17.633,rear_left,0.8390
17.734,rear_left,0.7620
17.833,rear_left,0.7326
17.934,rear_left,0.6919
18.031,rear_left,0.6849
18.133,rear_left,0.6583
18.234,rear_left,0.6265
18.334,rear_left,0.5834
18.435,rear_left,0.5706
18.534,rear_left,0.5660
18.635,rear_left,0.5494
18.736,rear_left,0.3905
18.835,front_left,0.4814
18.934,front_left,0.5117
19.034,front_left,0.5117
19.135,front_left,0.5367
19.235,front_left,0.5662
19.334,front_left,0.5549
19.434,rear_left,0.4356
19.533,rear_left,0.6775
19.635,rear_left,0.7834
19.734,rear_left,0.8457
19.835,rear_left,0.8631
19.934,rear_left,0.8681
20.034,rear_left,0.8718
20.134,rear_left,0.8718
20.234,rear_left,0.8551
20.334,rear_left,0.8330
20.434,rear_left,0.8153
20.533,rear_left,0.7903
20.635,rear_left,0.7951
20.734,rear_left,0.8390
20.834,rear_left,0.8624
20.934,rear_left,0.8461
21.035,rear_left,0.8697
21.134,rear_left,0.8876
21.235,rear_left,0.9428
21.334,rear_left,0.9529
21.435,rear_left,0.9259
21.534,rear_left,0.8788
21.635,rear_left,0.8719
21.734,rear_left,0.8520
21.834,rear_left,0.8046
21.935,rear_left,0.7063
22.035,rear_left,0.5644
22.135,rear_left,0.5571
22.234,rear_left,0.5823
22.335,rear_left,0.6238
22.435,rear_left,0.6647
22.534,rear_left,0.7372
22.635,rear_left,0.7965
22.735,rear_left,0.8353
22.835,rear_left,0.8120
22.935,rear_left,0.7935
23.035,rear_left,0.7344
23.135,rear_left,0.6564
23.235,rear_left,0.5922
23.335,rear_left,0.4945
23.434,rear_left,0.4997
23.535,rear_left,0.4997
23.635,rear_left,0.5444
23.736,rear_left,0.5581
23.835,rear_left,0.5951
23.935,rear_left,0.5997
24.036,rear_left,0.5997
24.135,rear_left,0.5767
24.235,rear_left,0.4769
24.335,rear_left,0.4715
24.435,rear_left,0.4799
24.535,rear_left,0.4852
24.635,rear_left,0.5059
24.735,rear_left,0.5835
24.835,rear_left,0.6182
24.935,rear_left,0.6567
25.034,rear_left,0.6886
25.135,rear_left,0.6923
25.233,rear_left,0.6923
25.334,rear_left,0.6923
25.434,rear_left,0.6866
25.532,rear_left,0.6464
25.635,rear_left,0.6377
25.734,front_left,0.4573
25.835,front_left,0.5632
25.935,front_left,0.5378
26.034,front_left,0.5447
26.135,front_left,0.5303
26.234,front_left,0.5356
26.334,front_left,0.4523
26.434,rear_right,0.3937
26.534,rear_right,0.3683
26.635,rear_left,0.3823
26.734,rear_left,0.7161
26.834,rear_left,0.8935
26.934,rear_left,0.9146
27.033,rear_left,0.9502
27.133,rear_left,0.9946
27.289,rear_left,0.9946
27.342,rear_left,0.9946
27.425,rear_left,0.9888
27.534,rear_left,0.9888
27.634,rear_left,0.9789
27.734,rear_left,0.9789
27.825,rear_left,0.9679
27.933,rear_left,0.9745
28.034,rear_left,0.9755
28.134,rear_left,0.9755
28.233,rear_left,0.9755
28.336,rear_left,0.9731
28.434,rear_left,0.9168
28.534,rear_left,0.7870
28.634,rear_left,0.6253
28.746,front_left,0.3850
28.830,front_left,0.5059
28.934,front_left,0.5559
29.034,front_left,0.5338
29.134,front_left,0.5117
29.234,rear_right,0.5510
29.335,rear_right,0.5399
29.435,rear_right,0.6948
29.534,rear_right,0.6963
29.635,rear_right,0.6845
29.735,rear_right,0.6929
29.834,rear_right,0.6531
29.935,front_left,0.5119
30.034,front_left,0.5051
30.134,front_left,0.4987
30.235,front_left,0.4839
30.335,front_left,0.5371
30.445,front_left,0.6058
30.535,front_left,0.6529
30.635,front_left,0.5489
30.734,rear_right,0.5660
30.834,rear_right,0.8099
30.935,rear_right,0.8433
31.032,rear_right,0.9259
31.134,rear_right,0.9099
31.234,rear_right,0.9122
31.334,rear_right,0.9040
31.434,rear_right,0.8028
31.535,rear_right,0.7334
31.634,rear_right,0.5226
31.773,front_left,0.5597
31.826,front_left,0.5597
31.937,front_left,0.5052
32.036,rear_right,0.6105
32.135,rear_right,0.6988
32.234,rear_right,0.7406
32.332,rear_right,0.6129
32.435,rear_right,0.7201
32.533,rear_right,0.7435
32.635,rear_right,0.7552
32.732,rear_right,0.7496
32.835,rear_right,0.7444
32.933,rear_right,0.7470
33.034,rear_right,0.7824
33.135,rear_right,0.7982
33.233,rear_right,0.7780
33.336,rear_right,0.6209
33.435,rear_right,0.4601
33.535,rear_left,0.3726
33.635,rear_left,0.5518
33.735,rear_left,0.6033
33.836,rear_left,0.8793
33.935,rear_left,0.9219
34.035,rear_left,0.9170
34.135,rear_left,0.9179
34.236,rear_left,0.8649
34.334,rear_left,0.8688
34.433,rear_left,0.9000
34.534,rear_left,0.9405
34.634,rear_left,0.9594
34.734,rear_left,0.9796
34.834,rear_left,0.9760
34.934,rear_left,0.9472
35.033,rear_left,0.9591
35.134,rear_left,0.9066
35.234,rear_left,0.7007
35.333,front_right,0.6316
35.434,front_right,0.8371
35.533,front_right,0.8389
35.635,front_right,0.8143
35.734,front_right,0.6757
35.835,front_right,0.6526
35.932,front_right,0.5457
36.033,normal,0.6446
36.134,normal,0.7041
36.234,normal,0.7870
36.334,normal,0.8555
36.433,normal,0.8826
36.533,normal,0.8776
36.634,normal,0.8765
36.734,normal,0.8804
36.834,normal,0.9113
36.934,normal,0.9157
37.034,normal,0.9098
37.134,normal,0.9060
37.234,normal,0.9015
37.334,normal,0.9202
37.434,normal,0.9338
37.533,normal,0.9338
37.634,normal,0.9223
37.734,normal,0.9223
37.834,normal,0.9223
37.933,normal,0.9268
38.033,normal,0.9338
38.133,normal,0.9338
38.233,normal,0.9223
38.332,normal,0.9223
38.435,normal,0.9338
38.534,normal,0.9338
38.634,normal,0.9338
38.733,normal,0.9338
38.835,normal,0.9195
38.935,normal,0.9268
39.033,normal,0.9223
39.135,normal,0.9338
39.233,normal,0.9268
39.333,normal,0.9223
39.433,normal,0.9268
39.532,normal,0.9079
39.634,normal,0.9202
39.734,normal,0.9338
39.832,normal,0.9338
39.933,normal,0.9338
40.033,normal,0.9223
40.133,normal,0.9268
40.233,normal,0.9338
40.335,normal,0.9272
40.434,normal,0.9422
40.535,normal,0.9422
40.635,normal,0.9422
40.734,normal,0.9272
40.834,normal,0.9272
40.934,normal,0.9338
41.035,normal,0.9338
41.135,normal,0.9272
41.234,normal,0.9326
41.334,normal,0.9128
41.435,normal,0.9128
41.534,normal,0.9012
41.635,normal,0.8999
41.735,normal,0.9079
41.835,normal,0.9146
41.934,normal,0.8753
42.034,normal,0.8781
42.134,normal,0.8830
42.282,normal,0.8724
42.364,normal,0.9012
42.426,normal,0.9009
42.532,normal,0.8918
42.634,normal,0.9196
42.732,normal,0.9196
42.832,normal,0.9272
42.938,normal,0.8987
43.034,normal,0.8646
43.135,normal,0.8215
43.229,normal,0.8155
43.334,normal,0.6554
43.426,front_right,0.5577
43.545,front_right,0.6542
43.632,front_right,0.6384
43.734,front_right,0.6812
43.831,front_right,0.8244
43.933,front_right,0.6951
44.030,rear_left,0.5151
44.134,rear_left,0.7181
44.233,rear_left,0.8169
44.335,rear_left,0.8249
44.433,rear_left,0.6777
44.534,rear_left,0.7561
44.626,rear_left,0.7444
44.733,rear_left,0.7153
44.830,rear_left,0.6719
44.933,rear_left,0.6587
45.024,rear_left,0.4443
45.134,front_right,0.5022
45.234,normal,0.6658
45.334,normal,0.6928
45.431,normal,0.7228
45.534,normal,0.7160
45.635,normal,0.7299
45.733,normal,0.6985
45.835,normal,0.6699
45.934,normal,0.6703
46.034,normal,0.6482
46.134,normal,0.6038
46.234,normal,0.7061
46.334,normal,0.6968
46.434,normal,0.7148
46.535,normal,0.7526
46.634,normal,0.8036
46.734,normal,0.8288
46.835,normal,0.7852
46.934,normal,0.8444
47.033,normal,0.8510
47.133,normal,0.8231
47.232,normal,0.6373
47.335,normal,0.5894
47.435,normal,0.5938
47.533,normal,0.5881
47.635,front_right,0.6175
47.734,front_right,0.6025
47.862,front_right,0.6015
47.932,front_right,0.6750
48.034,front_right,0.7133
48.133,front_right,0.8308
48.235,front_right,0.8820
48.377,front_right,0.8886
48.449,front_right,0.8331
48.525,front_right,0.6974
48.636,normal,0.5673
48.733,normal,0.7812
48.833,normal,0.8349
48.932,normal,0.7381
49.032,normal,0.6946
49.125,normal,0.7013
49.234,normal,0.7332
49.334,normal,0.6337
49.434,normal,0.7347
49.526,normal,0.7344
49.634,front_right,0.4992
49.734,normal,0.6732
49.834,normal,0.7017
49.929,normal,0.7306
50.035,normal,0.8490
50.133,normal,0.8987
50.235,normal,0.9076
50.332,normal,0.8993
50.435,normal,0.9338
50.532,normal,0.9255
50.635,normal,0.9309
50.726,normal,0.9036
50.835,normal,0.7577
50.930,normal,0.4805
51.035,front_right,0.5529
51.135,front_right,0.5465
51.235,front_right,0.5879
51.335,front_right,0.6264
51.434,front_right,0.6021
51.535,front_right,0.6205
51.635,front_right,0.6750
51.735,front_right,0.7055
51.835,normal,0.7330
51.936,normal,0.8411
52.034,normal,0.8246
52.134,normal,0.8194
52.233,normal,0.7353
52.334,front_right,0.6102
52.434,front_right,0.6185
52.534,front_right,0.5477
52.634,front_right,0.5586
52.734,front_right,0.5983
52.834,front_right,0.6862
52.933,front_right,0.6462
53.035,front_right,0.7317
53.133,front_right,0.7017
53.234,front_right,0.5627
53.334,normal,0.6676
53.434,normal,0.8449
53.534,normal,0.8666
53.633,normal,0.8396
53.733,normal,0.8598
53.834,normal,0.8839
53.934,normal,0.9045
54.033,normal,0.9422
54.133,normal,0.9356
54.234,normal,0.9272
54.334,normal,0.9272
54.445,normal,0.9224
54.525,normal,0.8651
54.634,front_right,0.5833
54.734,front_right,0.5788
54.834,front_right,0.5265
54.945,rear_left,0.5114
55.034,rear_left,0.6459
55.134,rear_left,0.6433
55.234,rear_left,0.5057
55.334,front_right,0.5302
55.435,front_right,0.7245
55.534,front_right,0.6013
55.634,front_right,0.6108
55.734,normal,0.6210
55.835,normal,0.6990
55.934,front_right,0.6157
56.034,front_right,0.8065
56.134,front_right,0.8513
56.267,front_right,0.7715
56.363,front_right,0.6601
56.436,normal,0.5784
56.525,normal,0.5527
56.635,normal,0.6917
56.725,normal,0.6135
56.832,normal,0.8463
56.933,normal,0.8600
57.032,normal,0.8476
57.134,normal,0.8695
57.233,normal,0.9272
57.333,normal,0.9156
