elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.043,1,0.7498,0.7498,0.7498
1.141,1,0.7533,0.7638,0.7533
1.241,1,0.7077,0.5708,0.7077
1.341,1,0.6760,0.5809,0.6760
1.440,1,0.6548,0.5915,0.6548
1.540,1,0.6318,0.5627,0.6318
1.640,1,0.6148,0.5637,0.6148
1.741,1,0.6128,0.6067,0.6128
1.838,1,0.6006,0.5640,0.6006
1.940,1,0.5872,0.5472,0.5872
2.040,1,0.5782,0.5510,0.5782
2.141,1,0.5877,0.6161,0.5877
2.239,1,0.5951,0.6175,0.5951
2.340,1,0.6021,0.6231,0.6021
2.441,1,0.6034,0.6071,0.6034
2.541,1,0.5879,0.5415,0.5879
2.641,0,0.4511,0.4319,0.5489
2.741,0,0.5015,0.3472,0.4985
2.840,0,0.5643,0.2474,0.4357
2.941,0,0.6576,0.0626,0.3424
3.040,0,0.7317,0.0458,0.2683
3.141,0,0.7716,0.1088,0.2284
3.240,0,0.8012,0.1100,0.1988
3.341,0,0.8281,0.0913,0.1719
3.441,0,0.8500,0.0842,0.1500
3.540,0,0.8491,0.1537,0.1509
3.640,0,0.8226,0.2569,0.1774
3.740,0,0.7769,0.3602,0.2231
3.840,0,0.7476,0.3403,0.2524
3.941,0,0.7028,0.4317,0.2972
4.041,0,0.6573,0.4792,0.3427
4.141,0,0.6230,0.4799,0.3770
4.241,0,0.5879,0.5174,0.4121
4.340,0,0.5622,0.5150,0.4378
4.441,0,0.5495,0.4885,0.4505
4.541,0,0.5391,0.4919,0.4609
4.641,0,0.5521,0.4090,0.4479
4.741,0,0.5909,0.2927,0.4091
4.841,0,0.6539,0.1573,0.3461
4.941,0,0.7190,0.0855,0.2810
5.040,0,0.7798,0.0379,0.2202
5.141,0,0.8329,0.0079,0.1671
5.241,0,0.8712,0.0140,0.1288
5.340,0,0.8810,0.0896,0.1190
5.441,0,0.8873,0.0936,0.1127
5.541,0,0.8917,0.0954,0.1083
5.640,0,0.9041,0.0587,0.0959
5.741,0,0.9149,0.0527,0.0851
5.841,0,0.9109,0.1009,0.0891
5.940,0,0.8983,0.1395,0.1017
6.040,0,0.8753,0.1937,0.1247
6.141,0,0.8531,0.2135,0.1469
6.240,0,0.8511,0.1550,0.1489
6.341,0,0.8067,0.3263,0.1933
6.441,0,0.7560,0.3963,0.2440
6.541,0,0.7187,0.3929,0.2813
6.641,0,0.6650,0.4963,0.3350
6.741,0,0.6063,0.5696,0.3937
6.841,0,0.5462,0.6341,0.4538
6.941,0,0.4871,0.6904,0.5129
7.041,0,0.4570,0.6331,0.5430
7.140,1,0.5635,0.6250,0.5635
7.288,0,0.4535,0.4957,0.5465
7.337,0,0.5077,0.3295,0.4923
7.441,0,0.5562,0.2986,0.4438
7.540,0,0.5919,0.3007,0.4081
7.641,0,0.6290,0.2597,0.3710
7.741,0,0.6676,0.2165,0.3324
7.841,0,0.7008,0.1996,0.2992
7.941,0,0.7319,0.1748,0.2681
8.041,0,0.7592,0.1588,0.2408
8.141,0,0.7640,0.2218,0.2360
8.241,0,0.7849,0.1521,0.2151
8.341,0,0.7866,0.2084,0.2134
8.468,0,0.7742,0.2629,0.2258
8.541,0,0.7567,0.2957,0.2433
8.641,0,0.7375,0.3202,0.2625
8.741,0,0.6642,0.5557,0.3358
8.841,0,0.5905,0.6307,0.4095
8.940,0,0.5286,0.6568,0.4714
9.040,0,0.4818,0.6586,0.5182
9.140,0,0.4621,0.5971,0.5379
9.240,0,0.4584,0.5527,0.5416
9.340,1,0.5654,0.6368,0.5654
9.440,1,0.5818,0.6310,0.5818
9.540,0,0.4672,0.3859,0.5328
9.640,0,0.5324,0.2719,0.4676
9.741,0,0.6014,0.1918,0.3986
9.840,0,0.6640,0.1479,0.3360
9.940,0,0.7037,0.1774,0.2963
10.040,0,0.6978,0.3198,0.3022
10.141,0,0.6994,0.2959,0.3006
10.240,0,0.7273,0.1888,0.2727
10.340,0,0.7361,0.2376,0.2639
10.440,0,0.7403,0.2472,0.2597
10.541,0,0.7381,0.2684,0.2619
10.640,0,0.7309,0.2909,0.2691
10.740,0,0.7353,0.2513,0.2647
10.841,0,0.7427,0.2350,0.2573
10.940,0,0.7505,0.2261,0.2495
11.040,0,0.7779,0.1399,0.2221
11.140,0,0.8083,0.1006,0.1917
11.240,0,0.8307,0.1020,0.1693
11.385,0,0.8396,0.1339,0.1604
11.434,0,0.8418,0.1517,0.1582
11.540,0,0.8408,0.1621,0.1592
11.639,0,0.8342,0.1855,0.1658
11.741,0,0.7642,0.4457,0.2358
11.840,0,0.7558,0.2694,0.2442
11.940,0,0.7437,0.2925,0.2563
12.039,0,0.7455,0.2491,0.2545
12.140,0,0.7365,0.2904,0.2635
12.241,0,0.7368,0.2626,0.2632
12.340,0,0.7303,0.2890,0.2697
