elapsed_s,prediction,confidence
1.162,normal,1.0000
1.262,normal,1.0000
1.361,normal,1.0000
1.462,rear_left,1.0000
1.562,rear_left,1.0000
1.661,rear_left,1.0000
1.762,rear_left,1.0000
1.862,rear_left,0.9992
1.964,rear_left,0.9992
2.055,rear_left,0.9992
2.162,rear_left,0.9992
2.254,rear_left,0.9992
2.356,rear_left,1.0000
2.465,rear_right,1.0000
2.554,rear_right,1.0000
2.654,rear_right,1.0000
2.754,rear_right,1.0000
2.854,rear_right,1.0000
2.964,rear_right,1.0000
3.061,rear_right,1.0000
3.155,rear_right,1.0000
3.261,rear_left,0.9992
3.362,rear_left,0.9992
3.462,rear_left,0.9992
3.562,front_right,0.5216
3.662,front_right,1.0000
3.762,normal,1.0000
3.860,normal,1.0000
3.961,front_left,1.0000
4.060,front_left,1.0000
4.161,front_left,1.0000
4.261,rear_left,0.7037
4.361,front_left,1.0000
4.461,front_left,1.0000
4.561,front_left,1.0000
4.661,front_left,1.0000
4.762,front_left,1.0000
4.861,rear_left,0.7037
4.961,rear_left,0.7037
5.061,front_left,1.0000
5.161,front_left,1.0000
5.261,front_left,1.0000
5.362,front_left,1.0000
5.461,front_left,1.0000
5.560,front_left,1.0000
5.661,front_left,1.0000
5.761,front_left,1.0000
5.860,front_left,1.0000
5.962,front_left,1.0000
6.062,front_left,1.0000
6.162,front_left,1.0000
6.261,front_left,1.0000
6.361,front_left,1.0000
6.461,front_left,1.0000
6.561,front_left,1.0000
6.661,rear_left,0.9713
6.761,rear_left,0.9713
6.861,rear_left,0.9713
6.962,front_left,1.0000
7.060,rear_left,0.7037
7.162,front_left,1.0000
7.261,front_left,1.0000
7.362,front_left,1.0000
7.461,front_left,1.0000
7.562,front_left,1.0000
7.657,front_left,1.0000
7.762,front_left,1.0000
7.862,front_left,1.0000
7.962,front_left,1.0000
8.061,front_left,1.0000
8.162,front_left,1.0000
8.261,front_left,1.0000
8.362,front_left,1.0000
8.460,front_left,1.0000
8.562,front_left,1.0000
8.661,front_left,1.0000
8.762,front_left,1.0000
8.861,front_left,1.0000
8.962,front_left,1.0000
9.061,front_left,1.0000
9.162,front_left,1.0000
9.261,front_left,1.0000
9.362,normal,1.0000
9.461,normal,1.0000
9.562,normal,1.0000
9.661,front_left,1.0000
9.762,front_left,1.0000
9.861,front_left,1.0000
9.962,front_left,1.0000
10.062,front_left,1.0000
10.162,front_left,1.0000
10.262,front_right,1.0000
10.361,front_right,1.0000
10.461,front_right,0.6558
10.562,front_right,0.6558
10.660,front_right,0.6558
10.762,front_right,0.6558
10.862,front_right,0.6558
10.962,front_right,0.6558
11.061,front_right,0.6558
11.162,front_right,0.6558
11.261,front_right,1.0000
11.363,front_right,1.0000
11.462,front_left,1.0000
11.562,front_left,1.0000
11.661,front_left,1.0000
11.762,front_left,1.0000
11.862,front_left,1.0000
11.962,front_left,1.0000
12.063,front_left,1.0000
12.163,front_left,1.0000
12.260,front_left,1.0000
12.363,front_left,1.0000
12.460,front_left,1.0000
12.562,front_left,1.0000
12.661,front_left,1.0000
12.761,front_left,1.0000
12.860,front_left,1.0000
12.961,front_left,1.0000
13.060,front_left,1.0000
13.161,front_left,1.0000
13.261,front_left,1.0000
13.361,front_left,1.0000
13.460,front_left,1.0000
13.561,front_left,1.0000
13.661,front_left,1.0000
13.761,front_left,1.0000
13.861,front_left,1.0000
13.961,front_left,1.0000
14.059,front_left,1.0000
14.160,front_left,1.0000
14.261,front_left,1.0000
14.360,front_left,1.0000
14.459,front_left,1.0000
14.560,front_left,1.0000
14.661,front_left,1.0000
14.761,front_left,1.0000
14.860,front_left,1.0000
14.961,front_left,1.0000
15.061,front_left,1.0000
15.161,front_left,1.0000
15.259,front_left,1.0000
15.360,front_left,1.0000
15.460,front_left,1.0000
15.560,front_left,1.0000
15.660,front_left,1.0000
15.761,front_left,1.0000
15.859,front_left,1.0000
15.961,front_left,1.0000
16.054,front_left,1.0000
16.161,front_left,1.0000
16.260,front_left,1.0000
16.361,front_left,1.0000
16.461,front_left,1.0000
16.561,front_left,1.0000
16.660,front_left,1.0000
16.761,front_left,1.0000
16.861,front_left,1.0000
16.961,front_left,1.0000
17.060,front_left,1.0000
17.161,front_left,1.0000
17.261,front_left,1.0000
17.361,front_left,1.0000
17.459,front_left,1.0000
17.561,front_left,1.0000
17.660,front_left,1.0000
17.761,front_left,1.0000
17.860,front_left,1.0000
17.960,front_left,1.0000
18.056,front_left,1.0000
18.161,front_left,1.0000
18.259,front_left,1.0000
18.360,front_left,1.0000
18.457,front_left,1.0000
18.561,front_left,1.0000
18.660,front_left,1.0000
18.761,front_left,1.0000
18.858,front_left,1.0000
18.961,front_left,1.0000
19.061,front_left,1.0000
19.161,front_left,1.0000
19.261,front_left,1.0000
19.361,front_left,1.0000
19.461,front_left,1.0000
19.560,front_left,1.0000
19.660,front_left,1.0000
19.761,front_left,1.0000
19.861,front_left,1.0000
19.961,front_left,1.0000
20.061,front_left,1.0000
20.161,front_left,1.0000
20.261,front_left,1.0000
20.361,front_left,1.0000
20.463,front_left,1.0000
20.553,front_left,1.0000
20.659,front_left,1.0000
20.761,rear_left,0.7037
20.861,front_left,1.0000
20.961,front_left,1.0000
21.056,front_left,1.0000
21.161,front_left,1.0000
21.262,front_left,1.0000
21.361,front_left,1.0000
21.457,front_left,1.0000
21.561,front_left,1.0000
21.659,front_left,1.0000
21.760,front_left,1.0000
21.857,front_left,1.0000
21.961,front_left,1.0000
22.060,front_left,1.0000
22.161,front_left,1.0000
22.258,front_left,1.0000
22.361,front_left,1.0000
22.459,front_left,1.0000
22.560,front_left,1.0000
22.660,front_left,1.0000
22.761,front_left,1.0000
22.860,front_left,1.0000
22.960,front_left,1.0000
23.059,front_left,1.0000
23.160,front_left,1.0000
23.260,front_left,1.0000
23.360,front_left,1.0000
23.460,front_left,1.0000
23.561,front_left,1.0000
23.659,front_left,1.0000
23.761,front_left,1.0000
23.860,front_left,1.0000
23.960,front_left,1.0000
24.059,rear_left,0.7037
24.161,front_right,1.0000
24.261,front_right,1.0000
24.360,front_right,0.6558
24.461,front_right,0.6558
24.560,front_right,0.6558
24.660,normal,1.0000
24.760,normal,1.0000
24.860,front_right,0.6558
24.961,normal,1.0000
25.060,front_right,0.6558
25.159,front_right,1.0000
25.261,front_right,1.0000
25.361,front_left,1.0000
25.454,front_left,1.0000
25.560,front_left,1.0000
25.659,rear_left,0.7037
25.761,front_left,1.0000
25.860,front_left,1.0000
25.961,front_left,1.0000
26.060,front_left,1.0000
26.160,front_left,1.0000
26.260,front_left,1.0000
26.360,front_left,1.0000
26.458,front_left,1.0000
26.561,front_left,1.0000
26.661,front_left,1.0000
26.761,front_left,1.0000
26.860,front_left,1.0000
26.961,front_left,1.0000
27.059,front_left,1.0000
27.161,front_left,1.0000
27.258,front_left,1.0000
27.361,front_left,1.0000
27.461,front_left,1.0000
27.561,front_left,1.0000
27.658,front_left,1.0000
27.761,front_left,1.0000
27.859,front_left,1.0000
27.961,front_left,1.0000
28.060,front_left,1.0000
28.161,front_left,1.0000
28.261,front_left,1.0000
28.360,front_left,1.0000
28.462,front_left,1.0000
28.561,front_left,1.0000
28.661,front_left,1.0000
28.761,front_left,1.0000
28.861,front_left,1.0000
28.961,front_left,1.0000
29.061,front_left,1.0000
29.161,front_left,1.0000
29.259,front_left,1.0000
29.361,front_left,1.0000
29.462,front_left,1.0000
