elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.034,0,0.7552,0.2448,0.2448
1.131,0,0.7580,0.2335,0.2420
1.231,0,0.7245,0.3761,0.2755
1.332,0,0.6837,0.4385,0.3163
1.431,0,0.6644,0.3935,0.3356
1.530,0,0.6389,0.4378,0.3611
1.630,0,0.6175,0.4465,0.3825
1.731,0,0.6055,0.4308,0.3945
1.830,0,0.5950,0.4365,0.4050
1.930,0,0.5872,0.4361,0.4128
2.031,0,0.5814,0.4359,0.4186
2.130,0,0.5850,0.4042,0.4150
2.231,0,0.5818,0.4279,0.4182
2.330,0,0.5631,0.4929,0.4369
2.430,0,0.5009,0.6857,0.4991
2.531,1,0.5703,0.7839,0.5703
2.631,1,0.6403,0.8505,0.6403
2.731,1,0.6982,0.8717,0.6982
2.830,1,0.7443,0.8827,0.7443
2.930,1,0.7878,0.9180,0.7878
3.030,1,0.7964,0.8224,0.7964
3.131,1,0.7944,0.7885,0.7944
3.231,1,0.7867,0.7633,0.7867
3.330,1,0.7989,0.8354,0.7989
3.430,1,0.8407,0.9662,0.8407
3.531,1,0.8683,0.9511,0.8683
3.631,1,0.8848,0.9343,0.8848
3.748,1,0.9003,0.9467,0.9003
3.831,1,0.9167,0.9659,0.9167
3.931,1,0.9302,0.9710,0.9302
4.031,1,0.9379,0.9608,0.9379
4.130,1,0.9099,0.8260,0.9099
4.231,1,0.8909,0.8338,0.8909
4.331,1,0.9046,0.9456,0.9046
4.431,1,0.9151,0.9466,0.9151
4.531,1,0.9151,0.9151,0.9151
4.630,1,0.8864,0.8003,0.8864
4.731,1,0.8204,0.6225,0.8204
4.830,1,0.7645,0.5969,0.7645
4.931,1,0.7515,0.7124,0.7515
5.028,1,0.7998,0.9448,0.7998
5.132,1,0.8299,0.9203,0.8299
5.231,1,0.8017,0.7168,0.8017
5.331,1,0.7654,0.6566,0.7654
5.431,1,0.7793,0.8208,0.7793
5.531,1,0.7589,0.6978,0.7589
5.632,1,0.7240,0.6193,0.7240
5.731,1,0.6808,0.5511,0.6808
5.830,1,0.6460,0.5418,0.6460
5.931,1,0.6417,0.6288,0.6417
6.031,1,0.7120,0.9230,0.7120
6.131,1,0.6534,0.4775,0.6534
6.231,1,0.6212,0.5247,0.6212
6.331,1,0.6043,0.5536,0.6043
6.431,1,0.5928,0.5581,0.5928
6.531,1,0.5973,0.6108,0.5973
6.632,1,0.5999,0.6079,0.5999
6.731,1,0.6079,0.6316,0.6079
6.834,1,0.6107,0.6191,0.6107
6.931,1,0.5975,0.5580,0.5975
7.031,1,0.5868,0.5547,0.5868
7.131,1,0.5624,0.4890,0.5624
7.231,1,0.6450,0.8930,0.6450
7.331,1,0.7183,0.9383,0.7183
7.433,1,0.7632,0.8977,0.7632
7.561,1,0.7506,0.7130,0.7506
7.631,1,0.7551,0.7686,0.7551
7.731,1,0.7872,0.8834,0.7872
7.830,1,0.8093,0.8757,0.8093
7.931,1,0.8136,0.8264,0.8136
8.031,1,0.7929,0.7307,0.7929
8.130,1,0.7477,0.6121,0.7477
8.230,1,0.6998,0.5561,0.6998
8.330,1,0.6689,0.5763,0.6689
8.431,1,0.6639,0.6487,0.6639
8.530,1,0.6740,0.7046,0.6740
8.652,1,0.6865,0.7240,0.6865
8.724,1,0.6931,0.7129,0.6931
8.831,1,0.6982,0.7133,0.6982
8.931,1,0.7253,0.8065,0.7253
9.030,1,0.7380,0.7764,0.7380
9.130,1,0.7440,0.7619,0.7440
9.230,1,0.7387,0.7227,0.7387
9.330,1,0.7123,0.6333,0.7123
9.430,1,0.6560,0.4868,0.6560
9.529,1,0.6269,0.5396,0.6269
9.630,1,0.6389,0.6750,0.6389
9.730,1,0.6569,0.7109,0.6569
9.831,1,0.6719,0.7171,0.6719
9.929,1,0.6881,0.7367,0.6881
10.030,1,0.6973,0.7248,0.6973
10.129,1,0.7164,0.7738,0.7164
10.231,1,0.7292,0.7677,0.7292
10.330,1,0.7477,0.8031,0.7477
10.430,1,0.7576,0.7872,0.7576
10.529,1,0.7412,0.6923,0.7412
10.630,1,0.6991,0.5726,0.6991
10.730,1,0.6395,0.4606,0.6395
10.830,1,0.5762,0.3865,0.5762
10.930,0,0.4794,0.3537,0.5206
11.030,0,0.4932,0.4654,0.5068
11.130,0,0.4510,0.6757,0.5490
11.230,1,0.5830,0.6850,0.5830
11.330,1,0.6151,0.7112,0.6151
11.430,1,0.5945,0.5330,0.5945
11.529,0,0.5161,0.1521,0.4839
11.630,0,0.5283,0.4348,0.4717
11.730,0,0.4814,0.6594,0.5186
11.830,1,0.5657,0.7071,0.5657
11.929,1,0.6125,0.7527,0.6125
12.030,1,0.6534,0.7763,0.6534
12.125,1,0.6821,0.7680,0.6821
12.230,1,0.6886,0.7081,0.6886
12.327,1,0.5978,0.3255,0.5978
12.423,1,0.5619,0.4544,0.5619
12.530,1,0.5580,0.5463,0.5580
12.630,1,0.5794,0.6435,0.5794
12.729,1,0.6012,0.6666,0.6012
12.831,1,0.6260,0.7002,0.6260
12.930,1,0.6519,0.7298,0.6519
13.031,1,0.6541,0.6607,0.6541
13.130,1,0.6498,0.6369,0.6498
13.231,1,0.6259,0.5542,0.6259
13.330,1,0.5944,0.5000,0.5944
