elapsed_s,prediction,confidence
1.026,normal,0.8517
1.124,normal,0.7540
1.224,normal,0.6390
1.325,normal,0.7534
1.424,normal,0.7190
1.523,normal,0.6486
1.624,normal,0.6291
1.726,normal,0.6752
1.825,normal,0.7166
1.924,normal,0.7558
2.024,normal,0.7276
2.123,normal,0.6872
2.224,front_right,0.4908
2.325,rear_left,0.5177
2.425,rear_left,0.8154
2.523,rear_left,0.9566
2.620,rear_left,0.9480
2.724,rear_left,0.9405
2.823,rear_left,0.9205
2.924,rear_left,0.9287
3.026,rear_left,0.8820
3.125,rear_left,0.8838
3.224,rear_left,0.8596
3.324,rear_left,0.8523
3.423,rear_left,0.8520
3.524,rear_left,0.8350
3.624,rear_left,0.8147
3.724,rear_left,0.8109
3.825,rear_left,0.8399
3.925,rear_left,0.9468
4.024,rear_left,0.9759
4.167,rear_left,0.9954
4.219,rear_left,0.9937
4.315,rear_left,0.9946
4.426,rear_left,0.9946
4.516,rear_left,0.9946
4.625,rear_left,0.9766
4.720,rear_left,0.9504
4.825,rear_left,0.8732
4.925,rear_left,0.8418
5.026,rear_left,0.7142
5.121,rear_left,0.5463
5.225,front_left,0.4195
5.325,front_left,0.4035
5.425,front_left,0.4203
5.525,front_left,0.5308
5.625,front_left,0.5181
5.725,front_left,0.5008
5.824,front_left,0.4989
5.925,front_left,0.4921
6.026,front_left,0.5059
6.126,front_left,0.4754
6.225,rear_right,0.4042
6.325,front_left,0.4831
6.425,front_left,0.4711
6.524,front_left,0.5106
6.625,front_left,0.5085
6.725,front_left,0.4953
6.826,front_left,0.5036
6.925,front_left,0.4946
7.025,front_left,0.5051
7.125,front_left,0.4925
7.225,rear_right,0.4143
7.326,rear_right,0.3970
7.425,front_left,0.3645
7.524,rear_left,0.3737
7.624,rear_left,0.3817
7.726,front_left,0.4065
7.826,rear_right,0.3958
7.925,front_left,0.5468
8.024,front_left,0.5699
8.125,front_left,0.5801
8.225,front_left,0.5935
8.325,front_left,0.6713
8.425,front_left,0.7439
8.524,front_left,0.7651
8.626,front_left,0.7727
8.724,front_left,0.7790
8.825,front_left,0.7834
8.925,front_left,0.7765
9.025,front_left,0.7849
9.125,front_left,0.7745
9.225,front_left,0.7681
9.324,front_left,0.6991
9.424,front_left,0.7080
9.524,front_left,0.6445
9.625,front_left,0.6211
9.725,front_left,0.6845
9.824,front_left,0.7441
9.923,front_left,0.7832
10.022,front_left,0.8041
10.123,front_left,0.7831
10.224,front_left,0.7597
10.324,front_left,0.6988
10.424,front_left,0.6011
10.521,front_left,0.5862
10.624,front_left,0.5318
10.725,front_left,0.5212
10.824,front_left,0.5955
10.924,front_left,0.6164
11.024,front_left,0.6121
11.124,front_left,0.6077
11.225,front_left,0.6120
11.324,front_left,0.6056
11.424,front_left,0.6209
11.525,front_left,0.5665
11.625,front_left,0.5665
11.723,front_left,0.6023
11.825,front_left,0.6250
11.924,front_left,0.6917
12.022,front_left,0.7000
12.123,front_left,0.6670
12.223,front_left,0.6432
12.324,front_left,0.6613
12.424,front_left,0.6747
12.523,front_left,0.6427
12.624,front_left,0.6179
12.723,front_left,0.6126
12.824,front_left,0.6640
12.924,front_left,0.7211
13.020,front_left,0.7287
13.124,front_left,0.7682
13.223,front_left,0.7744
13.324,front_left,0.7973
