elapsed_s,prediction,confidence,p_deformed,p_deformed_ema
1.033,1,0.7602,0.7602,0.7602
1.135,1,0.7621,0.7677,0.7621
1.225,1,0.7256,0.6161,0.7256
1.330,1,0.6849,0.5628,0.6849
1.430,1,0.6508,0.5486,0.6508
1.531,1,0.6278,0.5586,0.6278
1.631,1,0.6153,0.5778,0.6153
1.731,1,0.6053,0.5755,0.6053
1.831,1,0.6094,0.6217,0.6094
1.930,1,0.5995,0.5697,0.5995
2.030,1,0.5922,0.5705,0.5922
2.131,1,0.6069,0.6508,0.6069
2.230,1,0.6150,0.6395,0.6150
2.330,1,0.6095,0.5929,0.6095
2.431,1,0.5983,0.5647,0.5983
2.531,1,0.5693,0.4824,0.5693
2.630,0,0.4914,0.3266,0.5086
2.731,0,0.5638,0.2190,0.4362
2.831,0,0.6241,0.1948,0.3759
2.931,0,0.6772,0.1634,0.3228
3.031,0,0.7124,0.1820,0.2876
3.130,0,0.7161,0.2728,0.2839
3.231,0,0.7003,0.3474,0.2997
3.331,0,0.6705,0.4189,0.3295
3.431,0,0.6461,0.4269,0.3539
3.531,0,0.6500,0.3383,0.3500
3.631,0,0.6760,0.2461,0.3240
3.731,0,0.7043,0.2107,0.2957
3.826,0,0.6585,0.4789,0.3415
3.931,0,0.5526,0.7651,0.4474
4.030,0,0.4595,0.8196,0.5405
4.131,1,0.6196,0.8569,0.6196
4.231,1,0.6949,0.9209,0.6949
4.331,1,0.7581,0.9478,0.7581
4.431,1,0.8038,0.9407,0.8038
4.531,1,0.8390,0.9446,0.8390
4.630,1,0.8746,0.9814,0.8746
4.731,1,0.9055,0.9983,0.9055
4.831,1,0.9257,0.9862,0.9257
4.931,1,0.9247,0.9218,0.9247
5.031,1,0.9266,0.9324,0.9266
5.130,1,0.9199,0.8997,0.9199
5.231,1,0.9158,0.9034,0.9158
5.331,1,0.9155,0.9148,0.9155
5.431,1,0.9191,0.9296,0.9191
5.531,1,0.9235,0.9369,0.9235
5.632,1,0.9363,0.9745,0.9363
5.732,1,0.9332,0.9240,0.9332
5.831,1,0.8888,0.7556,0.8888
5.931,1,0.8417,0.7006,0.8417
6.037,1,0.7834,0.6083,0.7834
6.131,1,0.7183,0.5232,0.7183
6.230,1,0.6578,0.4763,0.6578
6.331,1,0.5929,0.3982,0.5929
6.431,1,0.5755,0.5231,0.5755
6.531,1,0.5912,0.6383,0.5912
6.631,1,0.6425,0.7964,0.6425
6.731,1,0.7296,0.9910,0.7296
6.831,1,0.7972,1.0000,0.7972
6.931,1,0.8479,1.0000,0.8479
7.031,1,0.8859,1.0000,0.8859
7.131,1,0.9132,0.9952,0.9132
7.231,1,0.9349,1.0000,0.9349
7.331,1,0.9512,1.0000,0.9512
7.430,1,0.9634,1.0000,0.9634
7.530,1,0.9725,1.0000,0.9725
7.630,1,0.9794,1.0000,0.9794
7.730,1,0.9846,1.0000,0.9846
7.831,1,0.9884,1.0000,0.9884
7.956,1,0.9913,1.0000,0.9913
8.030,1,0.9935,1.0000,0.9935
8.130,1,0.9951,1.0000,0.9951
8.230,1,0.9963,1.0000,0.9963
8.330,1,0.9973,1.0000,0.9973
8.429,1,0.9979,1.0000,0.9979
8.530,1,0.9985,1.0000,0.9985
8.630,1,0.9988,1.0000,0.9988
8.731,1,0.9991,1.0000,0.9991
8.830,1,0.9993,1.0000,0.9993
8.930,1,0.9995,1.0000,0.9995
9.029,1,0.9996,1.0000,0.9996
9.130,1,0.9997,1.0000,0.9997
9.230,1,0.9998,1.0000,0.9998
9.330,1,0.9998,1.0000,0.9998
9.429,1,0.9999,1.0000,0.9999
9.531,1,0.9999,1.0000,0.9999
9.630,1,0.9999,1.0000,0.9999
9.731,1,1.0000,1.0000,1.0000
9.829,1,1.0000,1.0000,1.0000
9.931,1,1.0000,1.0000,1.0000
10.030,1,1.0000,1.0000,1.0000
10.131,1,1.0000,1.0000,1.0000
10.230,1,1.0000,1.0000,1.0000
10.330,1,1.0000,1.0000,1.0000
10.429,1,1.0000,1.0000,1.0000
10.530,1,1.0000,1.0000,1.0000
10.631,1,1.0000,1.0000,1.0000
10.731,1,1.0000,1.0000,1.0000
10.830,1,1.0000,1.0000,1.0000
10.958,1,1.0000,1.0000,1.0000
11.023,1,1.0000,1.0000,1.0000
11.131,1,1.0000,1.0000,1.0000
11.230,1,1.0000,1.0000,1.0000
11.330,1,1.0000,1.0000,1.0000
11.426,1,1.0000,1.0000,1.0000
11.530,1,1.0000,1.0000,1.0000
11.631,1,1.0000,1.0000,1.0000
11.730,1,1.0000,1.0000,1.0000
11.832,1,1.0000,1.0000,1.0000
11.931,1,1.0000,1.0000,1.0000
12.024,1,1.0000,1.0000,1.0000
12.130,1,0.9990,0.9961,0.9990
12.230,1,0.9993,1.0000,0.9993
12.330,1,0.9995,1.0000,0.9995
12.431,1,0.9996,1.0000,0.9996
12.531,1,0.9997,1.0000,0.9997
12.630,1,0.9998,1.0000,0.9998
12.730,1,0.9998,1.0000,0.9998
12.831,1,0.9999,1.0000,0.9999
12.930,1,0.9999,1.0000,0.9999
13.031,1,0.9999,1.0000,0.9999
13.130,1,0.9999,1.0000,0.9999
13.230,1,1.0000,1.0000,1.0000
13.329,1,1.0000,1.0000,1.0000
13.432,1,1.0000,1.0000,1.0000
13.530,1,1.0000,1.0000,1.0000
13.631,1,1.0000,1.0000,1.0000
13.731,1,1.0000,1.0000,1.0000
13.831,1,1.0000,1.0000,1.0000
13.930,1,1.0000,1.0000,1.0000
14.030,1,1.0000,1.0000,1.0000
14.130,1,1.0000,1.0000,1.0000
14.230,1,1.0000,1.0000,1.0000
14.331,1,1.0000,1.0000,1.0000
14.432,1,1.0000,1.0000,1.0000
14.530,1,1.0000,1.0000,1.0000
14.632,1,1.0000,1.0000,1.0000
14.730,1,1.0000,1.0000,1.0000
14.830,1,1.0000,1.0000,1.0000
14.931,1,1.0000,1.0000,1.0000
15.030,1,1.0000,1.0000,1.0000
15.131,1,1.0000,1.0000,1.0000
15.231,1,1.0000,1.0000,1.0000
15.330,1,1.0000,1.0000,1.0000
15.430,1,1.0000,1.0000,1.0000
15.537,1,1.0000,1.0000,1.0000
