elapsed_s,prediction,confidence
1.014,front_right,1.0000
1.123,front_right,1.0000
1.221,rear_left,1.0000
1.321,rear_left,1.0000
1.421,rear_left,1.0000
1.521,rear_left,1.0000
1.621,rear_left,1.0000
1.721,rear_left,1.0000
1.821,rear_left,1.0000
1.921,rear_left,1.0000
2.021,front_right,1.0000
2.121,front_right,1.0000
2.220,front_right,1.0000
2.321,front_right,1.0000
2.421,front_right,1.0000
2.521,front_right,1.0000
2.622,front_right,1.0000
2.721,rear_left,1.0000
2.821,rear_left,1.0000
2.921,rear_left,1.0000
3.021,rear_left,1.0000
3.121,rear_left,1.0000
3.220,rear_left,1.0000
3.321,rear_left,1.0000
3.416,rear_left,1.0000
3.515,rear_left,1.0000
3.623,rear_left,1.0000
3.721,rear_left,1.0000
3.821,rear_left,1.0000
3.921,rear_left,1.0000
4.021,rear_left,1.0000
4.121,rear_left,1.0000
4.221,rear_left,1.0000
4.321,rear_left,1.0000
4.421,rear_left,1.0000
4.521,rear_left,1.0000
4.621,rear_left,1.0000
4.722,front_right,0.5924
4.821,front_right,1.0000
4.921,front_right,1.0000
5.018,front_right,0.8840
5.122,front_right,1.0000
5.221,front_right,1.0000
5.321,front_right,0.8840
5.421,front_right,1.0000
5.521,normal,1.0000
5.621,normal,1.0000
5.721,front_right,1.0000
5.821,front_right,1.0000
5.921,front_right,1.0000
6.013,front_right,1.0000
6.121,front_right,1.0000
6.221,front_right,1.0000
6.321,front_right,1.0000
6.421,front_right,1.0000
6.521,front_right,1.0000
6.621,front_right,1.0000
6.722,front_right,1.0000
6.821,front_right,1.0000
6.922,front_right,1.0000
7.021,front_right,0.5924
7.122,rear_left,1.0000
7.221,rear_left,1.0000
7.321,rear_left,1.0000
7.422,rear_left,1.0000
7.522,rear_left,1.0000
7.625,rear_left,1.0000
7.714,rear_left,1.0000
7.822,rear_left,1.0000
7.921,front_right,0.5924
8.021,front_right,0.5924
8.122,front_right,0.5924
8.222,front_right,0.5924
8.322,front_right,0.5924
8.422,front_right,0.5924
8.522,rear_left,1.0000
8.620,rear_left,1.0000
8.722,rear_left,1.0000
8.822,front_right,0.5924
8.921,front_right,0.5924
9.020,front_right,0.5924
9.122,front_right,0.5924
9.221,front_right,0.5924
9.322,front_right,0.5924
9.422,front_right,0.5924
9.521,rear_left,1.0000
9.621,rear_left,1.0000
9.722,rear_left,1.0000
9.821,rear_left,1.0000
9.922,rear_left,1.0000
10.021,front_right,0.8840
10.120,rear_left,1.0000
10.221,rear_left,1.0000
10.321,rear_left,1.0000
10.420,rear_left,1.0000
10.521,rear_left,1.0000
10.621,rear_left,1.0000
10.720,rear_left,1.0000
10.821,rear_left,1.0000
10.913,rear_left,1.0000
11.019,rear_left,1.0000
11.121,rear_left,1.0000
11.221,rear_left,1.0000
11.321,rear_left,1.0000
11.421,rear_left,1.0000
11.521,rear_left,1.0000
11.621,rear_left,1.0000
11.720,rear_left,1.0000
11.821,rear_left,1.0000
11.921,rear_left,1.0000
12.021,rear_left,1.0000
12.121,rear_left,1.0000
12.220,rear_left,1.0000
12.321,rear_left,1.0000
12.421,rear_left,1.0000
12.521,rear_left,1.0000
12.621,rear_left,1.0000
12.721,rear_left,1.0000
12.821,rear_left,1.0000
12.921,rear_left,1.0000
13.021,rear_left,1.0000
13.120,rear_left,1.0000
13.221,rear_left,1.0000
13.321,front_right,1.0000
13.421,front_right,1.0000
13.520,front_right,1.0000
13.621,front_right,1.0000
13.714,front_right,1.0000
13.821,front_right,1.0000
13.920,normal,1.0000
14.021,normal,1.0000
14.121,normal,1.0000
14.221,normal,1.0000
14.321,normal,1.0000
14.421,normal,1.0000
14.520,normal,1.0000
14.621,normal,1.0000
14.721,normal,1.0000
14.821,front_right,0.8840
14.921,front_right,0.8840
15.021,normal,1.0000
15.113,normal,1.0000
15.221,front_right,0.8840
