time_seconds,type,message
0.007,"telemetry","packetCounter: 37337 | sampleTimeFine: 23450382 | Roll: -179.57° Pitch: 0.52° Yaw: -165.50° | Acc: (-0.06, -0.07, -9.80) m/s² | Gyro: (-0.20, -0.57, -0.74) deg/s"
0.012,"telemetry","packetCounter: 37338 | sampleTimeFine: 23450482 | Roll: -179.57° Pitch: 0.52° Yaw: -165.50° | Acc: (-0.03, -0.07, -9.81) m/s² | Gyro: (-0.78, -0.36, 0.20) deg/s"
0.016,"telemetry","packetCounter: 37339 | sampleTimeFine: 23450582 | Roll: -179.57° Pitch: 0.52° Yaw: -165.51° | Acc: (-0.04, -0.06, -9.81) m/s² | Gyro: (-0.41, -0.65, -0.28) deg/s"
0.021,"telemetry","packetCounter: 37340 | sampleTimeFine: 23450682 | Roll: -179.57° Pitch: 0.52° Yaw: -165.51° | Acc: (-0.05, -0.07, -9.82) m/s² | Gyro: (-0.10, 0.42, 0.13) deg/s"
0.025,"telemetry","packetCounter: 37341 | sampleTimeFine: 23450782 | Roll: -179.57° Pitch: 0.52° Yaw: -165.49° | Acc: (-0.05, -0.07, -9.81) m/s² | Gyro: (-0.08, -0.51, -0.06) deg/s"
0.029,"telemetry","packetCounter: 37342 | sampleTimeFine: 23450882 | Roll: -179.56° Pitch: 0.52° Yaw: -165.48° | Acc: (-0.04, -0.07, -9.81) m/s² | Gyro: (-0.60, -0.14, -0.12) deg/s"
0.034,"telemetry","packetCounter: 37343 | sampleTimeFine: 23450982 | Roll: -179.57° Pitch: 0.52° Yaw: -165.47° | Acc: (-0.05, -0.07, -9.81) m/s² | Gyro: (-0.41, -0.39, -0.53) deg/s"
0.038,"telemetry","packetCounter: 37344 | sampleTimeFine: 23451082 | Roll: -179.57° Pitch: 0.52° Yaw: -165.45° | Acc: (-0.06, -0.07, -9.81) m/s² | Gyro: (-0.74, -0.13, -0.67) deg/s"
0.042,"telemetry","packetCounter: 37345 | sampleTimeFine: 23451182 | Roll: -179.57° Pitch: 0.52° Yaw: -165.45° | Acc: (-0.06, -0.07, -9.81) m/s² | Gyro: (-0.58, -0.54, -0.13) deg/s"
0.046,"telemetry","packetCounter: 37346 | sampleTimeFine: 23451282 | Roll: -179.57° Pitch: 0.52° Yaw: -165.44° | Acc: (-0.05, -0.07, -9.81) m/s² | Gyro: (-0.49, -0.74, -0.88) deg/s"
0.051,"telemetry","packetCounter: 37347 | sampleTimeFine: 23451382 | Roll: -179.58° Pitch: 0.53° Yaw: -165.42° | Acc: (-0.04, -0.07, -9.81) m/s² | Gyro: (-0.71, -0.73, -0.23) deg/s"
0.055,"telemetry","packetCounter: 37348 | sampleTimeFine: 23451482 | Roll: -179.58° Pitch: 0.53° Yaw: -165.42° | Acc: (-0.04, -0.06, -9.82) m/s² | Gyro: (-0.28, -0.38, -0.14) deg/s"
0.059,"telemetry","packetCounter: 37349 | sampleTimeFine: 23451582 | Roll: -179.58° Pitch: 0.53° Yaw: -165.42° | Acc: (-0.05, -0.08, -9.80) m/s² | Gyro: (-0.14, -0.39, -0.26) deg/s"
0.064,"telemetry","packetCounter: 37350 | sampleTimeFine: 23451682 | Roll: -179.57° Pitch: 0.53° Yaw: -165.41° | Acc: (-0.05, -0.06, -9.81) m/s² | Gyro: (-0.47, -0.10, -0.71) deg/s"
0.068,"telemetry","packetCounter: 37351 | sampleTimeFine: 23451782 | Roll: -179.58° Pitch: 0.53° Yaw: -165.41° | Acc: (-0.05, -0.07, -9.81) m/s² | Gyro: (-0.52, -0.41, -0.27) deg/s"
