time_s,label,confidence,p_fault
0.9555,fault,0.999500,0.999500
1.0534,normal,0.999956,0.000044
1.1533,normal,0.999964,0.000036
1.2533,normal,0.999954,0.000046
1.3533,normal,0.999960,0.000040
1.4534,normal,0.999942,0.000058
1.5534,normal,0.999854,0.000146
1.6531,normal,0.999995,0.000005
1.7537,normal,0.999830,0.000170
1.8534,normal,0.999999,0.000001
1.9544,normal,0.999756,0.000244
2.0538,normal,1.000000,0.000000
2.1545,normal,0.999995,0.000005
2.2532,normal,0.999840,0.000160
2.3533,normal,0.999975,0.000025
2.4533,normal,0.999994,0.000006
2.5534,normal,0.999999,0.000001
2.6532,normal,0.999979,0.000021
2.7537,normal,0.999982,0.000018
2.8533,normal,0.999895,0.000105
2.9534,normal,0.999995,0.000005
3.0535,normal,0.999992,0.000008
3.1537,normal,0.999929,0.000071
3.2544,normal,0.999992,0.000008
3.3534,normal,0.999839,0.000161
3.4540,normal,0.997247,0.002753
3.5538,normal,0.999596,0.000404
3.6533,normal,0.999963,0.000037
3.7542,normal,0.997867,0.002133
3.8533,normal,0.993865,0.006135
3.9535,normal,0.954040,0.045960
4.0533,normal,0.966447,0.033553
4.1532,normal,0.999836,0.000164
4.2537,normal,0.999751,0.000249
4.3536,normal,0.999994,0.000006
4.4671,normal,0.999978,0.000022
4.5541,normal,0.999984,0.000016
4.6537,normal,0.999991,0.000009
4.7535,normal,0.996674,0.003326
4.8535,normal,0.999917,0.000083
4.9538,normal,0.999996,0.000004
5.0535,normal,0.999946,0.000054
5.1536,normal,0.999475,0.000525
5.2537,normal,0.985665,0.014335
5.3535,normal,0.996428,0.003572
5.4544,normal,0.999768,0.000232
5.5537,normal,0.999999,0.000001
5.6549,normal,0.999997,0.000003
5.7538,normal,0.999997,0.000003
5.8537,normal,0.991563,0.008437
5.9538,normal,0.971930,0.028070
6.0536,normal,0.979298,0.020702
6.1548,normal,0.999846,0.000154
6.2538,normal,1.000000,0.000000
6.3537,normal,1.000000,0.000000
6.4537,normal,0.999994,0.000006
6.5536,normal,0.999996,0.000004
6.6552,normal,0.999996,0.000004
6.7541,normal,0.999867,0.000133
6.8538,normal,0.999915,0.000085
6.9536,normal,0.999956,0.000044
7.0538,normal,0.999973,0.000027
7.1538,normal,0.999990,0.000010
7.2544,normal,0.999976,0.000024
7.3543,normal,0.999888,0.000112
7.4536,normal,0.978060,0.021940
7.5537,normal,0.999972,0.000028
7.6542,normal,1.000000,0.000000
7.7538,normal,0.999998,0.000002
7.8538,normal,0.999287,0.000713
7.9538,normal,0.999956,0.000044
8.0554,normal,0.999825,0.000175
8.1537,normal,0.999414,0.000586
8.2542,normal,0.999998,0.000002
8.3537,normal,0.999951,0.000049
8.4537,normal,0.999912,0.000088
8.5543,normal,0.999997,0.000003
8.6543,normal,0.999998,0.000002
8.7543,normal,0.999997,0.000003
8.8528,normal,0.999949,0.000051
8.9532,normal,0.999951,0.000049
9.0543,normal,1.000000,0.000000
