time_s,p_fault,fault_bin
0.4482,0.967973,1
0.4582,0.998373,1
0.4678,0.999849,1
0.4777,0.999976,1
0.4877,0.999994,1
0.4977,0.999998,1
0.5076,0.999999,1
0.5177,0.999998,1
0.5276,0.999997,1
0.5377,0.999994,1
0.5477,0.999990,1
0.5577,0.999984,1
0.5676,0.999973,1
0.5777,0.999957,1
0.5877,0.999932,1
0.5976,0.999896,1
0.6077,0.999836,1
0.6177,0.999743,1
0.6277,0.999601,1
0.6377,0.999403,1
0.6477,0.999146,1
0.6577,0.998789,1
0.6676,0.998337,1
0.6776,0.997752,1
0.6876,0.996985,1
0.6976,0.995966,1
0.7076,0.994722,1
0.7176,0.993024,1
0.7277,0.991005,1
0.7376,0.988872,1
0.7476,0.986133,1
0.7578,0.982513,1
0.7677,0.977987,1
0.7777,0.972590,1
0.7877,0.966399,1
0.7977,0.959379,1
0.8077,0.951570,1
0.8177,0.942688,1
0.8277,0.933215,1
0.8377,0.923059,1
0.8477,0.913053,1
0.8577,0.901284,1
0.8677,0.890095,1
0.8777,0.879236,1
0.8877,0.864121,1
0.8977,0.848959,1
0.9077,0.832976,1
0.9177,0.815684,1
0.9277,0.797991,1
0.9377,0.780530,1
